Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Sidy Sow,T,53,100%,0,0%,4,14%,0,Patriots,17.0,2023,244
Michael Onwenu,G,53,100%,0,0%,4,14%,0,Patriots,17.0,2023,244
Vederian Lowe,T,53,100%,0,0%,4,14%,0,Patriots,17.0,2023,244
Bailey Zappe,QB,53,100%,0,0%,0,0%,0,Patriots,17.0,2023,244
David Andrews,C,53,100%,0,0%,0,0%,0,Patriots,17.0,2023,244
Demario Douglas,WR,50,94%,0,0%,0,0%,0,Patriots,17.0,2023,244
Ezekiel Elliott,RB,43,81%,0,0%,0,0%,0,Patriots,17.0,2023,244
Atonio Mafi,G,40,75%,0,0%,4,14%,0,Patriots,17.0,2023,244
Tyquan Thornton,WR,37,70%,0,0%,0,0%,0,Patriots,17.0,2023,244
Pharaoh Brown,TE,36,68%,0,0%,14,48%,0,Patriots,17.0,2023,244
Jalen Reagor,WR,36,68%,0,0%,6,21%,0,Patriots,17.0,2023,244
Mike Gesicki,TE,36,68%,0,0%,0,0%,0,Patriots,17.0,2023,244
DeVante Parker,WR,15,28%,0,0%,0,0%,0,Patriots,17.0,2023,244
Jake Andrews,C,13,25%,0,0%,4,14%,0,Patriots,17.0,2023,244
Kevin Harris,RB,11,21%,0,0%,0,0%,0,Patriots,17.0,2023,244
Matt Sokol,TE,1,2%,0,0%,0,0%,0,Patriots,17.0,2023,244
Kyle Dugger,FS,0,0%,69,100%,5,17%,0,Patriots,17.0,2023,244
Ja'Whaun Bentley,LB,0,0%,69,100%,0,0%,0,Patriots,17.0,2023,244
Jalen Mills,CB,0,0%,68,99%,3,10%,0,Patriots,17.0,2023,244
Myles Bryant,CB,0,0%,60,87%,11,38%,0,Patriots,17.0,2023,244
Jonathan Jones,CB,0,0%,60,87%,0,0%,0,Patriots,17.0,2023,244
Jahlani Tavai,LB,0,0%,57,83%,23,79%,0,Patriots,17.0,2023,244
Alex Austin,CB,0,0%,51,74%,6,21%,0,Patriots,17.0,2023,244
Christian Barmore,DT,0,0%,49,71%,0,0%,0,Patriots,17.0,2023,244
Anfernee Jennings,LB,0,0%,46,67%,5,17%,0,Patriots,17.0,2023,244
Davon Godchaux,NT,0,0%,45,65%,0,0%,0,Patriots,17.0,2023,244
Keion White,DE,0,0%,42,61%,11,38%,0,Patriots,17.0,2023,244
Lawrence Guy,DT,0,0%,31,45%,13,45%,0,Patriots,17.0,2023,244
Shaun Wade,CB,0,0%,27,39%,4,14%,0,Patriots,17.0,2023,244
Deatrich Wise Jr.,DE,0,0%,23,33%,9,31%,0,Patriots,17.0,2023,244
Joshua Uche,LB,0,0%,23,33%,6,21%,0,Patriots,17.0,2023,244
Mack Wilson,LB,0,0%,19,28%,16,55%,0,Patriots,17.0,2023,244
Marte Mapu,LB,0,0%,16,23%,14,48%,0,Patriots,17.0,2023,244
Jeremiah Pharms,DE,0,0%,4,6%,0,0%,0,Patriots,17.0,2023,244
Matthew Slater,WR,0,0%,0,0%,25,86%,0,Patriots,17.0,2023,244
Brenden Schooler,FS,0,0%,0,0%,25,86%,0,Patriots,17.0,2023,244
Chris Board,LB,0,0%,0,0%,25,86%,0,Patriots,17.0,2023,244
Adrian Phillips,FS,0,0%,0,0%,21,72%,0,Patriots,17.0,2023,244
Christian Elliss,LB,0,0%,0,0%,20,69%,0,Patriots,17.0,2023,244
Cody Davis,FS,0,0%,0,0%,10,34%,0,Patriots,17.0,2023,244
Chad Ryland,K,0,0%,0,0%,8,28%,0,Patriots,17.0,2023,244
Bryce Baringer,P,0,0%,0,0%,8,28%,0,Patriots,17.0,2023,244
Joe Cardona,LS,0,0%,0,0%,8,28%,0,Patriots,17.0,2023,244
Joshuah Bledsoe,FS,0,0%,0,0%,3,10%,0,Patriots,17.0,2023,244
