Player,Tm,Passing Cmp,Passing Att,Passing Yds,Passing TD,Passing Int,Passing Sk,Passing Yds.1,Passing Lng,Passing Rate,week,year,game_id
Jared Goff,DET,19,34,271,1,2,1,7,63,67.2,17.0,2023,242
Jalen Reeves-Maybin,DET,1,1,31,0,0,0,0,31,118.7,17.0,2023,242
David Montgomery,DET,0,0,0,0,0,0,0,0,,17.0,2023,242
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,17.0,2023,242
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,17.0,2023,242
Jameson Williams,DET,0,0,0,0,0,0,0,0,,17.0,2023,242
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,17.0,2023,242
Khalil Dorsey,DET,0,0,0,0,0,0,0,0,,17.0,2023,242
Josh Reynolds,DET,0,0,0,0,0,0,0,0,,17.0,2023,242
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,17.0,2023,242
James Mitchell,DET,0,0,0,0,0,0,0,0,,17.0,2023,242
Dak Prescott,DAL,26,38,345,2,1,3,22,92,103.5,17.0,2023,242
Tony Pollard,DAL,0,0,0,0,0,0,0,0,,17.0,2023,242
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,17.0,2023,242
Deuce Vaughn,DAL,0,0,0,0,0,0,0,0,,17.0,2023,242
Brandin Cooks,DAL,0,0,0,0,0,0,0,0,,17.0,2023,242
Jake Ferguson,DAL,0,0,0,0,0,0,0,0,,17.0,2023,242
Jalen Tolbert,DAL,0,0,0,0,0,0,0,0,,17.0,2023,242
Peyton Hendershot,DAL,0,0,0,0,0,0,0,0,,17.0,2023,242
