Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Easton Stick,LAC,0,0,17.0,2023,255
Austin Ekeler,LAC,1,1,17.0,2023,255
Gerald Everett,LAC,0,0,17.0,2023,255
Derius Davis,LAC,0,0,17.0,2023,255
Joshua Kelley,LAC,0,0,17.0,2023,255
Alex Erickson,LAC,0,0,17.0,2023,255
Quentin Johnston,LAC,0,0,17.0,2023,255
Keelan Doss,LAC,0,0,17.0,2023,255
Stone Smartt,LAC,0,0,17.0,2023,255
Nick Niemann,LAC,1,0,17.0,2023,255
Isaiah Spiller,LAC,0,0,17.0,2023,255
Jarrett Stidham,DEN,0,0,17.0,2023,255
Jaleel McLaughlin,DEN,0,0,17.0,2023,255
Javonte Williams,DEN,0,0,17.0,2023,255
Samaje Perine,DEN,0,0,17.0,2023,255
Lil'Jordan Humphrey,DEN,0,0,17.0,2023,255
Jerry Jeudy,DEN,0,0,17.0,2023,255
Brandon Johnson,DEN,0,0,17.0,2023,255
Lucas Krull,DEN,0,0,17.0,2023,255
Adam Trautman,DEN,0,0,17.0,2023,255
Phillip Dorsett,DEN,0,0,17.0,2023,255
