Player,Pos,home_team,team,week,year,game_id
Bryce Young,QB,0,Panthers,17.0,2023,245
Chuba Hubbard,RB,0,Panthers,17.0,2023,245
Adam Thielen,WR,0,Panthers,17.0,2023,245
DJ Chark,WR,0,Panthers,17.0,2023,245
Jonathan Mingo,WR,0,Panthers,17.0,2023,245
Tommy Tremble,TE,0,Panthers,17.0,2023,245
Bradley Bozeman,OL,0,Panthers,17.0,2023,245
Ikem Ekwonu,T,0,Panthers,17.0,2023,245
Taylor Moton,T,0,Panthers,17.0,2023,245
Gabe Jackson,G,0,Panthers,17.0,2023,245
Cade Mays,G,0,Panthers,17.0,2023,245
Derrick Brown,DT,0,Panthers,17.0,2023,245
Shy Tuttle,DT,0,Panthers,17.0,2023,245
DeShawn Williams,DT,0,Panthers,17.0,2023,245
Yetur Gross-Matos,OLB,0,Panthers,17.0,2023,245
Brian Burns,OLB,0,Panthers,17.0,2023,245
Kamu Grugier-Hill,LB,0,Panthers,17.0,2023,245
Frankie Luvu,LB,0,Panthers,17.0,2023,245
Shaquill Griffin,CB,0,Panthers,17.0,2023,245
Donte Jackson,CB,0,Panthers,17.0,2023,245
Xavier Woods,S,0,Panthers,17.0,2023,245
Vonn Bell,S,0,Panthers,17.0,2023,245
