Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Kaden Elliss,ATL,0,5,5,100.0%,29.0,5.8,5.8,0.0,90.8,2.0,10.0,19.0,7,1,0,1.0,2,9,0,0.0%,17.0,2023,243
Jessie Bates III,ATL,0,5,4,80.0%,46.0,11.5,9.2,1.0,144.6,11.8,39.0,7.0,1,0,0,0.0,0,11,0,0.0%,17.0,2023,243
AJ Terrell,ATL,0,5,3,60.0%,64.0,21.3,12.8,0.0,104.2,10.2,36.0,28.0,0,0,0,0.0,0,1,2,66.7%,17.0,2023,243
Clark Phillips,ATL,0,6,3,50.0%,33.0,11.0,5.5,0.0,66.7,8.0,16.0,17.0,0,0,0,0.0,0,3,0,0.0%,17.0,2023,243
Nathan Landman,ATL,0,4,2,50.0%,45.0,22.5,11.3,0.0,90.6,3.3,12.0,33.0,0,0,0,0.0,0,6,2,25.0%,17.0,2023,243
Richie Grant,ATL,0,2,2,100.0%,27.0,13.5,13.5,0.0,118.7,10.0,20.0,7.0,1,0,0,0.0,0,6,1,14.3%,17.0,2023,243
Calais Campbell,ATL,0,0,0,,,,,,,,,,0,2,1,0.0,3,2,1,33.3%,17.0,2023,243
Bud Dupree,ATL,0,0,0,,,,,,,,,,7,1,0,0.5,2,3,2,40.0%,17.0,2023,243
Zach Harrison,ATL,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%,17.0,2023,243
David Onyemata,ATL,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,1,33.3%,17.0,2023,243
Lorenzo Carter,ATL,0,0,0,,,,,,,,,,1,0,0,1.0,1,3,0,0.0%,17.0,2023,243
DeAundre Alford,ATL,0,1,0,0.0%,,,0.0,,39.6,24.0,,,0,0,0,0.0,0,0,0,,17.0,2023,243
DeMarcco Hellams,ATL,0,0,0,,,,,,,,,,1,0,0,0.0,0,6,2,25.0%,17.0,2023,243
Mike Hughes,ATL,0,1,0,0.0%,,,0.0,,39.6,33.0,,,0,0,0,0.0,0,3,0,0.0%,17.0,2023,243
Arnold Ebiketie,ATL,0,0,0,,,,,,,,,,3,0,0,0.0,0,1,0,0.0%,17.0,2023,243
Tremaine Edmunds,CHI,0,6,4,66.7%,103.0,25.8,17.2,1.0,149.3,3.8,16.0,87.0,1,0,0,0.0,0,5,0,0.0%,17.0,2023,243
T.J. Edwards,CHI,1,4,2,50.0%,19.0,9.5,4.8,0.0,24.0,13.8,18.0,1.0,3,0,1,0.0,1,2,0,0.0%,17.0,2023,243
Jaquan Brisker,CHI,0,4,2,50.0%,10.0,5.0,2.5,0.0,56.2,14.0,-3.0,13.0,0,0,0,0.0,0,5,2,28.6%,17.0,2023,243
Tyrique Stevenson,CHI,2,9,2,22.2%,11.0,5.5,1.2,0.0,0.0,9.4,10.0,1.0,0,0,0,0.0,0,5,0,0.0%,17.0,2023,243
Kyler Gordon,CHI,1,3,1,33.3%,,,0.0,,2.8,17.3,,,1,1,0,0.0,1,3,0,0.0%,17.0,2023,243
Eddie Jackson,CHI,0,2,1,50.0%,20.0,20.0,10.0,0.0,85.4,19.0,19.0,1.0,0,0,0,0.0,0,4,0,0.0%,17.0,2023,243
Jaylon Johnson,CHI,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,4.0,4.0,4.0,0,0,0,0.0,0,2,0,0.0%,17.0,2023,243
Terell Smith,CHI,0,3,1,33.3%,9.0,9.0,3.0,0.0,42.4,6.3,4.0,5.0,0,0,0,0.0,0,4,0,0.0%,17.0,2023,243
DeMarcus Walker,CHI,0,0,0,,,,,,,,,,0,0,2,0.5,3,2,0,0.0%,17.0,2023,243
Gervon Dexter,CHI,0,0,0,,,,,,,,,,0,1,0,1.5,3,5,1,16.7%,17.0,2023,243
Rasheem Green,CHI,0,0,0,,,,,,,,,,0,2,0,0.0,2,2,0,0.0%,17.0,2023,243
Montez Sweat,CHI,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%,17.0,2023,243
Justin Jones,CHI,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,1,50.0%,17.0,2023,243
Zacch Pickens,CHI,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%,17.0,2023,243
