Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Johnathan Abram,NOR,1,0,0,0,1,0.0,5,5,0,0,0,0,0,0,1,17.0,2023,250
Alontae Taylor,NOR,1,0,0,0,1,0.0,4,3,1,0,0,0,0,0,0,17.0,2023,250
Zack Baun,NOR,0,0,0,0,1,1.0,4,4,0,1,2,0,0,0,0,17.0,2023,250
Bryan Bresee,NOR,0,0,0,0,0,1.0,2,1,1,1,1,0,0,0,0,17.0,2023,250
Pete Werner,NOR,0,0,0,0,0,0.0,9,8,1,1,0,0,0,0,0,17.0,2023,250
Tyrann Mathieu,NOR,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,17.0,2023,250
Paulson Adebo,NOR,0,0,0,0,1,0.0,4,3,1,0,0,0,0,0,0,17.0,2023,250
Demario Davis,NOR,0,0,0,0,0,0.0,4,2,2,1,0,1,20,0,0,17.0,2023,250
Khalen Saunders,NOR,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,17.0,2023,250
Carl Granderson,NOR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,17.0,2023,250
D'Marco Jackson,NOR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,17.0,2023,250
PJ Mustipher,NOR,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2023,250
Adam Prentice,NOR,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,17.0,2023,250
Nathan Shepherd,NOR,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,17.0,2023,250
Tanoh Kpassagnon,NOR,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0,17.0,2023,250
Isaac Yiadom,NOR,0,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,17.0,2023,250
Markees Watts,TAM,0,0,0,0,0,1.0,2,2,0,1,0,0,0,0,0,17.0,2023,250
Lavonte David,TAM,0,0,0,0,0,0.0,11,5,6,0,0,0,0,0,0,17.0,2023,250
Zyon McCollum,TAM,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0,17.0,2023,250
Devin White,TAM,0,0,0,0,1,0.0,7,5,2,1,0,0,0,0,0,17.0,2023,250
Antoine Winfield Jr.,TAM,0,0,0,0,0,0.0,7,4,3,0,0,0,0,0,0,17.0,2023,250
Vita Vea,TAM,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,17.0,2023,250
K.J. Britt,TAM,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,17.0,2023,250
William Gholston,TAM,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,17.0,2023,250
Logan Hall,TAM,0,0,0,0,0,0.0,4,0,4,0,0,0,0,0,0,17.0,2023,250
Kaevon Merriweather,TAM,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,17.0,2023,250
Anthony Nelson,TAM,0,0,0,0,1,0.0,4,3,1,1,0,0,0,0,0,17.0,2023,250
Jamel Dean,TAM,0,0,0,0,1,0.0,3,1,2,0,0,0,0,0,0,17.0,2023,250
Cam Gill,TAM,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0,17.0,2023,250
Christian Izien,TAM,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,17.0,2023,250
Calijah Kancey,TAM,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0,17.0,2023,250
Joe Tryon-Shoyinka,TAM,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,17.0,2023,250
YaYa Diaby,TAM,0,0,0,0,0,0.0,2,2,0,2,0,0,0,0,0,17.0,2023,250
Pat O'Connor,TAM,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0,17.0,2023,250
Jake Camarda,TAM,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2023,250
Dee Delaney,TAM,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,17.0,2023,250
SirVocea Dennis,TAM,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2023,250
Greg Gaines,TAM,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2023,250
David Moore,TAM,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,17.0,2023,250
Ryan Neal,TAM,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,17.0,2023,250
