Quarter,Time,Down,ToGo,Location,LAC,DEN,Detail,EPB,EPA,week,year,game_id
1.0,3:24,2.0,4.0,LAC 31,0.0,3.0,Easton Stick pass complete short left to Alex Erickson for 15 yards (tackle by Fabian Moreau and Josey Jewell),0.87,1.99,17.0,2023,255
1.0,3:00,1.0,10.0,LAC 46,0.0,3.0,Austin Ekeler up the middle for 5 yards (tackle by Ronnie Perkins),1.99,2.13,17.0,2023,255
1.0,2:33,2.0,5.0,DEN 49,0.0,3.0,Easton Stick pass incomplete short right intended for Gerald Everett,2.13,1.42,17.0,2023,255
1.0,2:29,3.0,5.0,DEN 49,0.0,3.0,Easton Stick pass incomplete deep left intended for Quentin Johnston,1.42,0.0,17.0,2023,255
1.0,2:24,4.0,5.0,DEN 49,0.0,3.0,JK Scott punts 39 yards downed by Nick Niemann,0.0,0.38,17.0,2023,255
1.0,2:14,1.0,10.0,DEN 10,0.0,3.0,Jarrett Stidham pass complete short right to Javonte Williams for 4 yards (tackle by Eric Kendricks),-0.38,-0.46,17.0,2023,255
1.0,1:41,2.0,6.0,DEN 14,0.0,3.0,Jaleel McLaughlin right tackle for 10 yards (tackle by Nick Niemann and Derwin James),-0.46,0.54,17.0,2023,255
1.0,1:04,1.0,10.0,DEN 24,0.0,3.0,Jarrett Stidham pass complete short left to Adam Trautman for 9 yards (tackle by Eric Kendricks),0.54,1.21,17.0,2023,255
1.0,0:24,2.0,1.0,DEN 33,0.0,3.0,Jarrett Stidham pass incomplete deep left intended for Phillip Dorsett (defended by Derwin James) (defended by Alohi Gilman),1.21,0.5,17.0,2023,255
1.0,0:15,3.0,1.0,DEN 33,0.0,3.0,Jarrett Stidham up the middle for 2 yards (tackle by Otito Ogbonnia),0.5,1.27,17.0,2023,255
2.0,15:00,1.0,10.0,DEN 35,0.0,3.0,Jarrett Stidham pass incomplete short middle intended for Brandon Johnson (defended by Eric Kendricks),1.27,0.72,17.0,2023,255
2.0,14:57,2.0,10.0,DEN 35,0.0,3.0,Jaleel McLaughlin left tackle for no gain (tackle by Morgan Fox and Eric Kendricks),0.72,0.04,17.0,2023,255
2.0,14:31,3.0,10.0,DEN 35,0.0,3.0,"Jarrett Stidham scrambles left end for no gain (tackle by Jaylinn Hawkins). Penalty on Ben Powers: Offensive Holding, 10 yards (accepted) (no play)",0.04,-1.29,17.0,2023,255
2.0,13:59,3.0,20.0,DEN 25,0.0,3.0,Jarrett Stidham sacked by Khalil Mack for -9 yards,-1.29,-2.39,17.0,2023,255
2.0,13:22,4.0,29.0,DEN 16,0.0,3.0,Riley Dixon punts 44 yards out of bounds,-2.39,-1.6,17.0,2023,255
2.0,13:15,1.0,10.0,LAC 40,0.0,3.0,Easton Stick pass complete short left to Keelan Doss for 6 yards (tackle by Patrick Surtain),1.6,1.86,17.0,2023,255
2.0,12:36,2.0,4.0,LAC 46,0.0,3.0,Austin Ekeler right tackle for 4 yards (tackle by Mike Purcell and Alex Singleton),1.86,2.26,17.0,2023,255
2.0,11:54,1.0,10.0,LAC 50,0.0,3.0,Austin Ekeler left end for 3 yards (tackle by Nik Bonitto and Josey Jewell),2.26,2.12,17.0,2023,255
2.0,11:15,2.0,7.0,DEN 47,0.0,3.0,Easton Stick pass complete short left to Alex Erickson for 27 yards (tackle by Justin Simmons),2.12,4.24,17.0,2023,255
2.0,10:35,1.0,10.0,DEN 20,0.0,3.0,Derius Davis right end for 2 yards (tackle by Matt Henningsen),4.24,3.96,17.0,2023,255
2.0,9:55,2.0,8.0,DEN 18,0.0,3.0,Easton Stick pass incomplete deep right intended for Austin Ekeler,3.96,3.22,17.0,2023,255
2.0,9:51,3.0,8.0,DEN 18,0.0,3.0,Easton Stick pass incomplete deep right intended for Keelan Doss,3.22,2.25,17.0,2023,255
2.0,9:46,4.0,8.0,DEN 18,3.0,3.0,Cameron Dicker 36 yard field goal good,2.25,3.0,17.0,2023,255
2.0,9:43,,,LAC 35,3.0,3.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,255
2.0,9:43,1.0,10.0,DEN 25,3.0,3.0,Jaleel McLaughlin right end for 4 yards (tackle by Christopher Hinton and Eric Kendricks),0.61,0.6,17.0,2023,255
2.0,9:03,2.0,6.0,DEN 29,3.0,3.0,Jarrett Stidham pass complete short right to Javonte Williams for 4 yards (tackle by Nick Niemann and Derwin James),0.6,0.43,17.0,2023,255
2.0,8:16,3.0,2.0,DEN 33,3.0,3.0,Jaleel McLaughlin right end for 11 yards (tackle by Eric Kendricks and Derwin James),0.43,1.86,17.0,2023,255
2.0,7:34,1.0,10.0,DEN 44,3.0,3.0,Jarrett Stidham pass incomplete short right intended for Brandon Johnson,1.86,1.32,17.0,2023,255
2.0,7:31,2.0,10.0,DEN 44,3.0,3.0,Samaje Perine right end for 2 yards (tackle by Nick Niemann),1.32,0.89,17.0,2023,255
2.0,6:52,3.0,8.0,DEN 46,3.0,9.0,"Jarrett Stidham pass complete short right to Lil'Jordan Humphrey for 54 yards, touchdown",0.89,7.0,17.0,2023,255
2.0,6:37,,,LAC 15,3.0,10.0,Wil Lutz kicks extra point good,0.0,0.0,17.0,2023,255
2.0,6:37,,,DEN 35,3.0,10.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,255
2.0,6:37,1.0,10.0,LAC 25,3.0,10.0,Easton Stick pass complete short right to Isaiah Spiller for 8 yards (tackle by Josey Jewell),0.61,1.14,17.0,2023,255
2.0,6:04,2.0,2.0,LAC 33,3.0,10.0,Austin Ekeler left guard for 2 yards (tackle by Mike Purcell),1.14,1.27,17.0,2023,255
2.0,5:19,1.0,10.0,LAC 35,3.0,10.0,"Austin Ekeler for no gain. Penalty on Rashawn Slater: Offensive Holding, 10 yards (accepted) (no play)",1.27,0.61,17.0,2023,255
2.0,4:57,1.0,20.0,LAC 25,3.0,10.0,Easton Stick pass complete short middle to Stone Smartt for 5 yards (tackle by Alex Singleton),0.61,0.05,17.0,2023,255
2.0,4:18,2.0,15.0,LAC 30,3.0,10.0,Easton Stick pass complete short right to Gerald Everett for 4 yards (tackle by Justin Simmons),0.05,-0.1,17.0,2023,255
2.0,3:38,3.0,11.0,LAC 34,3.0,10.0,Easton Stick pass complete short left to Alex Erickson for 10 yards (tackle by Fabian Moreau),-0.1,-0.46,17.0,2023,255
2.0,2:54,4.0,1.0,LAC 44,3.0,10.0,"Nick Niemann aborted snap, recovered by Nick Niemann at LAC-42 and returned for -2 yards Nick Niemann for -2 yards (tackle by Drew Sanders)",-0.46,-2.79,17.0,2023,255
2.0,2:51,1.0,10.0,LAC 42,3.0,10.0,Jarrett Stidham pass incomplete short left,2.79,2.24,17.0,2023,255
2.0,2:44,2.0,10.0,LAC 42,3.0,10.0,Jarrett Stidham pass complete short right to Lucas Krull for 11 yards (tackle by Essang Bassey and Eric Kendricks),2.24,3.51,17.0,2023,255
2.0,2:12,1.0,10.0,LAC 31,3.0,10.0,Jarrett Stidham pass incomplete short middle intended for Phillip Dorsett (defended by Asante Samuel),3.51,2.97,17.0,2023,255
2.0,2:08,2.0,10.0,LAC 31,3.0,10.0,Javonte Williams right guard for 6 yards (tackle by Eric Kendricks and Tuli Tuipulotu),2.97,3.07,17.0,2023,255
2.0,2:00,3.0,4.0,LAC 25,3.0,10.0,Jarrett Stidham pass incomplete short middle intended for Jerry Jeudy (defended by Essang Bassey),3.07,1.88,17.0,2023,255
2.0,1:57,4.0,4.0,LAC 25,3.0,13.0,Wil Lutz 43 yard field goal good,1.88,3.0,17.0,2023,255
2.0,1:53,,,DEN 35,3.0,13.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,255
2.0,1:53,1.0,10.0,LAC 25,3.0,13.0,Easton Stick pass incomplete short left intended for Gerald Everett (defended by P.J. Locke),0.61,0.06,17.0,2023,255
2.0,1:50,2.0,10.0,LAC 25,3.0,13.0,"Easton Stick pass incomplete intended for Alex Erickson Replay Assistant challenged the pass completion ruling, and the original play was overturned. Easton Stick pass complete deep left to Alex Erickson for 16 yards",0.06,1.66,17.0,2023,255
2.0,1:44,1.0,10.0,LAC 41,3.0,13.0,Easton Stick left guard for 8 yards (tackle by Alex Singleton),1.66,2.2,17.0,2023,255
2.0,1:23,2.0,2.0,LAC 49,3.0,13.0,Austin Ekeler up the middle for 3 yards (tackle by Zach Allen and D.J. Jones),2.2,2.39,17.0,2023,255
2.0,1:19,,,,,,Timeout #1 by Los Angeles Chargers,,,17.0,2023,255
2.0,1:19,1.0,10.0,DEN 48,3.0,13.0,Easton Stick pass complete short left to Keelan Doss for 3 yards (tackle by P.J. Locke),2.39,2.25,17.0,2023,255
2.0,1:01,2.0,7.0,DEN 45,3.0,13.0,"Easton Stick pass complete short right to Keelan Doss for no gain (tackle by Ja'Quan McMillian). Penalty on Rashawn Slater: Offensive Holding, 10 yards (accepted) (no play)",2.25,0.9,17.0,2023,255
2.0,0:56,2.0,17.0,LAC 45,3.0,13.0,Easton Stick pass complete short right to Gerald Everett for 3 yards (tackle by Ja'Quan McMillian),0.9,0.63,17.0,2023,255
2.0,0:37,3.0,14.0,LAC 48,3.0,13.0,Easton Stick pass incomplete short left intended for Gerald Everett (defended by Patrick Surtain),0.63,-0.19,17.0,2023,255
2.0,0:31,4.0,14.0,LAC 48,3.0,13.0,"JK Scott punts 37 yards, fair catch by Michael Bandy at DEN-15",-0.19,0.22,17.0,2023,255
2.0,0:24,1.0,10.0,DEN 15,3.0,13.0,Jarrett Stidham pass complete short right to Samaje Perine for 11 yards (tackle by Nick Niemann and Morgan Fox),-0.22,0.67,17.0,2023,255
2.0,0:16,,,,,,Timeout #2 by Denver Broncos,,,17.0,2023,255
2.0,0:16,1.0,10.0,DEN 26,3.0,13.0,Jarrett Stidham pass complete deep right to Jerry Jeudy for 41 yards (tackle by Derwin James),0.67,3.38,17.0,2023,255
2.0,0:08,1.0,10.0,LAC 33,3.0,13.0,Jarrett Stidham pass complete short right to Lucas Krull for 3 yards (tackle by Nick Niemann),3.38,3.24,17.0,2023,255
2.0,0:04,2.0,7.0,LAC 30,3.0,13.0,Wil Lutz 48 yard field goal no good,3.24,1.4,17.0,2023,255
3.0,15:00,,,LAC 35,3.0,13.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,255
3.0,15:00,1.0,10.0,DEN 25,3.0,13.0,Javonte Williams right guard for -3 yards (tackle by Khalil Mack and Tuli Tuipulotu),0.61,-0.34,17.0,2023,255
3.0,14:24,2.0,13.0,DEN 22,3.0,13.0,Jarrett Stidham pass complete short middle to Jaleel McLaughlin for 3 yards (tackle by Eric Kendricks),-0.34,-0.62,17.0,2023,255
3.0,13:43,3.0,10.0,DEN 25,3.0,13.0,Jarrett Stidham pass complete short middle to Lil'Jordan Humphrey for 15 yards (tackle by Essang Bassey),-0.62,1.6,17.0,2023,255
3.0,12:58,1.0,10.0,DEN 40,3.0,13.0,Jaleel McLaughlin right tackle for 3 yards (tackle by Justin Hollins and Derwin James),1.6,1.46,17.0,2023,255
3.0,12:14,2.0,7.0,DEN 43,3.0,13.0,Jarrett Stidham pass complete short left to Jaleel McLaughlin for 5 yards (tackle by Asante Samuel),1.46,1.42,17.0,2023,255
3.0,11:30,3.0,2.0,DEN 48,3.0,13.0,Javonte Williams right guard for -3 yards (tackle by Nick Niemann),1.42,-0.39,17.0,2023,255
3.0,10:56,4.0,5.0,DEN 45,3.0,13.0,Riley Dixon punts 45 yards downed by Nate Adkins,-0.39,0.38,17.0,2023,255
3.0,10:47,1.0,10.0,LAC 10,3.0,13.0,Austin Ekeler right guard for 2 yards (tackle by Zach Allen and D.J. Jones),-0.38,-0.63,17.0,2023,255
3.0,10:12,2.0,8.0,LAC 12,3.0,13.0,"Penalty on P.J. Locke: Neutral Zone Infraction, 5 yards (accepted) (no play)",-0.63,-0.09,17.0,2023,255
3.0,9:59,2.0,3.0,LAC 17,3.0,13.0,Austin Ekeler left tackle for 3 yards (tackle by D.J. Jones),-0.09,0.28,17.0,2023,255
3.0,9:22,1.0,10.0,LAC 20,3.0,13.0,Easton Stick pass incomplete deep middle intended for Keelan Doss,0.28,-0.27,17.0,2023,255
3.0,9:15,2.0,10.0,LAC 20,3.0,13.0,Easton Stick pass complete short left to Gerald Everett for 22 yards (tackle by Justin Simmons),-0.27,1.73,17.0,2023,255
3.0,8:47,1.0,10.0,LAC 42,3.0,13.0,Easton Stick pass complete short left to Stone Smartt for 18 yards (tackle by Josey Jewell),1.73,2.92,17.0,2023,255
3.0,8:23,1.0,10.0,DEN 40,3.0,13.0,Austin Ekeler up the middle for 6 yards (tackle by Ronnie Perkins and Josey Jewell),2.92,3.18,17.0,2023,255
3.0,7:40,2.0,4.0,DEN 34,3.0,13.0,Joshua Kelley right tackle for 1 yard (tackle by Drew Sanders and Alex Singleton),3.18,2.61,17.0,2023,255
3.0,7:05,3.0,3.0,DEN 33,3.0,13.0,Joshua Kelley left guard for 1 yard (tackle by Mike Purcell and Alex Singleton),2.61,1.3,17.0,2023,255
3.0,6:24,4.0,2.0,DEN 32,6.0,13.0,Cameron Dicker 50 yard field goal good,1.3,3.0,17.0,2023,255
3.0,6:20,,,LAC 35,6.0,13.0,"Cameron Dicker kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,255
3.0,6:20,1.0,10.0,DEN 25,6.0,13.0,Javonte Williams left tackle for 3 yards (tackle by Otito Ogbonnia and Eric Kendricks),0.61,0.47,17.0,2023,255
3.0,5:40,2.0,7.0,DEN 28,6.0,13.0,Jarrett Stidham pass complete short middle to Brandon Johnson for 6 yards (tackle by Michael Davis),0.47,0.56,17.0,2023,255
3.0,5:16,3.0,1.0,DEN 34,6.0,13.0,Jarrett Stidham up the middle for no gain (tackle by Derwin James and Daiyan Henley),0.56,-1.11,17.0,2023,255
3.0,4:26,4.0,1.0,DEN 34,6.0,13.0,Javonte Williams left tackle for 1 yard (tackle by Khalil Mack),-1.11,1.27,17.0,2023,255
3.0,3:40,1.0,10.0,DEN 35,6.0,13.0,Javonte Williams right guard for 12 yards (tackle by Daiyan Henley),1.27,2.06,17.0,2023,255
3.0,3:05,1.0,10.0,DEN 47,6.0,13.0,Javonte Williams left guard for 2 yards (tackle by Daiyan Henley and Eric Kendricks),2.06,1.79,17.0,2023,255
3.0,2:31,2.0,8.0,DEN 49,6.0,13.0,Jarrett Stidham pass incomplete deep right intended for Lil'Jordan Humphrey (defended by Alohi Gilman),1.79,1.09,17.0,2023,255
3.0,2:21,3.0,8.0,DEN 49,6.0,13.0,Jarrett Stidham sacked by Derwin James for -3 yards,1.09,-0.32,17.0,2023,255
3.0,1:50,4.0,11.0,DEN 46,6.0,13.0,"Riley Dixon punts 42 yards, fair catch by Derius Davis at LAC-12",-0.32,0.35,17.0,2023,255
3.0,1:44,1.0,10.0,LAC 12,6.0,13.0,Easton Stick pass complete short right to Keelan Doss for 4 yards (tackle by Justin Simmons),-0.35,-0.37,17.0,2023,255
3.0,1:26,2.0,6.0,LAC 16,6.0,13.0,Easton Stick pass complete short right to Keelan Doss for 9 yards (tackle by Ronnie Perkins),-0.37,0.61,17.0,2023,255
3.0,0:50,1.0,10.0,LAC 25,6.0,13.0,Austin Ekeler right guard for 5 yards (tackle by Alex Singleton and Josey Jewell),0.61,0.74,17.0,2023,255
3.0,0:21,2.0,5.0,LAC 30,6.0,13.0,Easton Stick left guard for 8 yards (tackle by Justin Simmons),0.74,1.47,17.0,2023,255
4.0,15:00,1.0,10.0,LAC 38,6.0,13.0,"Austin Ekeler up the middle for no gain. Austin Ekeler fumbles (forced by D.J. Jones), recovered by Josey Jewell at LAC-38 Replay Assistant challenged the fumble ruling, and the play was upheld.",1.47,-3.05,17.0,2023,255
4.0,14:53,1.0,10.0,LAC 38,6.0,13.0,Jaleel McLaughlin right tackle for 2 yards (tackle by Khalil Mack),3.05,2.78,17.0,2023,255
4.0,14:17,2.0,8.0,LAC 36,6.0,13.0,Jarrett Stidham pass complete short right to Brandon Johnson for 5 yards (tackle by Michael Davis),2.78,2.74,17.0,2023,255
4.0,13:39,3.0,3.0,LAC 31,6.0,13.0,Jarrett Stidham scrambles for 2 yards (tackle by Nick Niemann and Khalil Mack),2.74,1.62,17.0,2023,255
4.0,12:50,4.0,1.0,LAC 29,6.0,13.0,"Jarrett Stidham pass incomplete deep right intended for Jerry Jeudy. Penalty on Alohi Gilman: Defensive Pass Interference, 28 yards (accepted) (no play)",1.62,6.97,17.0,2023,255
4.0,12:45,1.0,1.0,LAC 1,6.0,13.0,"Penalty on Quinn Meinerz: False Start, 5 yards (accepted) (no play)",6.97,5.83,17.0,2023,255
4.0,12:45,1.0,6.0,LAC 6,6.0,13.0,"Penalty on Garett Bolles: False Start, 5 yards (accepted) (no play)",5.83,4.77,17.0,2023,255
4.0,12:45,1.0,11.0,LAC 11,6.0,13.0,Jarrett Stidham pass incomplete short left,4.77,4.02,17.0,2023,255
4.0,12:40,2.0,11.0,LAC 11,6.0,13.0,Jarrett Stidham pass complete short right to Brandon Johnson for 10 yards (tackle by Derwin James),4.02,5.17,17.0,2023,255
4.0,12:01,3.0,1.0,LAC 1,6.0,13.0,Javonte Williams left tackle for -1 yards (tackle by Scott Matlock),5.17,3.25,17.0,2023,255
4.0,11:22,,,,,,Timeout #1 by Los Angeles Chargers,,,17.0,2023,255
4.0,11:22,4.0,2.0,LAC 2,6.0,16.0,Wil Lutz 20 yard field goal good,3.25,3.0,17.0,2023,255
4.0,11:19,,,DEN 35,6.0,16.0,"Wil Lutz kicks off 65 yards, touchback.",0.0,0.61,17.0,2023,255
4.0,11:19,1.0,10.0,LAC 25,6.0,16.0,Easton Stick pass complete short left to Alex Erickson for 16 yards (tackle by Fabian Moreau),0.61,1.66,17.0,2023,255
4.0,11:01,1.0,10.0,LAC 41,6.0,16.0,Easton Stick pass incomplete short left intended for Alex Erickson,1.66,1.12,17.0,2023,255
4.0,10:57,2.0,10.0,LAC 41,6.0,16.0,Easton Stick pass incomplete short right intended for Keelan Doss,1.12,0.43,17.0,2023,255
4.0,10:54,3.0,10.0,LAC 41,6.0,16.0,Easton Stick pass complete short right to Alex Erickson for 5 yards (tackle by Justin Simmons),0.43,-0.32,17.0,2023,255
4.0,10:13,4.0,5.0,LAC 46,6.0,16.0,Easton Stick pass complete short right to Quentin Johnston for 5 yards (tackle by Patrick Surtain),-0.32,2.32,17.0,2023,255
4.0,9:32,1.0,10.0,DEN 49,6.0,16.0,Easton Stick pass complete short left to Keelan Doss for 3 yards (tackle by P.J. Locke),2.32,2.19,17.0,2023,255
4.0,8:58,2.0,7.0,DEN 46,6.0,16.0,Austin Ekeler left tackle for 5 yards (tackle by Josey Jewell and Matt Henningsen),2.19,2.15,17.0,2023,255
4.0,8:37,3.0,2.0,DEN 41,6.0,16.0,Easton Stick right guard for 4 yards (tackle by Alex Singleton),2.15,3.12,17.0,2023,255
4.0,8:18,1.0,10.0,DEN 37,6.0,16.0,Easton Stick pass complete short left to Austin Ekeler for 4 yards (tackle by Alex Singleton and P.J. Locke),3.12,3.11,17.0,2023,255
4.0,7:42,2.0,6.0,DEN 33,6.0,16.0,Isaiah Spiller left tackle for -1 yards (tackle by Nik Bonitto and Josey Jewell),3.11,2.28,17.0,2023,255
4.0,7:00,3.0,7.0,DEN 34,6.0,16.0,Easton Stick pass complete short left to Isaiah Spiller for 2 yards (tackle by Drew Sanders),2.28,1.26,17.0,2023,255
4.0,6:23,4.0,5.0,DEN 32,6.0,16.0,Cameron Dicker 50 yard field goal no good blocked by Zach Allen,1.26,-1.6,17.0,2023,255
4.0,6:19,1.0,10.0,DEN 40,6.0,16.0,Javonte Williams right guard for no gain (tackle by Eric Kendricks and Khalil Mack),1.6,1.05,17.0,2023,255
4.0,5:36,2.0,10.0,DEN 40,6.0,16.0,Jarrett Stidham pass complete short right to Javonte Williams for 9 yards (tackle by Nick Niemann),1.05,1.55,17.0,2023,255
4.0,4:54,3.0,1.0,DEN 49,6.0,16.0,Javonte Williams right tackle for 1 yard (tackle by Austin Johnson and Michael Davis),1.55,2.26,17.0,2023,255
4.0,4:48,,,,,,Timeout #2 by Los Angeles Chargers,,,17.0,2023,255
4.0,4:48,1.0,10.0,DEN 50,6.0,16.0,Javonte Williams up the middle for 2 yards (tackle by Otito Ogbonnia),2.26,1.98,17.0,2023,255
4.0,4:44,,,,,,Timeout #3 by Los Angeles Chargers,,,17.0,2023,255
4.0,4:44,2.0,8.0,LAC 48,6.0,16.0,Samaje Perine left tackle for 1 yard (tackle by Khalil Mack),1.98,1.42,17.0,2023,255
4.0,3:59,3.0,7.0,LAC 47,6.0,16.0,"Jarrett Stidham pass complete short left to Jerry Jeudy for 6 yards (tackle by Alohi Gilman). Penalty on Garett Bolles: Offensive Holding, 10 yards (accepted)",1.42,0.89,17.0,2023,255
4.0,3:52,3.0,11.0,DEN 49,6.0,16.0,Samaje Perine right guard for 2 yards (tackle by Tuli Tuipulotu and Nick Niemann),0.89,0.0,17.0,2023,255
4.0,3:06,,,,,,Timeout #1 by Denver Broncos,,,17.0,2023,255
4.0,3:06,4.0,9.0,LAC 49,6.0,16.0,"Riley Dixon punts 49 yards, touchback.",0.0,-0.28,17.0,2023,255
4.0,2:59,1.0,10.0,LAC 20,6.0,16.0,Easton Stick pass complete short left to Gerald Everett for 2 yards (tackle by Ja'Quan McMillian),0.28,0.0,17.0,2023,255
4.0,2:38,2.0,8.0,LAC 22,6.0,16.0,Easton Stick pass complete short middle to Quentin Johnston for 15 yards (tackle by Patrick Surtain and Alex Singleton),0.0,1.4,17.0,2023,255
4.0,2:18,1.0,10.0,LAC 37,6.0,16.0,Easton Stick pass incomplete short left intended for Quentin Johnston,1.4,0.86,17.0,2023,255
4.0,2:12,2.0,10.0,LAC 37,6.0,16.0,Easton Stick pass complete short middle to Quentin Johnston for 9 yards (tackle by P.J. Locke),0.86,1.36,17.0,2023,255
4.0,2:00,3.0,1.0,LAC 46,6.0,16.0,"Easton Stick pass incomplete intended for Alex Erickson. Penalty on Ja'Quan McMillian: Defensive Pass Interference, 9 yards (accepted) (no play)",1.36,2.59,17.0,2023,255
4.0,1:56,1.0,10.0,DEN 45,6.0,16.0,Easton Stick right end for 2 yards (tackle by Patrick Surtain),2.59,2.31,17.0,2023,255
4.0,1:40,2.0,8.0,DEN 43,6.0,16.0,Easton Stick pass incomplete deep left intended for Gerald Everett,2.31,1.62,17.0,2023,255
4.0,1:35,3.0,8.0,DEN 43,6.0,16.0,Easton Stick pass complete short left to Alex Erickson for 9 yards (tackle by Fabian Moreau),1.62,3.31,17.0,2023,255
4.0,1:22,1.0,10.0,DEN 34,6.0,16.0,Easton Stick spiked the ball,3.31,2.77,17.0,2023,255
