Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Jake Browning,CIN,7,32,1,8,17.0,2023,254
Joe Mixon,CIN,21,65,0,14,17.0,2023,254
Chase Brown,CIN,3,5,0,3,17.0,2023,254
Trayveon Williams,CIN,1,2,0,2,17.0,2023,254
Ja'Marr Chase,CIN,0,0,0,0,17.0,2023,254
Tanner Hudson,CIN,0,0,0,0,17.0,2023,254
Tyler Boyd,CIN,0,0,0,0,17.0,2023,254
Drew Sample,CIN,0,0,0,0,17.0,2023,254
Tee Higgins,CIN,0,0,0,0,17.0,2023,254
Trenton Irwin,CIN,0,0,0,0,17.0,2023,254
Mitchell Wilcox,CIN,0,0,0,0,17.0,2023,254
Patrick Mahomes,KAN,4,2,0,2,17.0,2023,254
Isiah Pacheco,KAN,18,130,0,37,17.0,2023,254
Rashee Rice,KAN,0,0,0,0,17.0,2023,254
Justin Watson,KAN,0,0,0,0,17.0,2023,254
Noah Gray,KAN,0,0,0,0,17.0,2023,254
Travis Kelce,KAN,0,0,0,0,17.0,2023,254
Richie James,KAN,0,0,0,0,17.0,2023,254
Marquez Valdes-Scantling,KAN,0,0,0,0,17.0,2023,254
