Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Browns,17.0,3.15,4.73,-2.31,-16.3,7.73,7.58,-1.95,7.15,3.99,0.2,2.44,1.7,-1.86,1.51,17.0,2023,241
Jets,-17.0,-7.73,-7.58,1.95,-7.15,-3.15,-4.73,2.31,16.3,-3.99,-2.44,-0.2,1.86,-1.7,-1.51,17.0,2023,241
