Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Kyler Murray,ARI,5,24,0,14,17.0,2023,247
James Conner,ARI,26,128,1,22,17.0,2023,247
Michael Carter,ARI,7,61,0,21,17.0,2023,247
Rondale Moore,ARI,2,8,0,6,17.0,2023,247
Greg Dortch,ARI,0,0,0,0,17.0,2023,247
Trey McBride,ARI,0,0,0,0,17.0,2023,247
Michael Wilson,ARI,0,0,0,0,17.0,2023,247
Elijah Higgins,ARI,0,0,0,0,17.0,2023,247
Emari Demercado,ARI,0,0,0,0,17.0,2023,247
Jalen Hurts,PHI,8,25,0,13,17.0,2023,247
Kenneth Gainwell,PHI,2,5,0,3,17.0,2023,247
D'Andre Swift,PHI,13,61,0,16,17.0,2023,247
A.J. Brown,PHI,0,0,0,0,17.0,2023,247
Dallas Goedert,PHI,0,0,0,0,17.0,2023,247
Julio Jones,PHI,0,0,0,0,17.0,2023,247
DeVonta Smith,PHI,0,0,0,0,17.0,2023,247
