Player,Pos,home_team,team,week,year,game_id
Sam Howell,QB,1,Commanders,17.0,2023,252
Brian Robinson Jr.,RB,1,Commanders,17.0,2023,252
Jahan Dotson,WR,1,Commanders,17.0,2023,252
Curtis Samuel,WR,1,Commanders,17.0,2023,252
Terry McLaurin,WR,1,Commanders,17.0,2023,252
Logan Thomas,TE,1,Commanders,17.0,2023,252
Saahdiq Charles,OL,1,Commanders,17.0,2023,252
Samuel Cosmi,T,1,Commanders,17.0,2023,252
Trenton Scott,T,1,Commanders,17.0,2023,252
Cornelius Lucas,T,1,Commanders,17.0,2023,252
Nick Gates,C,1,Commanders,17.0,2023,252
Casey Toohill,DE,1,Commanders,17.0,2023,252
James Smith-Williams,DE,1,Commanders,17.0,2023,252
Daron Payne,DT,1,Commanders,17.0,2023,252
Jonathan Allen,DT,1,Commanders,17.0,2023,252
David Mayo,LB,1,Commanders,17.0,2023,252
Khaleke Hudson,LB,1,Commanders,17.0,2023,252
Cody Barton,LB,1,Commanders,17.0,2023,252
Emmanuel Forbes,CB,1,Commanders,17.0,2023,252
Tariq Castro-Fields,CB,1,Commanders,17.0,2023,252
Quan Martin,DB,1,Commanders,17.0,2023,252
Kamren Curl,S,1,Commanders,17.0,2023,252
