Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Mason Rudolph,PIT,0,0,0,0,0,17.0,2023,253
Najee Harris,PIT,0,0,0,0,0,17.0,2023,253
Jaylen Warren,PIT,4,4,23,0,10,17.0,2023,253
George Pickens,PIT,9,7,131,0,37,17.0,2023,253
Diontae Johnson,PIT,4,4,76,0,42,17.0,2023,253
Pat Freiermuth,PIT,4,3,44,0,25,17.0,2023,253
Geno Smith,SEA,0,0,0,0,0,17.0,2023,253
Kenneth Walker III,SEA,3,3,22,0,11,17.0,2023,253
Zach Charbonnet,SEA,5,5,39,0,15,17.0,2023,253
D.K. Metcalf,SEA,8,5,106,0,33,17.0,2023,253
Noah Fant,SEA,6,5,59,0,21,17.0,2023,253
Colby Parkinson,SEA,3,2,38,0,20,17.0,2023,253
Jaxon Smith-Njigba,SEA,2,1,12,1,12,17.0,2023,253
Tyler Lockett,SEA,5,1,10,0,10,17.0,2023,253
Jake Bobo,SEA,1,1,4,0,4,17.0,2023,253
