Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Rashad Fenton,,,3,2,66.7%,13.0,6.5,4.3,1.0,115.3,14.0,8.0,5.0,0,0,0,,0,,0,,17.0,2023,247
Trevor Nowaske,,,0,0,,,,,,,,,,0,0,0,,0,,1,,17.0,2023,247
Starling Thomas,ARI,0.0,6,5,83.3%,53.0,10.6,8.8,1.0,143.1,12.2,34.0,19.0,0,0,0,0.0,0,5.0,0,0.0%,17.0,2023,247
Antonio Hamilton,ARI,0.0,6,4,66.7%,42.0,10.5,7.0,1.0,126.4,12.2,32.0,10.0,0,0,0,0.0,0,7.0,0,0.0%,17.0,2023,247
Krys Barnes,ARI,0.0,3,3,100.0%,25.0,8.3,8.3,0.0,101.4,4.0,12.0,13.0,2,0,1,0.0,1,7.0,0,0.0%,17.0,2023,247
BJ Ojulari,ARI,0.0,2,2,100.0%,5.0,2.5,2.5,0.0,79.2,0.0,0.0,5.0,1,0,0,0.0,0,5.0,0,0.0%,17.0,2023,247
Victor Dimukeje,ARI,0.0,1,1,100.0%,6.0,6.0,6.0,0.0,91.7,6.0,6.0,0.0,0,0,1,0.0,1,3.0,0,0.0%,17.0,2023,247
Garrett Williams,ARI,0.0,1,1,100.0%,23.0,23.0,23.0,0.0,118.7,2.0,2.0,21.0,0,0,0,0.0,0,0.0,0,,17.0,2023,247
Andre Chachere,ARI,0.0,1,1,100.0%,17.0,17.0,17.0,0.0,118.7,17.0,17.0,0.0,0,0,0,0.0,0,2.0,0,0.0%,17.0,2023,247
Zaven Collins,ARI,0.0,0,0,,,,,,,,,,4,1,0,0.0,1,1.0,0,0.0%,17.0,2023,247
Dennis Gardeck,ARI,0.0,0,0,,,,,,,,,,1,1,0,0.0,1,1.0,1,50.0%,17.0,2023,247
Owen Pappoe,ARI,0.0,0,0,,,,,,,,,,3,0,0,0.0,0,2.0,0,0.0%,17.0,2023,247
Budda Baker,ARI,0.0,0,0,,,,,,,,,,1,0,0,0.0,0,4.0,1,20.0%,17.0,2023,247
Jalen Thompson,ARI,0.0,0,0,,,,,,,,,,2,0,0,0.0,0,3.0,0,0.0%,17.0,2023,247
Avonte Maddox,PHI,0.0,4,4,100.0%,86.0,21.5,21.5,0.0,118.7,9.0,36.0,50.0,0,0,0,0.0,0,3.0,1,25.0%,17.0,2023,247
Nicholas Morrow,PHI,0.0,4,4,100.0%,38.0,9.5,9.5,1.0,145.8,5.3,21.0,17.0,1,0,0,0.0,0,14.0,0,0.0%,17.0,2023,247
Shaquille Leonard,PHI,0.0,4,3,75.0%,18.0,6.0,4.5,1.0,122.9,-1.0,0.0,18.0,3,0,0,0.0,0,5.0,2,28.6%,17.0,2023,247
Haason Reddick,PHI,0.0,3,3,100.0%,26.0,8.7,8.7,0.0,102.8,6.0,18.0,8.0,3,0,0,0.0,0,1.0,0,0.0%,17.0,2023,247
Eli Ricks,PHI,0.0,4,3,75.0%,27.0,9.0,6.8,0.0,92.7,6.5,21.0,6.0,0,0,0,0.0,0,3.0,1,25.0%,17.0,2023,247
Kevin Byard,PHI,0.0,2,2,100.0%,10.0,5.0,5.0,0.0,87.5,3.0,6.0,4.0,1,0,0,0.0,0,11.0,1,8.3%,17.0,2023,247
Sydney Brown,PHI,1.0,3,2,66.7%,9.0,4.5,3.0,0.0,30.6,8.0,1.0,8.0,1,0,0,0.0,0,5.0,0,0.0%,17.0,2023,247
Reed Blankenship,PHI,0.0,3,2,66.7%,8.0,4.0,2.7,0.0,70.1,2.0,6.0,2.0,0,0,0,0.0,0,11.0,2,15.4%,17.0,2023,247
Kelee Ringo,PHI,0.0,1,1,100.0%,5.0,5.0,5.0,1.0,127.1,5.0,5.0,0.0,0,0,0,0.0,0,5.0,0,0.0%,17.0,2023,247
Ben VanSumeren,PHI,0.0,1,1,100.0%,5.0,5.0,5.0,0.0,87.5,3.0,3.0,2.0,0,0,0,0.0,0,4.0,1,20.0%,17.0,2023,247
Fletcher Cox,PHI,0.0,0,0,,,,,,,,,,0,2,0,0.0,2,3.0,0,0.0%,17.0,2023,247
Josh Sweat,PHI,0.0,0,0,,,,,,,,,,1,1,1,0.0,2,6.0,2,25.0%,17.0,2023,247
Milton Williams,PHI,0.0,0,0,,,,,,,,,,0,1,1,0.0,2,4.0,2,33.3%,17.0,2023,247
Brandon Graham,PHI,0.0,0,0,,,,,,,,,,0,1,0,0.0,1,4.0,1,20.0%,17.0,2023,247
Jordan Davis,PHI,0.0,0,0,,,,,,,,,,0,1,0,0.0,1,1.0,1,50.0%,17.0,2023,247
Jalen Carter,PHI,0.0,0,0,,,,,,,,,,0,0,0,1.0,1,1.0,0,0.0%,17.0,2023,247
Nolan Smith,PHI,0.0,0,0,,,,,,,,,,2,0,0,0.0,0,3.0,1,25.0%,17.0,2023,247
James Bradberry,PHI,0.0,2,0,0.0%,,,0.0,,39.6,1.0,,,1,0,0,0.0,0,1.0,1,50.0%,17.0,2023,247
