0,1,week,year,game_id
Won Toss,Colts (deferred),12.0,2023,172
Roof,retractable roof (closed),12.0,2023,172
Surface,fieldturf,12.0,2023,172
Duration,2:57,12.0,2023,172
Attendance,64407,12.0,2023,172
Vegas Line,Indianapolis Colts -2.5,12.0,2023,172
Over/Under,45.5 (over),12.0,2023,172
