Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Mac Jones,NWE,0,0,0,0,0,12.0,2023,174
Bailey Zappe,NWE,0,0,0,0,0,12.0,2023,174
Rhamondre Stevenson,NWE,5,5,9,0,7,12.0,2023,174
Ezekiel Elliott,NWE,2,2,6,0,5,12.0,2023,174
Tyquan Thornton,NWE,5,2,19,0,15,12.0,2023,174
Demario Douglas,NWE,9,6,49,0,14,12.0,2023,174
DeVante Parker,NWE,5,3,42,0,19,12.0,2023,174
JuJu Smith-Schuster,NWE,4,2,10,0,5,12.0,2023,174
Kayshon Boutte,NWE,2,1,8,0,8,12.0,2023,174
Mike Gesicki,NWE,2,0,0,0,0,12.0,2023,174
Ty Montgomery,NWE,1,0,0,0,0,12.0,2023,174
Tommy DeVito,NYG,0,0,0,0,0,12.0,2023,174
Saquon Barkley,NYG,3,1,6,0,6,12.0,2023,174
Matt Breida,NYG,1,1,10,0,10,12.0,2023,174
Jalin Hyatt,NYG,6,5,109,0,41,12.0,2023,174
Wan'Dale Robinson,NYG,5,4,26,0,11,12.0,2023,174
Darius Slayton,NYG,3,2,16,0,9,12.0,2023,174
Isaiah Hodgins,NYG,1,1,12,1,12,12.0,2023,174
Daniel Bellinger,NYG,1,1,8,0,8,12.0,2023,174
Sterling Shepard,NYG,3,1,6,0,6,12.0,2023,174
Parris Campbell,NYG,1,1,-2,0,-2,12.0,2023,174
