Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Miles Sanders,CAR,15,28,0,4.0,0,0.0,28,1.9,2,7.5,12.0,2023,170
Chuba Hubbard,CAR,14,45,1,2.0,19,1.4,26,1.9,0,,12.0,2023,170
Bryce Young,CAR,3,23,0,2.0,12,4.0,11,3.7,2,1.5,12.0,2023,170
Derrick Henry,TEN,18,76,2,6.0,9,0.5,67,3.7,5,3.6,12.0,2023,170
Will Levis,TEN,3,-3,0,0.0,-3,-1.0,0,0.0,0,,12.0,2023,170
Tyjae Spears,TEN,2,6,0,,-1,-0.5,7,3.5,1,2.0,12.0,2023,170
Chris Moore,TEN,1,1,0,0.0,1,1.0,0,0.0,0,,12.0,2023,170
