Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Dorian Thompson-Robinson,CLE,1,0,12.0,2023,175
P.J. Walker,CLE,2,1,12.0,2023,175
Jerome Ford,CLE,0,0,12.0,2023,175
Kareem Hunt,CLE,0,0,12.0,2023,175
David Njoku,CLE,0,0,12.0,2023,175
Cedric Tillman,CLE,0,0,12.0,2023,175
Elijah Moore,CLE,1,1,12.0,2023,175
Amari Cooper,CLE,0,0,12.0,2023,175
Harrison Bryant,CLE,1,1,12.0,2023,175
David Bell,CLE,0,0,12.0,2023,175
Russell Wilson,DEN,2,1,12.0,2023,175
Javonte Williams,DEN,0,0,12.0,2023,175
Samaje Perine,DEN,0,0,12.0,2023,175
Marvin Mims,DEN,0,0,12.0,2023,175
Jaleel McLaughlin,DEN,0,0,12.0,2023,175
Courtland Sutton,DEN,0,0,12.0,2023,175
Lil'Jordan Humphrey,DEN,0,0,12.0,2023,175
Jerry Jeudy,DEN,0,0,12.0,2023,175
Adam Trautman,DEN,0,0,12.0,2023,175
