Player,Pos,home_team,team,week,year,game_id
Gardner Minshew II,QB,1,Colts,12.0,2023,172
Jonathan Taylor,RB,1,Colts,12.0,2023,172
Michael Pittman Jr.,WR,1,Colts,12.0,2023,172
Alec Pierce,WR,1,Colts,12.0,2023,172
Josh Downs,WR,1,Colts,12.0,2023,172
Will Mallory,TE,1,Colts,12.0,2023,172
Will Fries,OL,1,Colts,12.0,2023,172
Bernhard Raimann,T,1,Colts,12.0,2023,172
Braden Smith,T,1,Colts,12.0,2023,172
Quenton Nelson,G,1,Colts,12.0,2023,172
Wesley French,C,1,Colts,12.0,2023,172
Samson Ebukam,DE,1,Colts,12.0,2023,172
Kwity Paye,DE,1,Colts,12.0,2023,172
DeForest Buckner,DT,1,Colts,12.0,2023,172
Taven Bryan,DT,1,Colts,12.0,2023,172
Zaire Franklin,LB,1,Colts,12.0,2023,172
E.J. Speed,LB,1,Colts,12.0,2023,172
Jaylon Jones,CB,1,Colts,12.0,2023,172
Kenny Moore,CB,1,Colts,12.0,2023,172
Darrell Baker,CB,1,Colts,12.0,2023,172
Rodney Thomas II,S,1,Colts,12.0,2023,172
Julian Blackmon,S,1,Colts,12.0,2023,172
