Player,Tm,Fumbles Fmb,Fumbles FL,week,year,game_id
Bryce Young,CAR,1,1,12.0,2023,170
Chuba Hubbard,CAR,0,0,12.0,2023,170
Miles Sanders,CAR,0,0,12.0,2023,170
Jonathan Mingo,CAR,0,0,12.0,2023,170
DJ Chark,CAR,0,0,12.0,2023,170
Ihmir Smith-Marsette,CAR,0,0,12.0,2023,170
Stephen Sullivan,CAR,0,0,12.0,2023,170
Ian Thomas,CAR,0,0,12.0,2023,170
Laviska Shenault Jr.,CAR,0,0,12.0,2023,170
Tommy Tremble,CAR,0,0,12.0,2023,170
Adam Thielen,CAR,0,0,12.0,2023,170
Will Levis,TEN,0,0,12.0,2023,170
Derrick Henry,TEN,0,0,12.0,2023,170
Tyjae Spears,TEN,0,0,12.0,2023,170
Chris Moore,TEN,0,0,12.0,2023,170
DeAndre Hopkins,TEN,0,0,12.0,2023,170
Chigoziem Okonkwo,TEN,0,0,12.0,2023,170
Nick Westbrook-Ikhine,TEN,0,0,12.0,2023,170
Josh Whyle,TEN,0,0,12.0,2023,170
Kyle Philips,TEN,0,0,12.0,2023,170
