Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Brian Robinson Jr.,WAS,15,53,0,2,38,2.5,15,1.0,0,,12.0,2023,166
Antonio Gibson,WAS,6,21,0,2,9,1.5,12,2.0,0,,12.0,2023,166
Chris Rodriguez,WAS,4,21,0,1,11,2.8,10,2.5,1,4.0,12.0,2023,166
Sam Howell,WAS,2,13,1,2,12,6.0,1,0.5,0,,12.0,2023,166
Tony Pollard,DAL,13,79,1,3,48,3.7,31,2.4,1,13.0,12.0,2023,166
Rico Dowdle,DAL,3,11,0,1,9,3.0,2,0.7,0,,12.0,2023,166
CeeDee Lamb,DAL,1,0,0,0,0,0.0,0,0.0,0,,12.0,2023,166
Dak Prescott,DAL,1,10,0,1,10,10.0,0,0.0,0,,12.0,2023,166
