Player,Pos,home_team,team,week,year,game_id
Kenny Pickett,QB,0,Steelers,12.0,2023,171
Najee Harris,RB,0,Steelers,12.0,2023,171
Allen Robinson,WR,0,Steelers,12.0,2023,171
Diontae Johnson,WR,0,Steelers,12.0,2023,171
George Pickens,WR,0,Steelers,12.0,2023,171
Pat Freiermuth,TE,0,Steelers,12.0,2023,171
James Daniels,OL,0,Steelers,12.0,2023,171
Broderick Jones,T,0,Steelers,12.0,2023,171
Dan Moore,T,0,Steelers,12.0,2023,171
Isaac Seumalo,G,0,Steelers,12.0,2023,171
Mason Cole,C,0,Steelers,12.0,2023,171
Keeanu Benton,DL,0,Steelers,12.0,2023,171
Larry Ogunjobi,DT,0,Steelers,12.0,2023,171
Cameron Heyward,DT,0,Steelers,12.0,2023,171
Alex Highsmith,LB,0,Steelers,12.0,2023,171
Elandon Roberts,LB,0,Steelers,12.0,2023,171
Mykal Walker,LB,0,Steelers,12.0,2023,171
T.J. Watt,LB,0,Steelers,12.0,2023,171
Joey Porter Jr.,CB,0,Steelers,12.0,2023,171
Miles Killebrew,DB,0,Steelers,12.0,2023,171
Trenton Thompson,DB,0,Steelers,12.0,2023,171
Damontae Kazee,S,0,Steelers,12.0,2023,171
