Quarter,Time,Down,ToGo,Location,NOR,ATL,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Falcons won the coin toss and deferred, Saints to receive the opening kickoff.",,,12.0,2023,169
1.0,15:00,,,ATL 35,0.0,0.0,"Bradley Pinion kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,169
1.0,15:00,1.0,10.0,NOR 25,0.0,0.0,Alvin Kamara left end for -2 yards (tackle by Kaden Elliss),0.61,-0.21,12.0,2023,169
1.0,14:33,2.0,12.0,NOR 23,0.0,0.0,Alvin Kamara left guard for 4 yards (tackle by Mike Hughes and Jessie Bates),-0.21,-0.36,12.0,2023,169
1.0,14:00,3.0,8.0,NOR 27,0.0,0.0,Derek Carr pass complete short left to Chris Olave for 1 yard (tackle by Jessie Bates),-0.36,-1.5,12.0,2023,169
1.0,13:14,4.0,7.0,NOR 28,0.0,0.0,"Lou Hedley punts 46 yards, returned by DeAundre Alford for 9 yards (tackle by J.T. Gray and Adam Prentice)",-1.5,-1.27,12.0,2023,169
1.0,13:02,1.0,10.0,ATL 35,0.0,0.0,Desmond Ridder pass incomplete short left intended for Bijan Robinson,1.27,0.72,12.0,2023,169
1.0,12:58,2.0,10.0,ATL 35,0.0,0.0,Bijan Robinson left tackle for 5 yards (tackle by Alontae Taylor and Marcus Maye),0.72,0.7,12.0,2023,169
1.0,12:24,3.0,5.0,ATL 40,0.0,0.0,Desmond Ridder pass incomplete short right intended for Drake London,0.7,-0.72,12.0,2023,169
1.0,12:19,4.0,5.0,ATL 40,0.0,0.0,"Penalty on Liam McCullough: False Start, 5 yards (accepted) (no play)",-0.72,-1.04,12.0,2023,169
1.0,12:19,4.0,10.0,ATL 35,0.0,0.0,"Bradley Pinion punts 55 yards, returned by Rashid Shaheed for 6 yards (tackle by KhaDarel Hodge)",-1.04,0.14,12.0,2023,169
1.0,12:08,1.0,10.0,NOR 16,0.0,0.0,"Derek Carr pass complete deep left to Chris Olave for 51 yards (tackle by DeMarcco Hellams) Penalty on ATL: Illegal Contact, 5 yards (declined)",-0.14,3.38,12.0,2023,169
1.0,11:50,1.0,10.0,ATL 33,0.0,0.0,Taysom Hill right guard for 5 yards (tackle by Kaden Elliss and Zach Harrison),3.38,3.58,12.0,2023,169
1.0,11:23,2.0,4.0,ATL 28,0.0,0.0,Derek Carr pass complete short left to Rashid Shaheed for 5 yards (tackle by Jeff Okudah),3.58,4.04,12.0,2023,169
1.0,10:48,1.0,10.0,ATL 23,0.0,0.0,Alvin Kamara left guard for -1 yards (tackle by Kaden Elliss and Nathan Landman),4.04,3.36,12.0,2023,169
1.0,10:12,2.0,11.0,ATL 24,0.0,0.0,Derek Carr pass complete short right to Chris Olave for 6 yards (tackle by Jeff Okudah),3.36,3.49,12.0,2023,169
1.0,9:35,3.0,5.0,ATL 18,0.0,0.0,Alvin Kamara left end for 8 yards (tackle by Calais Campbell and Jessie Bates),3.49,4.91,12.0,2023,169
1.0,8:55,1.0,10.0,ATL 10,0.0,0.0,Jamaal Williams right guard for 3 yards (tackle by Kentavius Street and DeMarcco Hellams),4.91,4.76,12.0,2023,169
1.0,8:24,2.0,7.0,ATL 7,0.0,0.0,Derek Carr pass incomplete short middle intended for Rashid Shaheed,4.76,3.81,12.0,2023,169
1.0,8:17,3.0,7.0,ATL 7,0.0,0.0,Derek Carr pass incomplete short right intended for A.T. Perry,3.81,2.97,12.0,2023,169
1.0,8:14,4.0,7.0,ATL 7,3.0,0.0,Blake Grupe 25 yard field goal good,2.97,3.0,12.0,2023,169
1.0,8:10,,,NOR 35,3.0,0.0,"Blake Grupe kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,169
1.0,8:10,1.0,10.0,ATL 25,3.0,0.0,Bijan Robinson right end for 5 yards (tackle by Pete Werner),0.61,0.74,12.0,2023,169
1.0,7:38,2.0,5.0,ATL 30,3.0,0.0,Bijan Robinson left end for 6 yards (tackle by Demario Davis and Carl Granderson),0.74,1.33,12.0,2023,169
1.0,7:08,1.0,10.0,ATL 36,3.0,0.0,Desmond Ridder pass complete deep left to Drake London for 25 yards (tackle by Pete Werner),1.33,2.98,12.0,2023,169
1.0,6:32,1.0,10.0,NOR 39,3.0,0.0,Bijan Robinson right tackle for 3 yards (tackle by Malcolm Roach and Bryan Bresee),2.98,2.85,12.0,2023,169
1.0,5:55,2.0,7.0,NOR 36,3.0,0.0,Desmond Ridder pass incomplete short right,2.85,2.15,12.0,2023,169
1.0,5:46,3.0,7.0,NOR 36,3.0,0.0,Cordarrelle Patterson left tackle for 5 yards (tackle by Pete Werner),2.15,1.4,12.0,2023,169
1.0,5:09,4.0,2.0,NOR 31,3.0,0.0,Desmond Ridder right end for -1 yards (tackle by Marcus Maye and Pete Werner),1.4,-1.07,12.0,2023,169
1.0,5:03,1.0,10.0,NOR 32,3.0,0.0,Derek Carr pass complete deep left to Juwan Johnson for 23 yards (tackle by Jeff Okudah),1.07,2.59,12.0,2023,169
1.0,4:21,1.0,10.0,ATL 45,3.0,0.0,"Taysom Hill right end for no gain (tackle by Jessie Bates). Penalty on Foster Moreau: Offensive Holding, 10 yards (accepted) (no play)",2.59,1.93,12.0,2023,169
