Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Cardinals won the coin toss and deferred, Rams to receive the opening kickoff.",,,12.0,2023,176
1.0,15:00,,,ARI 35,0.0,0.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,176
1.0,15:00,1.0,10.0,LAR 25,0.0,0.0,Matthew Stafford pass incomplete short left intended for Cooper Kupp,0.61,0.06,12.0,2023,176
1.0,14:56,2.0,10.0,LAR 25,0.0,0.0,Kyren Williams up the middle for 2 yards (tackle by Zaven Collins),0.06,-0.36,12.0,2023,176
1.0,14:26,3.0,8.0,LAR 27,0.0,0.0,Matthew Stafford pass complete deep right to Tutu Atwell for 42 yards (tackle by Starling Thomas),-0.36,3.51,12.0,2023,176
1.0,13:48,1.0,10.0,ARI 31,0.0,0.0,Kyren Williams left end for 2 yards (tackle by Roy Lopez and Jonathan Ledbetter),3.51,3.24,12.0,2023,176
1.0,13:22,2.0,8.0,ARI 29,0.0,0.0,Matthew Stafford pass incomplete deep left intended for Cooper Kupp,3.24,2.54,12.0,2023,176
1.0,13:17,3.0,8.0,ARI 29,0.0,0.0,Matthew Stafford pass complete short right to Puka Nacua for 7 yards (tackle by Budda Baker and Jalen Thompson),2.54,2.14,12.0,2023,176
1.0,12:35,4.0,1.0,ARI 22,0.0,0.0,Kyren Williams right tackle for 8 yards (tackle by BJ Ojulari and Owen Pappoe),2.14,4.65,12.0,2023,176
1.0,11:50,1.0,10.0,ARI 14,0.0,0.0,Matthew Stafford pass complete short left to Cooper Kupp for 7 yards (tackle by Garrett Williams),4.65,5.28,12.0,2023,176
1.0,11:23,2.0,3.0,ARI 7,6.0,0.0,"Matthew Stafford pass complete short left to Tyler Higbee for 7 yards, touchdown",5.28,7.0,12.0,2023,176
1.0,11:18,,,ARI 15,7.0,0.0,Lucas Havrisik kicks extra point good,0.0,0.0,12.0,2023,176
1.0,11:18,,,LAR 35,7.0,0.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,176
1.0,11:18,1.0,10.0,ARI 25,7.0,0.0,James Conner right tackle for 3 yards (tackle by Michael Hoecht and Ernest Jones),0.61,0.47,12.0,2023,176
1.0,10:41,2.0,7.0,ARI 28,7.0,0.0,Kyler Murray pass complete short left to James Conner for 8 yards (tackle by Cobie Durant and Ernest Jones),0.47,1.33,12.0,2023,176
1.0,10:02,1.0,10.0,ARI 36,7.0,0.0,James Conner right end for 4 yards (tackle by Troy Reeder),1.33,1.33,12.0,2023,176
1.0,9:31,2.0,6.0,ARI 40,7.0,0.0,Kyler Murray pass complete short left to James Conner for -1 yards (tackle by Byron Young),1.33,0.5,12.0,2023,176
1.0,8:50,3.0,7.0,ARI 39,7.0,0.0,Kyler Murray pass complete short middle to Marquise Brown for 17 yards (tackle by Ahkello Witherspoon),0.5,2.65,12.0,2023,176
1.0,8:12,1.0,10.0,LAR 44,7.0,0.0,Kyler Murray pass complete short left to Trey McBride for 12 yards (tackle by Troy Reeder),2.65,3.45,12.0,2023,176
1.0,7:29,1.0,10.0,LAR 32,7.0,0.0,Kyler Murray pass complete short right to Greg Dortch for 14 yards (tackle by Derion Kendrick),3.45,4.37,12.0,2023,176
1.0,6:49,1.0,10.0,LAR 18,7.0,0.0,Kyler Murray pass incomplete deep right intended for James Conner,4.37,3.8,12.0,2023,176
1.0,6:44,2.0,10.0,LAR 18,7.0,0.0,James Conner right end for 14 yards (tackle by John Johnson and Jonah Williams),3.8,6.28,12.0,2023,176
1.0,5:59,1.0,4.0,LAR 4,7.0,0.0,"Kyler Murray sacked by Michael Hoecht for no gain. Penalty on Ernest Jones: Defensive Holding, 2 yards (accepted) (no play)",6.28,6.74,12.0,2023,176
1.0,5:41,1.0,2.0,LAR 2,7.0,0.0,Kyler Murray pass incomplete short right intended for Trey McBride (defended by Ernest Jones),6.74,5.72,12.0,2023,176
1.0,5:37,2.0,2.0,LAR 2,7.0,0.0,James Conner up the middle for no gain (tackle by Ernest Jones and Kobie Turner),5.72,4.95,12.0,2023,176
1.0,4:54,3.0,2.0,LAR 2,7.0,6.0,"Kyler Murray right end for 2 yards, touchdown",4.95,7.0,12.0,2023,176
1.0,4:50,,,LAR 15,7.0,6.0,"Matt Prater kicks extra point good. Penalty on Kobie Turner: Illegal Formation, 1 yard (accepted) (no play)",0.0,1.0,12.0,2023,176
1.0,4:50,,,LAR 1,7.0,8.0,"Two Point Attempt: Clayton Tune rushes, conversion succeeds.",1.0,1.0,12.0,2023,176
1.0,4:50,,,ARI 35,7.0,8.0,"Matt Prater kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,176
1.0,4:50,1.0,10.0,LAR 25,7.0,8.0,Matthew Stafford pass complete short left to Kyren Williams for 11 yards (tackle by Kei'Trel Clark and BJ Ojulari),0.61,1.33,12.0,2023,176
1.0,4:15,1.0,10.0,LAR 36,7.0,8.0,Kyren Williams right tackle for 6 yards (tackle by Budda Baker),1.33,1.6,12.0,2023,176
1.0,3:52,2.0,4.0,LAR 42,7.0,8.0,Matthew Stafford pass complete short right to Puka Nacua for 4 yards (tackle by Starling Thomas),1.6,1.99,12.0,2023,176
1.0,3:15,1.0,10.0,LAR 46,7.0,8.0,Matthew Stafford pass complete short left to Kyren Williams for 6 yards (tackle by Kei'Trel Clark),1.99,2.26,12.0,2023,176
1.0,2:46,2.0,4.0,ARI 48,7.0,8.0,Matthew Stafford pass complete short left to Demarcus Robinson for 6 yards (tackle by Kei'Trel Clark),2.26,2.79,12.0,2023,176
1.0,2:04,1.0,10.0,ARI 42,7.0,8.0,Kyren Williams right end for 1 yard (tackle by Dennis Gardeck),2.79,2.38,12.0,2023,176
1.0,1:24,2.0,9.0,ARI 41,7.0,8.0,Matthew Stafford pass incomplete deep left intended for Puka Nacua,2.38,1.68,12.0,2023,176
1.0,1:18,3.0,9.0,ARI 41,7.0,8.0,Matthew Stafford pass complete short left to Ben Skowronek for -1 yards (tackle by Kei'Trel Clark and Budda Baker),1.68,0.46,12.0,2023,176
1.0,0:40,4.0,10.0,ARI 42,7.0,8.0,"Ethan Evans punts 32 yards, fair catch by Greg Dortch at ARI-10",0.46,0.38,12.0,2023,176
1.0,0:33,1.0,10.0,ARI 10,7.0,8.0,Kyler Murray pass incomplete short right intended for Marquise Brown,-0.38,-0.78,12.0,2023,176
1.0,0:31,2.0,10.0,ARI 10,7.0,8.0,Kyler Murray pass incomplete deep right intended for Greg Dortch,-0.78,-1.42,12.0,2023,176
1.0,0:27,3.0,10.0,ARI 10,7.0,8.0,Kyler Murray pass complete short left to Trey McBride for 4 yards (tackle by Russ Yeast),-1.42,-2.47,12.0,2023,176
2.0,15:00,4.0,6.0,ARI 14,7.0,8.0,"Blake Gillikin punts 37 yards, fair catch by Austin Trammell at LA-49",-2.47,-2.19,12.0,2023,176
2.0,14:54,1.0,10.0,LAR 49,7.0,8.0,Royce Freeman up the middle for 14 yards (tackle by Budda Baker and Krys Barnes),2.19,3.12,12.0,2023,176
2.0,14:11,1.0,10.0,ARI 37,7.0,8.0,Royce Freeman left tackle for 3 yards (tackle by Ben Stille and Krys Barnes),3.12,2.98,12.0,2023,176
2.0,13:27,2.0,7.0,ARI 34,7.0,8.0,Matthew Stafford pass complete short left to Tutu Atwell for 13 yards (tackle by Starling Thomas),2.98,4.17,12.0,2023,176
2.0,12:49,1.0,10.0,ARI 21,7.0,8.0,Matthew Stafford pass complete short right to Puka Nacua for 2 yards (tackle by Garrett Williams),4.17,3.9,12.0,2023,176
2.0,12:07,2.0,8.0,ARI 19,7.0,8.0,Royce Freeman up the middle for 6 yards (tackle by Jalen Thompson),3.9,4.24,12.0,2023,176
2.0,11:23,3.0,2.0,ARI 13,7.0,8.0,Matthew Stafford pass complete short right to Davis Allen for 6 yards (tackle by Jalen Thompson),4.24,5.6,12.0,2023,176
2.0,10:44,1.0,7.0,ARI 7,7.0,8.0,Royce Freeman left tackle for 2 yards (tackle by Roy Lopez),5.6,5.15,12.0,2023,176
2.0,10:01,2.0,5.0,ARI 5,13.0,8.0,"Matthew Stafford pass complete short middle to Tyler Higbee for 5 yards, touchdown",5.15,7.0,12.0,2023,176
2.0,9:57,,,ARI 15,14.0,8.0,Lucas Havrisik kicks extra point good,0.0,0.0,12.0,2023,176
2.0,9:57,,,LAR 35,14.0,8.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,176
2.0,9:57,1.0,10.0,ARI 25,14.0,8.0,Kyler Murray pass incomplete deep left intended for Marquise Brown (defended by Jordan Fuller),0.61,0.06,12.0,2023,176
2.0,9:49,2.0,10.0,ARI 25,14.0,8.0,James Conner right tackle for 3 yards (tackle by Michael Hoecht and Jordan Fuller),0.06,-0.23,12.0,2023,176
2.0,9:09,3.0,7.0,ARI 28,14.0,8.0,Kyler Murray sacked by Kobie Turner for -6 yards,-0.23,-1.9,12.0,2023,176
2.0,8:32,4.0,13.0,ARI 22,14.0,8.0,"Blake Gillikin punts 60 yards, returned by Austin Trammell for 11 yards (tackle by Victor Dimukeje)",-1.9,-0.87,12.0,2023,176
2.0,8:23,1.0,10.0,LAR 29,14.0,8.0,Kyren Williams up the middle for 7 yards (tackle by Garrett Williams),0.87,1.27,12.0,2023,176
2.0,7:46,2.0,3.0,LAR 36,14.0,8.0,Kyren Williams up the middle for 2 yards (tackle by Zaven Collins),1.27,0.83,12.0,2023,176
2.0,7:06,3.0,1.0,LAR 38,14.0,8.0,Kyren Williams left end for 8 yards (tackle by Divaad Wilson),0.83,1.99,12.0,2023,176
2.0,6:27,1.0,10.0,LAR 46,14.0,8.0,Matthew Stafford pass complete short left to Kyren Williams for 24 yards (tackle by Jonathan Ledbetter),1.99,3.58,12.0,2023,176
2.0,5:36,,,,,,Timeout #1 by Los Angeles Rams,,,12.0,2023,176
2.0,5:36,1.0,10.0,ARI 30,14.0,8.0,Royce Freeman left tackle for 5 yards (tackle by Dennis Gardeck),3.58,3.71,12.0,2023,176
2.0,4:58,2.0,5.0,ARI 25,14.0,8.0,"Royce Freeman right tackle for no gain (tackle by Dante Stills). Penalty on Puka Nacua: Offensive Holding, 10 yards (accepted) (no play)",3.71,2.36,12.0,2023,176
2.0,4:30,2.0,15.0,ARI 35,14.0,8.0,Kyren Williams left tackle for 4 yards (tackle by Josh Woods),2.36,2.21,12.0,2023,176
2.0,3:48,3.0,11.0,ARI 31,14.0,8.0,Matthew Stafford pass incomplete short right,2.21,1.32,12.0,2023,176
2.0,3:41,4.0,11.0,ARI 31,14.0,8.0,Lucas Havrisik 50 yard field goal no good,1.32,-1.6,12.0,2023,176
2.0,3:37,1.0,10.0,ARI 40,14.0,8.0,Michael Carter up the middle for 1 yard (tackle by Michael Hoecht),1.6,1.19,12.0,2023,176
2.0,3:05,2.0,9.0,ARI 41,14.0,8.0,Kyler Murray pass complete short left to Marquise Brown for 6 yards (tackle by Derion Kendrick),1.19,1.29,12.0,2023,176
2.0,2:30,3.0,3.0,ARI 47,14.0,8.0,Emari Demercado up the middle for 1 yard (tackle by Desjuan Johnson and Russ Yeast),1.29,-0.19,12.0,2023,176
2.0,2:00,4.0,2.0,ARI 48,14.0,8.0,Kyler Murray pass incomplete short right intended for Trey McBride (defended by Jordan Fuller),-0.19,-2.39,12.0,2023,176
2.0,1:56,1.0,10.0,ARI 48,14.0,8.0,Matthew Stafford pass complete short right to Tyler Higbee for 7 yards (tackle by Kei'Trel Clark),2.39,2.79,12.0,2023,176
2.0,1:51,2.0,3.0,ARI 41,14.0,8.0,Matthew Stafford pass complete short left to Cooper Kupp for 5 yards (tackle by Kei'Trel Clark),2.79,3.18,12.0,2023,176
2.0,1:48,1.0,10.0,ARI 36,14.0,8.0,Matthew Stafford pass complete deep left to Tutu Atwell for 21 yards (tackle by Garrett Williams),3.18,4.58,12.0,2023,176
2.0,1:05,1.0,10.0,ARI 15,20.0,8.0,"Matthew Stafford pass complete short left to Kyren Williams for 15 yards, touchdown",4.58,7.0,12.0,2023,176
2.0,0:59,,,,,,Timeout #2 by Los Angeles Rams,,,12.0,2023,176
2.0,0:59,,,ARI 15,21.0,8.0,Lucas Havrisik kicks extra point good,0.0,0.0,12.0,2023,176
2.0,0:59,,,LAR 35,21.0,8.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,176
2.0,0:59,1.0,10.0,ARI 25,21.0,8.0,Kyler Murray pass complete short middle to Trey McBride for 6 yards (tackle by Ahkello Witherspoon),0.61,0.87,12.0,2023,176
2.0,0:53,,,,,,Timeout #1 by Arizona Cardinals,,,12.0,2023,176
2.0,0:53,2.0,4.0,ARI 31,21.0,8.0,Kyler Murray pass incomplete short right intended for Greg Dortch,0.87,0.17,12.0,2023,176
2.0,0:49,3.0,4.0,ARI 31,21.0,8.0,Kyler Murray pass incomplete deep right intended for Greg Dortch (defended by Ahkello Witherspoon),0.17,-1.31,12.0,2023,176
2.0,0:43,4.0,4.0,ARI 31,21.0,8.0,Blake Gillikin punts 42 yards downed by Owen Pappoe,-1.31,-0.74,12.0,2023,176
2.0,0:32,1.0,10.0,LAR 27,21.0,8.0,Kyren Williams up the middle for 24 yards (tackle by Jalen Thompson),0.74,2.32,12.0,2023,176
2.0,0:25,1.0,10.0,ARI 49,21.0,8.0,Matthew Stafford pass complete short right to Tyler Higbee for 6 yards (tackle by Josh Woods),2.32,2.59,12.0,2023,176
2.0,0:21,2.0,4.0,ARI 43,21.0,8.0,Matthew Stafford pass short left intended for Puka Nacua is intercepted by Jalen Thompson at ARI-34 and returned for 14 yards (tackle by Tyler Higbee),2.59,-2.13,12.0,2023,176
2.0,0:15,1.0,10.0,ARI 48,21.0,8.0,"Kyler Murray pass complete short left to Rondale Moore for 6 yards (tackle by John Johnson) Replay Assistant challenged the pass completion ruling, and the original play was overturned. Kyler Murray pass incomplete short left intended for Rondale Moore (defended by John Johnson)",2.13,1.58,12.0,2023,176
2.0,0:12,2.0,10.0,ARI 48,21.0,8.0,Emari Demercado up the middle for 5 yards (tackle by Kobie Turner and Ernest Jones),1.58,1.55,12.0,2023,176
2.0,0:08,,,,,,Timeout #2 by Arizona Cardinals,,,12.0,2023,176
2.0,0:08,3.0,5.0,LAR 47,21.0,8.0,Emari Demercado up the middle for 9 yards (tackle by Jason Taylor),1.55,3.05,12.0,2023,176
2.0,0:03,,,,,,Timeout #3 by Arizona Cardinals,,,12.0,2023,176
2.0,0:03,1.0,10.0,LAR 38,21.0,8.0,Matt Prater yard field goal good. Penalty on Geoff Swaim: Offensive Holding (accepted) (no play),3.05,1.93,12.0,2023,176
3.0,15:00,,,LAR 35,21.0,8.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,176
3.0,15:00,1.0,10.0,ARI 25,21.0,8.0,James Conner left end for 3 yards (tackle by Byron Young),0.61,0.47,12.0,2023,176
