Quarter,Time,Down,ToGo,Location,LAR,ARI,Detail,EPB,EPA,week,year,game_id
3.0,14:28,2.0,7.0,ARI 28,21.0,8.0,Kyler Murray pass incomplete short left intended for Greg Dortch (defended by Ahkello Witherspoon),0.47,-0.23,12.0,2023,176
3.0,14:25,3.0,7.0,ARI 28,21.0,8.0,"Kyler Murray pass incomplete deep left intended for Marquise Brown (defended by Jordan Fuller). Penalty on Paris Johnson: Offensive Holding, 10 yards (declined)",-0.23,-1.5,12.0,2023,176
3.0,14:19,4.0,7.0,ARI 28,21.0,8.0,Blake Gillikin up the middle for 10 yards (tackle by Tre'Vius Tomlinson),-1.5,1.47,12.0,2023,176
3.0,13:53,1.0,10.0,ARI 38,21.0,8.0,"James Conner up the middle for no gain (tackle by John Johnson and Jonah Williams). Penalty on Carter O'Donnell: Offensive Holding, 10 yards (accepted) (no play)",1.47,0.81,12.0,2023,176
3.0,13:31,1.0,20.0,ARI 28,21.0,8.0,Marquise Brown left end for 6 yards (tackle by John Johnson and Byron Young) (no play),0.81,-0.82,12.0,2023,176
3.0,13:00,1.0,34.0,ARI 14,21.0,8.0,Kyler Murray pass incomplete short right intended for Marquise Brown (defended by Ahkello Witherspoon),-0.82,-2.48,12.0,2023,176
3.0,12:56,2.0,34.0,ARI 14,21.0,8.0,Kyler Murray pass complete short right to James Conner for 2 yards (tackle by Christian Rozeboom),-2.48,-3.33,12.0,2023,176
3.0,12:18,3.0,32.0,ARI 16,21.0,8.0,"Penalty on Greg Dortch: False Start, 5 yards (accepted) (no play)",-3.33,-4.58,12.0,2023,176
3.0,12:06,3.0,37.0,ARI 11,21.0,8.0,Kyler Murray pass complete deep right to Rondale Moore for 20 yards (tackle by Ernest Jones),-4.58,-1.31,12.0,2023,176
3.0,11:31,4.0,17.0,ARI 31,21.0,8.0,"Blake Gillikin punts 47 yards, fair catch by Austin Trammell at LA-22",-1.31,-0.41,12.0,2023,176
3.0,11:22,1.0,10.0,LAR 22,21.0,8.0,Kyren Williams up the middle for 56 yards (tackle by Jalen Thompson),0.41,4.11,12.0,2023,176
3.0,10:36,1.0,10.0,ARI 22,21.0,8.0,Royce Freeman right tackle for 8 yards (tackle by Budda Baker),4.11,4.85,12.0,2023,176
3.0,9:55,2.0,2.0,ARI 14,21.0,8.0,Royce Freeman up the middle for 3 yards (tackle by Dante Stills),4.85,4.84,12.0,2023,176
3.0,9:13,1.0,10.0,ARI 11,21.0,8.0,Kyren Williams left end for 5 yards (tackle by Budda Baker),4.84,5.08,12.0,2023,176
3.0,8:32,2.0,5.0,ARI 6,21.0,8.0,Kyren Williams up the middle for no gain (tackle by Jonathan Ledbetter),5.08,4.21,12.0,2023,176
3.0,7:40,3.0,5.0,ARI 6,21.0,8.0,Matthew Stafford pass incomplete short middle intended for Puka Nacua,4.21,2.99,12.0,2023,176
3.0,7:36,4.0,5.0,ARI 6,24.0,8.0,Lucas Havrisik 24 yard field goal good,2.99,3.0,12.0,2023,176
3.0,7:33,,,LAR 35,24.0,8.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,176
3.0,7:33,1.0,10.0,ARI 25,24.0,8.0,Kyler Murray pass complete short right to Trey McBride for 16 yards (tackle by Jordan Fuller and Ernest Jones),0.61,1.66,12.0,2023,176
3.0,6:59,1.0,10.0,ARI 41,24.0,8.0,Kyler Murray pass complete short middle to Marquise Brown for 17 yards (tackle by Jordan Fuller),1.66,2.79,12.0,2023,176
3.0,6:20,1.0,10.0,LAR 42,24.0,8.0,Kyler Murray pass incomplete short left intended for Elijah Higgins,2.79,2.24,12.0,2023,176
3.0,6:16,2.0,10.0,LAR 42,24.0,8.0,"Kyler Murray pass complete short middle to Greg Dortch for no gain (tackle by John Johnson). Penalty on Carter O'Donnell: Ineligible Downfield Pass, 5 yards (accepted) (no play)",2.24,1.57,12.0,2023,176
3.0,5:53,2.0,15.0,LAR 47,24.0,8.0,Kyler Murray pass complete short left to Trey McBride for 9 yards (tackle by Michael Hoecht and John Johnson),1.57,2.08,12.0,2023,176
3.0,5:13,3.0,6.0,LAR 38,24.0,8.0,Kyler Murray pass incomplete short right intended for Marquise Brown (defended by Jordan Fuller),2.08,0.72,12.0,2023,176
3.0,5:08,4.0,6.0,LAR 38,24.0,8.0,Matt Prater 56 yard field goal no good,0.72,-1.99,12.0,2023,176
3.0,5:03,1.0,10.0,LAR 46,24.0,8.0,Matthew Stafford pass incomplete deep left intended for Puka Nacua,1.99,1.45,12.0,2023,176
3.0,4:58,2.0,10.0,LAR 46,24.0,8.0,Matthew Stafford pass complete short right to Puka Nacua for 14 yards (tackle by Budda Baker and Krys Barnes),1.45,2.92,12.0,2023,176
3.0,4:07,1.0,10.0,ARI 40,24.0,8.0,Matthew Stafford scrambles right end for 2 yards (tackle by Josh Woods),2.92,2.64,12.0,2023,176
3.0,3:35,2.0,8.0,ARI 38,24.0,8.0,Royce Freeman up the middle for 3 yards (tackle by Krys Barnes and Jonathan Ledbetter),2.64,2.34,12.0,2023,176
3.0,2:49,3.0,5.0,ARI 35,24.0,8.0,Matthew Stafford pass complete short middle to Demarcus Robinson for 7 yards (tackle by Budda Baker),2.34,3.71,12.0,2023,176
3.0,2:07,1.0,10.0,ARI 28,24.0,8.0,Royce Freeman up the middle for 3 yards (tackle by Josh Woods and Dante Stills),3.71,3.57,12.0,2023,176
3.0,1:27,2.0,7.0,ARI 25,24.0,8.0,Royce Freeman left tackle for 2 yards (tackle by Budda Baker and Dante Stills),3.57,3.14,12.0,2023,176
3.0,0:41,3.0,5.0,ARI 23,24.0,8.0,Matthew Stafford pass complete short left to Cooper Kupp for 6 yards (tackle by Jalen Thompson),3.14,4.44,12.0,2023,176
4.0,15:00,,,,,,Timeout #1 by Los Angeles Rams,,,12.0,2023,176
4.0,15:00,1.0,10.0,ARI 17,24.0,8.0,Kyren Williams right end for 9 yards (tackle by BJ Ojulari),4.44,5.48,12.0,2023,176
4.0,14:17,2.0,1.0,ARI 8,24.0,8.0,Kyren Williams right tackle for 3 yards (tackle by Dante Stills and Roy Lopez),5.48,6.06,12.0,2023,176
4.0,13:34,1.0,5.0,ARI 5,24.0,8.0,Matthew Stafford pass complete short right to Kyren Williams for 2 yards (tackle by Josh Woods and BJ Ojulari),6.06,5.53,12.0,2023,176
4.0,12:50,2.0,3.0,ARI 3,24.0,8.0,Matthew Stafford pass incomplete short right,5.53,4.72,12.0,2023,176
4.0,12:45,3.0,3.0,ARI 3,30.0,8.0,"Matthew Stafford pass complete short left to Kyren Williams for 3 yards, touchdown",4.72,7.0,12.0,2023,176
4.0,12:41,,,ARI 15,31.0,8.0,Lucas Havrisik kicks extra point good,0.0,0.0,12.0,2023,176
4.0,12:41,,,LAR 35,31.0,8.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,176
4.0,12:41,1.0,10.0,ARI 25,31.0,8.0,Kyler Murray pass complete short left to James Conner for -4 yards (tackle by Christian Rozeboom),0.61,-0.48,12.0,2023,176
4.0,12:10,2.0,14.0,ARI 21,31.0,8.0,Kyler Murray pass incomplete short left intended for Greg Dortch,-0.48,-1.15,12.0,2023,176
4.0,12:05,3.0,14.0,ARI 21,31.0,8.0,Kyler Murray sacked by Kobie Turner for -14 yards,-1.15,-2.49,12.0,2023,176
4.0,11:27,4.0,28.0,ARI 7,31.0,8.0,"Blake Gillikin punts 42 yards, returned by Austin Trammell for 11 yards (tackle by Dennis Gardeck)",-2.49,-3.05,12.0,2023,176
4.0,11:20,1.0,10.0,ARI 38,31.0,8.0,Royce Freeman up the middle for 7 yards (tackle by Kei'Trel Clark and Jalen Thompson),3.05,3.45,12.0,2023,176
4.0,10:39,2.0,3.0,ARI 31,31.0,8.0,Royce Freeman left end for -2 yards (tackle by Krys Barnes),3.45,2.48,12.0,2023,176
4.0,9:58,3.0,5.0,ARI 33,31.0,8.0,Matthew Stafford pass complete short right to Tyler Higbee for 4 yards (tackle by Garrett Williams and Kei'Trel Clark),2.48,1.62,12.0,2023,176
4.0,9:08,,,,,,Timeout #2 by Los Angeles Rams,,,12.0,2023,176
4.0,9:08,4.0,1.0,ARI 29,31.0,8.0,Kyren Williams left tackle for 6 yards (tackle by Kei'Trel Clark and BJ Ojulari),1.62,4.04,12.0,2023,176
4.0,8:27,1.0,10.0,ARI 23,37.0,8.0,"Royce Freeman right end for 23 yards, touchdown",4.04,7.0,12.0,2023,176
4.0,8:19,,,ARI 15,37.0,8.0,Lucas Havrisik kicks extra point no good,0.0,-1.0,12.0,2023,176
4.0,8:19,,,LAR 35,37.0,8.0,"Ethan Evans kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,176
4.0,8:19,1.0,10.0,ARI 25,37.0,8.0,Kyler Murray pass incomplete short middle intended for Greg Dortch (defended by John Johnson),0.61,0.06,12.0,2023,176
4.0,8:15,2.0,10.0,ARI 25,37.0,8.0,Michael Carter left tackle for 7 yards (tackle by John Johnson),0.06,0.3,12.0,2023,176
4.0,7:47,3.0,3.0,ARI 32,37.0,8.0,"Kyler Murray pass complete deep right to Marquise Brown for 36 yards (tackle by Tre'Vius Tomlinson). Penalty on Russ Yeast: Illegal Contact, 5 yards (declined) . Penalty on Cobie Durant: Defensive Holding, 5 yards (declined)",0.3,3.45,12.0,2023,176
4.0,7:20,1.0,10.0,LAR 32,37.0,8.0,Michael Carter up the middle for 6 yards (tackle by Jason Taylor),3.45,3.71,12.0,2023,176
4.0,7:03,2.0,4.0,LAR 26,37.0,8.0,Kyler Murray pass incomplete short left,3.71,3.01,12.0,2023,176
4.0,6:59,3.0,4.0,LAR 26,37.0,8.0,Kyler Murray pass complete short right to Michael Carter for 1 yard (tackle by Troy Reeder),3.01,1.9,12.0,2023,176
4.0,6:29,4.0,3.0,LAR 25,37.0,8.0,"Kyler Murray pass incomplete deep left intended for Rondale Moore. Penalty on Russ Yeast: Defensive Holding, 5 yards (accepted) (no play)",1.9,4.24,12.0,2023,176
4.0,6:25,1.0,10.0,LAR 20,37.0,8.0,Kyler Murray pass complete short right to Michael Carter for 6 yards (tackle by Christian Rozeboom),4.24,4.64,12.0,2023,176
4.0,6:01,2.0,4.0,LAR 14,37.0,8.0,Kyler Murray pass complete short right to Trey McBride for 3 yards (tackle by Derion Kendrick),4.64,4.59,12.0,2023,176
4.0,5:41,3.0,1.0,LAR 11,37.0,8.0,Michael Carter left tackle for 5 yards (tackle by John Johnson),4.59,5.83,12.0,2023,176
4.0,5:17,1.0,6.0,LAR 6,37.0,14.0,"Kyler Murray pass complete short left to Greg Dortch for 6 yards, touchdown",5.83,7.0,12.0,2023,176
4.0,5:12,,,LAR 2,37.0,14.0,Two Point Attempt: Kyler Murray pass incomplete intended for intended for Marquise Brown,1.0,-1.0,12.0,2023,176
4.0,5:12,,,ARI 35,37.0,14.0,"Matt Prater kicks onside 12 yards, returned by Tyler Higbee for no gain",0.0,2.46,12.0,2023,176
4.0,5:11,1.0,10.0,ARI 47,37.0,14.0,Zach Evans up the middle for 1 yard (tackle by Phil Hoskins and Ben Stille),2.46,2.05,12.0,2023,176
4.0,4:27,2.0,9.0,ARI 46,37.0,14.0,Zach Evans up the middle for no gain (tackle by Krys Barnes and Jesse Luketa),2.05,1.35,12.0,2023,176
4.0,3:46,3.0,9.0,ARI 46,37.0,14.0,"Zach Evans right end for 5 yards (tackle by Krys Barnes). Penalty on Hunter Long: Offensive Holding, 10 yards (declined)",1.35,0.53,12.0,2023,176
4.0,3:36,4.0,4.0,ARI 41,37.0,14.0,"Ethan Evans punts 41 yards, touchback.",0.53,-0.28,12.0,2023,176
4.0,3:28,1.0,10.0,ARI 20,37.0,14.0,Kyler Murray pass complete short middle to Trey McBride for 10 yards (tackle by Jake Hummel),0.28,0.94,12.0,2023,176
4.0,3:07,1.0,10.0,ARI 30,37.0,14.0,Kyler Murray sacked by Desjuan Johnson for -10 yards,0.94,-0.96,12.0,2023,176
4.0,2:33,2.0,20.0,ARI 20,37.0,14.0,Kyler Murray pass complete short left to Michael Carter for 1 yard (tackle by Jake Hummel),-0.96,-1.48,12.0,2023,176
4.0,2:05,3.0,19.0,ARI 21,37.0,14.0,Kyler Murray pass complete short middle to Michael Carter for 7 yards (tackle by Jake Hummel),-1.48,-1.5,12.0,2023,176
4.0,2:00,4.0,12.0,ARI 28,37.0,14.0,"Kyler Murray pass is intercepted by Tre'Vius Tomlinson at 50 and returned for no gain (tackle by Paris Johnson). Penalty on Tre'Vius Tomlinson: Illegal Contact, 5 yards (accepted) (no play)",-1.5,1.14,12.0,2023,176
4.0,1:48,1.0,10.0,ARI 33,37.0,14.0,Kyler Murray pass complete short middle to Greg Dortch for 7 yards (tackle by Tre'Vius Tomlinson and Christian Rozeboom),1.14,1.54,12.0,2023,176
