Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Tua Tagovailoa,MIA,0,0,0,0,0,12.0,2023,168
Raheem Mostert,MIA,1,0,0,0,0,12.0,2023,168
Jeff Wilson,MIA,3,3,17,0,7,12.0,2023,168
Darrynton Evans,MIA,0,0,0,0,0,12.0,2023,168
Tyreek Hill,MIA,12,9,102,1,35,12.0,2023,168
Jaylen Waddle,MIA,8,8,114,0,32,12.0,2023,168
Durham Smythe,MIA,3,1,10,0,10,12.0,2023,168
Braxton Berrios,MIA,1,0,0,0,0,12.0,2023,168
Mike White,MIA,0,0,0,0,0,12.0,2023,168
Tim Boyle,NYJ,0,0,0,0,0,12.0,2023,168
Breece Hall,NYJ,9,7,24,0,13,12.0,2023,168
Dalvin Cook,NYJ,3,2,19,0,12,12.0,2023,168
Garrett Wilson,NYJ,10,7,44,1,11,12.0,2023,168
Tyler Conklin,NYJ,5,4,33,0,9,12.0,2023,168
Jason Brownlee,NYJ,2,2,20,0,12,12.0,2023,168
Jeremy Ruckert,NYJ,4,2,18,0,9,12.0,2023,168
Xavier Gipson,NYJ,2,2,15,0,8,12.0,2023,168
Nick Bawden,NYJ,1,1,6,0,6,12.0,2023,168
