#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,15:00,NOR 25,3,1:58,3,Punt,0,Saints,12.0,2023,169
2,1,12:08,NOR 16,10,3:58,77,Field Goal,0,Saints,12.0,2023,169
3,1,5:03,NOR 32,6,3:17,56,Interception,0,Saints,12.0,2023,169
4,1,1:46,NOR 25,7,2:30,41,Field Goal,0,Saints,12.0,2023,169
5,2,8:56,NOR 25,12,5:02,52,Field Goal,0,Saints,12.0,2023,169
6,2,0:26,NOR 4,1,0:26,-1,End of Half,0,Saints,12.0,2023,169
7,3,11:40,NOR 8,14,8:13,65,Field Goal,0,Saints,12.0,2023,169
8,3,1:16,NOR 46,3,1:16,45,Fumble,0,Saints,12.0,2023,169
9,4,9:57,NOR 25,8,3:33,54,Field Goal,0,Saints,12.0,2023,169
10,4,1:47,NOR 25,9,1:21,40,Missed FG,0,Saints,12.0,2023,169
