Player,Tm,Def Interceptions Int,Def Interceptions Yds,Def Interceptions TD,Def Interceptions Lng,Def Interceptions PD,Sk,Tackles Comb,Tackles Solo,Tackles Ast,Tackles TFL,Tackles QBHits,Fumbles FR,Fumbles Yds,Fumbles TD,Fumbles FF,week,year,game_id
Jaquan Brisker,CHI,1,0,0,0,1,0.5,3,2,1,0,1,0,0,0,0,12.0,2023,180
T.J. Edwards,CHI,1,0,0,0,1,0.0,6,6,0,1,1,0,0,0,0,12.0,2023,180
Kyler Gordon,CHI,1,0,0,0,1,0.0,4,4,0,0,0,0,0,0,0,12.0,2023,180
Jaylon Johnson,CHI,1,19,0,19,3,0.0,2,2,0,0,0,0,0,0,0,12.0,2023,180
Montez Sweat,CHI,0,0,0,0,0,1.5,3,2,1,1,2,0,0,0,0,12.0,2023,180
Terell Smith,CHI,0,0,0,0,0,0.0,8,8,0,0,0,0,0,0,0,12.0,2023,180
Tremaine Edmunds,CHI,0,0,0,0,0,0.0,7,5,2,1,0,0,0,0,1,12.0,2023,180
Zacch Pickens,CHI,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,12.0,2023,180
Jack Sanborn,CHI,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0,12.0,2023,180
DeMarcus Walker,CHI,0,0,0,0,0,0.0,2,2,0,0,3,0,0,0,0,12.0,2023,180
Andrew Billings,CHI,0,0,0,0,0,0.0,1,0,1,0,1,0,0,0,0,12.0,2023,180
Josh Blackwell,CHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,1,12.0,2023,180
Khari Blasingame,CHI,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,12.0,2023,180
Gervon Dexter,CHI,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,12.0,2023,180
Rasheem Green,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2023,180
Elijah Hicks,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2023,180
Travis Homer,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2023,180
Eddie Jackson,CHI,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0,12.0,2023,180
Justin Jones,CHI,0,0,0,0,1,0.0,1,1,0,0,0,0,0,0,0,12.0,2023,180
Yannick Ngakoue,CHI,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2023,180
Lucas Patrick,CHI,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,12.0,2023,180
Danielle Hunter,MIN,0,0,0,0,0,1.5,9,6,3,2,3,0,0,0,1,12.0,2023,180
Ivan Pace,MIN,0,0,0,0,0,1.0,9,7,2,1,1,0,0,0,0,12.0,2023,180
Josh Metellus,MIN,0,0,0,0,0,0.5,9,5,4,0,1,0,0,0,2,12.0,2023,180
Camryn Bynum,MIN,0,0,0,0,0,0.0,8,6,2,0,0,0,0,0,0,12.0,2023,180
Mekhi Blackmon,MIN,0,0,0,0,0,0.0,6,6,0,1,0,0,0,0,0,12.0,2023,180
Byron Murphy,MIN,0,0,0,0,1,0.0,6,4,2,0,0,0,0,0,0,12.0,2023,180
D.J. Wonnum,MIN,0,0,0,0,2,0.0,5,3,2,0,0,0,0,0,0,12.0,2023,180
Harrison Phillips,MIN,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,12.0,2023,180
Jonathan Bullard,MIN,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0,12.0,2023,180
Sheldon Day,MIN,0,0,0,0,0,0.0,3,2,1,1,0,1,5,0,0,12.0,2023,180
Troy Dye,MIN,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,12.0,2023,180
Harrison Smith,MIN,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,12.0,2023,180
Theo Jackson,MIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,12.0,2023,180
Patrick Jones II,MIN,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,12.0,2023,180
Kene Nwangwu,MIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,12.0,2023,180
NaJee Thompson,MIN,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,12.0,2023,180
Anthony Barr,MIN,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,12.0,2023,180
Alexander Mattison,MIN,0,0,0,0,0,0.0,0,0,0,0,0,1,-1,0,0,12.0,2023,180
K.J. Osborn,MIN,0,0,0,0,0,0.0,0,0,0,0,0,1,-3,0,0,12.0,2023,180
Khyiris Tonga,MIN,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,12.0,2023,180
