Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Jerome Ford,CLE,9,65,0,3.0,52,5.8,13,1.4,0,,12.0,2023,175
Kareem Hunt,CLE,7,22,0,3.0,15,2.1,7,1.0,0,,12.0,2023,175
Dorian Thompson-Robinson,CLE,5,21,0,0.0,15,3.0,6,1.2,0,,12.0,2023,175
Harrison Bryant,CLE,1,0,0,0.0,0,0.0,0,0.0,0,,12.0,2023,175
Elijah Moore,CLE,1,0,0,0.0,0,0.0,0,0.0,0,,12.0,2023,175
P.J. Walker,CLE,1,-1,0,0.0,-1,-1.0,0,0.0,0,,12.0,2023,175
Javonte Williams,DEN,18,65,0,2.0,45,2.5,20,1.1,1,18.0,12.0,2023,175
Russell Wilson,DEN,11,34,1,3.0,30,2.7,4,0.4,0,,12.0,2023,175
Samaje Perine,DEN,7,55,1,4.0,31,4.4,24,3.4,1,7.0,12.0,2023,175
Jaleel McLaughlin,DEN,2,4,0,,2,1.0,2,1.0,0,,12.0,2023,175
Marvin Mims,DEN,1,11,0,1.0,11,11.0,0,0.0,0,,12.0,2023,175
