#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,11:48,JAX 13,12,5:54,65,Field Goal,0,Jaguars,12.0,2023,173
2,1,4:24,JAX 45,3,0:50,4,Punt,0,Jaguars,12.0,2023,173
3,2,14:22,JAX 32,8,4:39,68,Touchdown,0,Jaguars,12.0,2023,173
4,2,6:37,JAX 25,8,4:13,45,Field Goal,0,Jaguars,12.0,2023,173
5,2,0:20,JAX 40,4,0:20,59,End of Half,0,Jaguars,12.0,2023,173
6,3,15:00,JAX 16,7,3:11,36,Interception,0,Jaguars,12.0,2023,173
7,3,8:10,JAX 25,8,3:41,75,Touchdown,0,Jaguars,12.0,2023,173
8,3,2:33,JAX 11,10,6:13,54,Field Goal,0,Jaguars,12.0,2023,173
9,4,9:15,HOU 46,6,2:10,9,Missed FG,0,Jaguars,12.0,2023,173
10,4,5:15,JAX 25,5,2:14,29,Punt,0,Jaguars,12.0,2023,173
11,4,0:29,JAX 48,1,0:29,-1,End of Game,0,Jaguars,12.0,2023,173
