Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
Chuba Hubbard,CAR,5,5,47,0,2.0,4,0.8,43,8.6,0.8,0,,0,0.0,0,105.8,12.0,2023,170
Jonathan Mingo,CAR,6,4,60,0,2.0,47,11.8,13,3.3,10.7,0,,1,16.7,0,99.3,12.0,2023,170
DJ Chark,CAR,4,3,34,0,1.0,29,9.7,5,1.7,9.0,0,,0,0.0,0,100.0,12.0,2023,170
Laviska Shenault Jr.,CAR,1,1,8,0,,5,5.0,3,3.0,5.0,0,,0,0.0,0,100.0,12.0,2023,170
Ihmir Smith-Marsette,CAR,1,1,14,0,1.0,0,0.0,14,14.0,0.0,0,,0,0.0,0,118.7,12.0,2023,170
Tommy Tremble,CAR,1,1,7,0,,6,6.0,1,1.0,6.0,0,,0,0.0,0,95.8,12.0,2023,170
Stephen Sullivan,CAR,1,1,13,0,1.0,13,13.0,0,0.0,13.0,0,,0,0.0,0,118.7,12.0,2023,170
Adam Thielen,CAR,3,1,2,0,,2,2.0,0,0.0,10.0,0,,0,0.0,0,42.4,12.0,2023,170
Ian Thomas,CAR,1,1,9,0,,4,4.0,5,5.0,4.0,0,,0,0.0,0,104.2,12.0,2023,170
Miles Sanders,CAR,1,0,0,0,0.0,0,,0,,-4.0,0,,0,0.0,0,39.6,12.0,2023,170
Chigoziem Okonkwo,TEN,5,4,45,0,1.0,27,6.8,18,4.5,6.6,0,,0,0.0,0,104.2,12.0,2023,170
Nick Westbrook-Ikhine,TEN,5,4,41,0,3.0,41,10.3,0,0.0,9.6,0,,1,20.0,0,100.8,12.0,2023,170
DeAndre Hopkins,TEN,5,3,49,0,2.0,38,12.7,11,3.7,13.6,0,,0,0.0,0,92.9,12.0,2023,170
Chris Moore,TEN,4,3,41,0,2.0,36,12.0,5,1.7,16.5,0,,0,0.0,0,107.3,12.0,2023,170
Josh Whyle,TEN,1,1,11,0,1.0,11,11.0,0,0.0,11.0,0,,0,0.0,0,112.5,12.0,2023,170
Tyjae Spears,TEN,3,1,1,0,,-6,-6.0,7,7.0,0.3,0,,0,0.0,0,42.4,12.0,2023,170
Kyle Philips,TEN,2,1,-3,0,,-4,-4.0,1,1.0,6.5,1,1.0,0,0.0,0,56.2,12.0,2023,170
Derrick Henry,TEN,2,1,0,0,0.0,0,0.0,0,0.0,-4.0,0,,0,0.0,0,56.2,12.0,2023,170
