Player,Pos,Off. Num,Off. Pct,Def. Num,Def. Pct,ST Num,ST Pct,home_team,team,week,year,game_id
Joel Bitonio,G,73,100%,0,0%,2,8%,0,Browns,12.0,2023,175
Wyatt Teller,G,73,100%,0,0%,2,8%,0,Browns,12.0,2023,175
Dawand Jones,T,73,100%,0,0%,0,0%,0,Browns,12.0,2023,175
Ethan Pocic,C,73,100%,0,0%,0,0%,0,Browns,12.0,2023,175
Geron Christian,T,72,99%,0,0%,2,8%,0,Browns,12.0,2023,175
Cedric Tillman,WR,65,89%,0,0%,0,0%,0,Browns,12.0,2023,175
Elijah Moore,WR,63,86%,0,0%,0,0%,0,Browns,12.0,2023,175
David Njoku,TE,62,85%,0,0%,0,0%,0,Browns,12.0,2023,175
Amari Cooper,WR,54,74%,0,0%,0,0%,0,Browns,12.0,2023,175
Dorian Thompson-Robinson,QB,52,71%,0,0%,0,0%,0,Browns,12.0,2023,175
Jerome Ford,RB,51,70%,0,0%,0,0%,0,Browns,12.0,2023,175
P.J. Walker,QB,21,29%,0,0%,0,0%,0,Browns,12.0,2023,175
Kareem Hunt,RB,19,26%,0,0%,0,0%,0,Browns,12.0,2023,175
Harrison Bryant,TE,14,19%,0,0%,11,42%,0,Browns,12.0,2023,175
David Bell,WR,13,18%,0,0%,6,23%,0,Browns,12.0,2023,175
Jordan Akins,TE,10,14%,0,0%,8,31%,0,Browns,12.0,2023,175
Michael Dunn,G,7,10%,0,0%,2,8%,0,Browns,12.0,2023,175
Nick Harris,C,5,7%,0,0%,0,0%,0,Browns,12.0,2023,175
Pierre Strong,RB,2,3%,0,0%,19,73%,0,Browns,12.0,2023,175
James Hudson,T,1,1%,0,0%,2,8%,0,Browns,12.0,2023,175
Grant Delpit,SS,0,0%,67,100%,8,31%,0,Browns,12.0,2023,175
Juan Thornhill,FS,0,0%,67,100%,1,4%,0,Browns,12.0,2023,175
Martin Emerson,CB,0,0%,64,96%,1,4%,0,Browns,12.0,2023,175
Jeremiah Owusu-Koramoah,LB,0,0%,60,90%,10,38%,0,Browns,12.0,2023,175
Greg Newsome II,CB,0,0%,58,87%,1,4%,0,Browns,12.0,2023,175
Sione Takitaki,LB,0,0%,54,81%,5,19%,0,Browns,12.0,2023,175
Myles Garrett,DE,0,0%,46,69%,4,15%,0,Browns,12.0,2023,175
Dalvin Tomlinson,DT,0,0%,43,64%,5,19%,0,Browns,12.0,2023,175
Ogbonnia Okoronkwo,DE,0,0%,37,55%,1,4%,0,Browns,12.0,2023,175
Mike Ford,CB,0,0%,34,51%,15,58%,0,Browns,12.0,2023,175
Maurice Hurst Jr.,DT,0,0%,32,48%,4,15%,0,Browns,12.0,2023,175
Za'Darius Smith,DE,0,0%,31,46%,0,0%,0,Browns,12.0,2023,175
Tony Fields,LB,0,0%,30,45%,19,73%,0,Browns,12.0,2023,175
Alex Wright,DE,0,0%,30,45%,2,8%,0,Browns,12.0,2023,175
Shelby Harris,DT,0,0%,29,43%,4,15%,0,Browns,12.0,2023,175
Jordan Elliott,DT,0,0%,27,40%,6,23%,0,Browns,12.0,2023,175
Jordan Kunaszyk,LB,0,0%,13,19%,23,88%,0,Browns,12.0,2023,175
Matthew Adams,LB,0,0%,10,15%,23,88%,0,Browns,12.0,2023,175
Ronnie Hickman,SS,0,0%,3,4%,0,0%,0,Browns,12.0,2023,175
Kahlef Hailassie,CB,0,0%,2,3%,11,42%,0,Browns,12.0,2023,175
A.J. Green,CB,0,0%,0,0%,19,73%,0,Browns,12.0,2023,175
Mohamoud Diabate,LB,0,0%,0,0%,19,73%,0,Browns,12.0,2023,175
D'Anthony Bell,SS,0,0%,0,0%,19,73%,0,Browns,12.0,2023,175
James Proche,WR,0,0%,0,0%,11,42%,0,Browns,12.0,2023,175
Dustin Hopkins,K,0,0%,0,0%,6,23%,0,Browns,12.0,2023,175
Corey Bojorquez,P,0,0%,0,0%,6,23%,0,Browns,12.0,2023,175
Charley Hughlett,LS,0,0%,0,0%,5,19%,0,Browns,12.0,2023,175
Tanner McCalister,FS,0,0%,0,0%,4,15%,0,Browns,12.0,2023,175
