Player,Pos,home_team,team,week,year,game_id
Desmond Ridder,QB,1,Falcons,12.0,2023,169
Bijan Robinson,RB,1,Falcons,12.0,2023,169
Drake London,WR,1,Falcons,12.0,2023,169
Van Jefferson,WR,1,Falcons,12.0,2023,169
Jonnu Smith,TE,1,Falcons,12.0,2023,169
Kyle Pitts,TE,1,Falcons,12.0,2023,169
Matthew Bergeron,OL,1,Falcons,12.0,2023,169
Drew Dalman,OL,1,Falcons,12.0,2023,169
Jake Matthews,T,1,Falcons,12.0,2023,169
Kaleb McGary,T,1,Falcons,12.0,2023,169
Chris Lindstrom,G,1,Falcons,12.0,2023,169
David Onyemata,DL,1,Falcons,12.0,2023,169
Calais Campbell,DL,1,Falcons,12.0,2023,169
Kentavius Street,DL,1,Falcons,12.0,2023,169
Bud Dupree,OLB,1,Falcons,12.0,2023,169
Nathan Landman,LB,1,Falcons,12.0,2023,169
Kaden Elliss,LB,1,Falcons,12.0,2023,169
Mike Hughes,CB,1,Falcons,12.0,2023,169
Jeff Okudah,CB,1,Falcons,12.0,2023,169
AJ Terrell,CB,1,Falcons,12.0,2023,169
Richie Grant,S,1,Falcons,12.0,2023,169
Jessie Bates III,S,1,Falcons,12.0,2023,169
