Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Rachaad White,TAM,15,100,0,4.0,62,4.1,38,2.5,0,,12.0,2023,172
Baker Mayfield,TAM,3,14,0,1.0,11,3.7,3,1.0,0,,12.0,2023,172
Chase Edmonds,TAM,1,11,0,1.0,9,9.0,2,2.0,0,,12.0,2023,172
Jonathan Taylor,IND,15,91,2,8.0,47,3.1,44,2.9,0,,12.0,2023,172
Zack Moss,IND,8,55,0,3.0,28,3.5,27,3.4,0,,12.0,2023,172
Gardner Minshew II,IND,3,6,1,1.0,3,1.0,3,1.0,1,3.0,12.0,2023,172
Isaiah McKenzie,IND,1,3,0,,3,3.0,0,0.0,0,,12.0,2023,172
