Quarter,Time,Down,ToGo,Location,CHI,MIN,Detail,EPB,EPA,week,year,game_id
2.0,13:35,1.0,10.0,MIN 25,3.0,0.0,Joshua Dobbs scrambles left end for 4 yards (tackle by Tremaine Edmunds),0.61,0.6,12.0,2023,180
2.0,13:02,2.0,6.0,MIN 29,3.0,0.0,Alexander Mattison left end for 8 yards (tackle by Andrew Billings and Yannick Ngakoue),0.6,1.4,12.0,2023,180
2.0,12:28,1.0,10.0,MIN 37,3.0,0.0,Alexander Mattison right end for -2 yards (tackle by Tremaine Edmunds),1.4,0.59,12.0,2023,180
2.0,11:46,2.0,12.0,MIN 35,3.0,0.0,Joshua Dobbs pass deep left intended for Jordan Addison is intercepted by Jaylon Johnson at CHI-44 and returned for 19 yards (tackle by K.J. Osborn),0.59,-3.12,12.0,2023,180
2.0,11:31,1.0,10.0,MIN 37,3.0,0.0,"Penalty on Kyler Gordon: Taunting / Defense, 15 yards (accepted) (no play)",3.12,2.13,12.0,2023,180
2.0,11:31,1.0,10.0,CHI 48,3.0,0.0,"Justin Fields pass incomplete short right. Penalty on Nate Davis: Ineligible Downfield Pass, 5 yards (declined)",2.13,1.58,12.0,2023,180
2.0,11:25,2.0,10.0,CHI 48,3.0,0.0,"Penalty on Darnell Wright: False Start, 5 yards (accepted) (no play)",1.58,0.91,12.0,2023,180
2.0,11:25,2.0,15.0,CHI 43,3.0,0.0,Justin Fields pass complete short right to Khalil Herbert for 1 yard (tackle by Byron Murphy),0.91,0.37,12.0,2023,180
2.0,10:46,3.0,14.0,CHI 44,3.0,0.0,Justin Fields pass incomplete deep left intended for Darnell Mooney,0.37,-0.46,12.0,2023,180
2.0,10:38,4.0,14.0,CHI 44,3.0,0.0,"Trenton Gill punts 44 yards, fair catch by Brandon Powell at MIN-12. Penalty on Patrick Jones: Running Into the Kicker, 5 yards (declined)",-0.46,0.35,12.0,2023,180
2.0,10:31,1.0,10.0,MIN 12,3.0,0.0,Ty Chandler left guard for 6 yards (tackle by DeMarcus Walker),-0.35,-0.07,12.0,2023,180
2.0,10:09,2.0,4.0,MIN 18,3.0,0.0,"Joshua Dobbs pass incomplete intended for Jordan Addison. Penalty on Gervon Dexter: Roughing the Passer, 15 yards (accepted) (no play)",-0.07,1.14,12.0,2023,180
2.0,10:03,1.0,10.0,MIN 33,3.0,0.0,Joshua Dobbs pass complete short right to K.J. Osborn for no gain (tackle by Jaylon Johnson),1.14,0.59,12.0,2023,180
2.0,9:40,2.0,10.0,MIN 33,3.0,0.0,Joshua Dobbs pass complete short right to Jordan Addison for 5 yards (tackle by Terell Smith),0.59,0.56,12.0,2023,180
2.0,8:59,3.0,5.0,MIN 38,3.0,0.0,"Joshua Dobbs pass incomplete intended for T.J. Hockenson. Penalty on Eddie Jackson: Defensive Holding, 5 yards (declined) . Penalty on Terell Smith: Illegal Contact, 5 yards (accepted) (no play)",0.56,1.8,12.0,2023,180
2.0,8:53,1.0,10.0,MIN 43,3.0,0.0,Joshua Dobbs pass complete short left to C.J. Ham for 4 yards (tackle by Jaylon Johnson),1.8,1.79,12.0,2023,180
2.0,8:17,2.0,6.0,MIN 47,3.0,0.0,Brandon Powell left end for 2 yards (tackle by Terell Smith),1.79,1.35,12.0,2023,180
2.0,7:41,3.0,4.0,MIN 49,3.0,0.0,Joshua Dobbs pass deep middle intended for Jordan Addison is intercepted by Jaquan Brisker at CHI-35 and returned for no gain (tackle by Jordan Addison),1.35,-1.27,12.0,2023,180
2.0,7:28,1.0,10.0,CHI 35,3.0,0.0,Justin Fields pass complete short left to D.J. Moore for 11 yards (tackle by Camryn Bynum and Ivan Pace),1.27,1.99,12.0,2023,180
2.0,6:52,1.0,10.0,CHI 46,3.0,0.0,Justin Fields left guard for -1 yards (tackle by Sheldon Day),1.99,1.32,12.0,2023,180
2.0,6:08,2.0,11.0,CHI 45,3.0,0.0,Roschon Johnson up the middle for 2 yards (tackle by Harrison Phillips),1.32,0.89,12.0,2023,180
2.0,5:25,3.0,9.0,CHI 47,3.0,0.0,Justin Fields pass incomplete short left intended for D.J. Moore,0.89,-0.26,12.0,2023,180
2.0,5:19,4.0,9.0,CHI 47,3.0,0.0,"Trenton Gill punts 37 yards, returned by Brandon Powell for 15 yards (tackle by Khari Blasingame)",-0.26,-1.0,12.0,2023,180
2.0,5:06,1.0,10.0,MIN 31,3.0,0.0,Joshua Dobbs pass complete short left to Alexander Mattison for no gain (tackle by Terell Smith),1.0,0.46,12.0,2023,180
2.0,4:30,2.0,10.0,MIN 31,3.0,0.0,Joshua Dobbs pass complete short left to Jordan Addison for 4 yards (tackle by Terell Smith),0.46,0.3,12.0,2023,180
2.0,3:44,3.0,6.0,MIN 35,3.0,0.0,Joshua Dobbs pass incomplete short right intended for T.J. Hockenson (defended by Jaylon Johnson),0.3,-1.04,12.0,2023,180
2.0,3:37,4.0,6.0,MIN 35,3.0,0.0,"Ryan Wright punts 47 yards, fair catch by Trent Taylor at CHI-18",-1.04,-0.04,12.0,2023,180
2.0,3:30,1.0,10.0,CHI 18,3.0,0.0,Justin Fields pass complete short left to D.J. Moore for 22 yards (tackle by Ivan Pace),0.04,1.6,12.0,2023,180
2.0,2:58,1.0,10.0,CHI 40,3.0,0.0,Justin Fields pass incomplete short left intended for Trent Taylor (defended by D.J. Wonnum),1.6,1.05,12.0,2023,180
2.0,2:56,2.0,10.0,CHI 40,3.0,0.0,Justin Fields pass complete short right to D.J. Moore for no gain (tackle by Troy Dye),1.05,0.37,12.0,2023,180
2.0,2:11,3.0,10.0,CHI 40,3.0,0.0,Justin Fields scrambles right end for 4 yards (tackle by Mekhi Blackmon),0.37,-0.46,12.0,2023,180
2.0,2:00,4.0,6.0,CHI 44,3.0,0.0,"Trenton Gill punts 56 yards, touchback.",-0.46,-0.28,12.0,2023,180
2.0,1:51,1.0,10.0,MIN 20,3.0,0.0,Ty Chandler right end for 1 yard (tackle by Montez Sweat),0.28,-0.13,12.0,2023,180
2.0,1:12,2.0,9.0,MIN 21,3.0,0.0,Joshua Dobbs pass complete deep left to Brandon Powell for 28 yards (tackle by Kyler Gordon),-0.13,2.19,12.0,2023,180
2.0,1:05,1.0,10.0,MIN 49,3.0,0.0,Joshua Dobbs pass complete short left to K.J. Osborn for 12 yards (tackle by Terell Smith),2.19,2.98,12.0,2023,180
2.0,0:43,,,,,,Timeout #1 by Minnesota Vikings,,,12.0,2023,180
2.0,0:43,1.0,10.0,CHI 39,3.0,0.0,"Joshua Dobbs pass incomplete intended for T.J. Hockenson. Penalty on Kyler Gordon: Defensive Pass Interference, 26 yards (accepted) (no play)",2.98,4.71,12.0,2023,180
2.0,0:38,1.0,10.0,CHI 13,3.0,0.0,"Joshua Dobbs pass incomplete short left. Penalty on Joshua Dobbs: Intentional Grounding, 14 yards (accepted)",4.71,2.27,12.0,2023,180
2.0,0:29,2.0,24.0,CHI 27,3.0,0.0,Joshua Dobbs pass incomplete short right,2.27,1.62,12.0,2023,180
2.0,0:19,3.0,24.0,CHI 27,3.0,0.0,Joshua Dobbs pass complete short right to Alexander Mattison for 11 yards (tackle by Tremaine Edmunds),1.62,2.38,12.0,2023,180
2.0,0:04,,,,,,Timeout #2 by Minnesota Vikings,,,12.0,2023,180
2.0,0:04,4.0,13.0,CHI 16,3.0,3.0,Greg Joseph 34 yard field goal good,2.38,3.0,12.0,2023,180
3.0,15:00,,,CHI 35,3.0,3.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,180
3.0,15:00,1.0,10.0,MIN 25,3.0,3.0,Alexander Mattison left tackle for 21 yards (tackle by T.J. Edwards),0.61,1.99,12.0,2023,180
3.0,14:19,1.0,10.0,MIN 46,3.0,3.0,Joshua Dobbs sacked by and Montez Sweat for -8 yards and Jaquan Brisker for -8 yards,1.99,0.37,12.0,2023,180
3.0,13:36,2.0,18.0,MIN 38,3.0,3.0,Joshua Dobbs pass complete short right to T.J. Hockenson for 7 yards (tackle by Kyler Gordon),0.37,0.63,12.0,2023,180
3.0,12:57,3.0,11.0,MIN 45,3.0,3.0,Joshua Dobbs pass complete short left to T.J. Hockenson for 4 yards (tackle by T.J. Edwards),0.63,-0.13,12.0,2023,180
3.0,12:11,4.0,7.0,MIN 49,3.0,3.0,Joshua Dobbs pass complete short right to T.J. Hockenson for 6 yards (tackle by Kyler Gordon),-0.13,-1.93,12.0,2023,180
3.0,12:07,1.0,10.0,CHI 45,3.0,3.0,Justin Fields pass incomplete short right,1.93,1.38,12.0,2023,180
3.0,11:52,2.0,10.0,CHI 45,3.0,3.0,Roschon Johnson right end for 7 yards (tackle by Danielle Hunter),1.38,1.62,12.0,2023,180
3.0,11:15,3.0,3.0,MIN 48,3.0,3.0,Roschon Johnson up the middle for 4 yards (tackle by Patrick Jones),1.62,2.65,12.0,2023,180
3.0,10:33,1.0,10.0,MIN 44,3.0,3.0,Justin Fields pass incomplete short left intended for Robert Tonyan (defended by D.J. Wonnum),2.65,2.11,12.0,2023,180
3.0,10:29,2.0,10.0,MIN 44,3.0,3.0,Roschon Johnson up the middle for 5 yards (tackle by Harrison Phillips and Camryn Bynum),2.11,2.08,12.0,2023,180
3.0,9:53,3.0,5.0,MIN 39,3.0,3.0,Justin Fields up the middle for 10 yards (tackle by Josh Metellus),2.08,3.64,12.0,2023,180
3.0,9:14,1.0,10.0,MIN 29,3.0,3.0,Khalil Herbert right end for 2 yards (tackle by Jonathan Bullard and Danielle Hunter),3.64,3.37,12.0,2023,180
3.0,8:35,2.0,8.0,MIN 27,3.0,3.0,Justin Fields pass complete short left to D.J. Moore for 6 yards (tackle by Mekhi Blackmon),3.37,3.47,12.0,2023,180
3.0,7:53,3.0,2.0,MIN 21,3.0,3.0,Justin Fields pass complete short right to D.J. Moore for no gain (tackle by Josh Metellus and Byron Murphy),3.47,2.18,12.0,2023,180
3.0,7:03,4.0,2.0,MIN 21,6.0,3.0,Cairo Santos 39 yard field goal good,2.18,3.0,12.0,2023,180
3.0,6:59,,,CHI 35,6.0,3.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,180
3.0,6:59,1.0,10.0,MIN 25,6.0,3.0,Alexander Mattison up the middle for 7 yards (tackle by Tremaine Edmunds),0.61,1.01,12.0,2023,180
3.0,6:27,2.0,3.0,MIN 32,6.0,3.0,Alexander Mattison right tackle for 11 yards (tackle by Zacch Pickens),1.01,1.8,12.0,2023,180
3.0,5:49,1.0,10.0,MIN 43,6.0,3.0,Alexander Mattison up the middle for 1 yard (tackle by Gervon Dexter),1.8,1.39,12.0,2023,180
3.0,5:03,2.0,9.0,MIN 44,6.0,3.0,Joshua Dobbs pass incomplete short right intended for Ty Chandler,1.39,0.69,12.0,2023,180
3.0,4:57,3.0,9.0,MIN 44,6.0,3.0,"Joshua Dobbs pass incomplete intended for Jordan Addison. Penalty on Jaylon Johnson: Defensive Holding, 5 yards (accepted) (no play)",0.69,2.19,12.0,2023,180
3.0,4:50,1.0,10.0,MIN 49,6.0,3.0,Joshua Dobbs pass complete short right to C.J. Ham for -1 yards (tackle by Jack Sanborn),2.19,1.51,12.0,2023,180
3.0,4:10,2.0,11.0,MIN 48,6.0,3.0,Joshua Dobbs pass complete short right to Jordan Addison for 5 yards (tackle by Terell Smith),1.51,1.49,12.0,2023,180
3.0,3:31,3.0,6.0,CHI 47,6.0,3.0,Joshua Dobbs pass complete short left to Ty Chandler for 3 yards (tackle by T.J. Edwards),1.49,0.33,12.0,2023,180
3.0,2:47,4.0,3.0,CHI 44,6.0,3.0,Joshua Dobbs pass short middle (defended by Jaylon Johnson) intended for K.J. Osborn is intercepted by T.J. Edwards at CHI-31 and returned for no gain (tackle by K.J. Osborn),0.33,-1.0,12.0,2023,180
3.0,2:39,1.0,10.0,CHI 31,6.0,3.0,Justin Fields left end for 13 yards (tackle by D.J. Wonnum),1.0,1.86,12.0,2023,180
3.0,2:03,1.0,10.0,CHI 44,6.0,3.0,Roschon Johnson right end for 6 yards (tackle by Josh Metellus),1.86,2.13,12.0,2023,180
3.0,1:28,2.0,4.0,CHI 50,6.0,3.0,Roschon Johnson left tackle for 1 yard (tackle by D.J. Wonnum),2.13,1.55,12.0,2023,180
3.0,0:44,3.0,3.0,MIN 49,6.0,3.0,Justin Fields pass complete short right to D.J. Moore for 10 yards (tackle by Mekhi Blackmon),1.55,2.98,12.0,2023,180
3.0,0:01,1.0,10.0,MIN 39,6.0,3.0,Justin Fields pass complete short left to Cole Kmet for 4 yards (tackle by Josh Metellus),2.98,2.98,12.0,2023,180
4.0,15:00,2.0,6.0,MIN 35,6.0,3.0,Roschon Johnson up the middle for -2 yards (tackle by Danielle Hunter),2.98,2.02,12.0,2023,180
4.0,14:25,3.0,8.0,MIN 37,6.0,3.0,Justin Fields pass incomplete short left intended for D.J. Moore (defended by Byron Murphy),2.02,0.79,12.0,2023,180
4.0,14:20,4.0,8.0,MIN 37,9.0,3.0,Cairo Santos 55 yard field goal good,0.79,3.0,12.0,2023,180
4.0,14:15,,,CHI 35,9.0,3.0,"Cairo Santos kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,180
4.0,14:15,1.0,10.0,MIN 25,9.0,3.0,Joshua Dobbs pass complete short right to Jordan Addison for 5 yards (tackle by Terell Smith),0.61,0.74,12.0,2023,180
4.0,13:50,2.0,5.0,MIN 30,9.0,3.0,Ty Chandler up the middle for no gain (tackle by Kyler Gordon),0.74,0.04,12.0,2023,180
4.0,13:07,3.0,5.0,MIN 30,9.0,3.0,Joshua Dobbs pass complete short middle to Jordan Addison for 6 yards (tackle by Tremaine Edmunds),0.04,1.33,12.0,2023,180
4.0,12:42,1.0,10.0,MIN 36,9.0,3.0,Joshua Dobbs pass short middle (defended by Justin Jones) intended for C.J. Ham is intercepted by Kyler Gordon at MIN-38 and returned for no gain (tackle by C.J. Ham),1.33,-3.05,12.0,2023,180
4.0,12:32,1.0,10.0,MIN 38,9.0,3.0,"Roschon Johnson right tackle for 3 yards (tackle by Ivan Pace and Josh Metellus). Roschon Johnson fumbles (forced by Josh Metellus), recovered by Lucas Patrick at MIN-35",3.05,2.91,12.0,2023,180
4.0,11:53,2.0,7.0,MIN 35,9.0,3.0,Roschon Johnson left guard for 3 yards (tackle by Jonathan Bullard and Sheldon Day),2.91,2.61,12.0,2023,180
4.0,11:16,3.0,4.0,MIN 32,9.0,3.0,Justin Fields pass complete short left to Darnell Mooney for 10 yards (tackle by Ivan Pace),2.61,4.11,12.0,2023,180
4.0,10:32,1.0,10.0,MIN 22,9.0,3.0,Justin Fields pass complete short left to Roschon Johnson for no gain (tackle by Sheldon Day),4.11,3.56,12.0,2023,180
4.0,9:56,2.0,10.0,MIN 22,9.0,3.0,"Justin Fields sacked by Danielle Hunter for -1 yards. Justin Fields fumbles (forced by Danielle Hunter), recovered by Sheldon Day at MIN-23 and returned for 5 yards",3.56,-0.81,12.0,2023,180
4.0,9:46,1.0,10.0,MIN 28,9.0,3.0,Alexander Mattison right guard for no gain (tackle by DeMarcus Walker and Tremaine Edmunds),0.81,-0.07,12.0,2023,180
4.0,9:19,2.0,10.0,MIN 23,9.0,3.0,Joshua Dobbs scrambles right end for 7 yards (tackle by T.J. Edwards),-0.07,0.23,12.0,2023,180
4.0,8:32,3.0,2.0,MIN 30,9.0,3.0,Joshua Dobbs pass complete short right to Brandon Powell for 18 yards (tackle by Eddie Jackson),0.23,2.13,12.0,2023,180
4.0,7:53,1.0,10.0,MIN 48,9.0,3.0,Joshua Dobbs pass incomplete deep left intended for Jordan Addison,2.13,1.58,12.0,2023,180
4.0,7:40,2.0,10.0,MIN 48,9.0,3.0,"Joshua Dobbs pass complete short middle to Jordan Addison for 14 yards (tackle by Terell Smith) CHI challenged the pass completion ruling, and the play was upheld.",1.58,3.05,12.0,2023,180
4.0,7:05,1.0,10.0,CHI 38,9.0,3.0,Alexander Mattison left guard for 5 yards (tackle by Zacch Pickens and Rasheem Green),3.05,3.18,12.0,2023,180
4.0,6:30,2.0,5.0,CHI 33,9.0,3.0,Joshua Dobbs pass complete deep right to T.J. Hockenson for 16 yards (tackle by Jaquan Brisker),3.18,4.44,12.0,2023,180
4.0,5:58,1.0,10.0,CHI 17,9.0,9.0,"Joshua Dobbs pass complete deep middle to T.J. Hockenson for 17 yards, touchdown",4.44,7.0,12.0,2023,180
4.0,5:54,,,CHI 15,9.0,10.0,Greg Joseph kicks extra point good,0.0,0.0,12.0,2023,180
4.0,5:54,,,MIN 35,9.0,10.0,"Greg Joseph kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,180
4.0,5:54,1.0,10.0,CHI 25,9.0,10.0,Khalil Herbert up the middle for 8 yards (tackle by Harrison Smith),0.61,1.14,12.0,2023,180
4.0,5:40,2.0,2.0,CHI 33,9.0,10.0,Khalil Herbert right tackle for 3 yards (tackle by Danielle Hunter and Troy Dye),1.14,1.33,12.0,2023,180
4.0,4:48,1.0,10.0,CHI 36,9.0,10.0,Justin Fields pass complete short left to D.J. Moore for 4 yards (tackle by Camryn Bynum),1.33,1.33,12.0,2023,180
4.0,4:16,2.0,6.0,CHI 40,9.0,10.0,Justin Fields pass complete short right to Darnell Mooney for -4 yards (tackle by Mekhi Blackmon),1.33,0.1,12.0,2023,180
4.0,3:36,3.0,10.0,CHI 36,9.0,10.0,"Justin Fields scrambles for 6 yards. Justin Fields fumbles (forced by Josh Metellus), recovered by Anthony Barr at CHI-43. Penalty on Nate Davis: Offensive Holding, 10 yards (declined)",0.1,-2.72,12.0,2023,180
4.0,3:28,1.0,10.0,CHI 43,9.0,10.0,Alexander Mattison up the middle for no gain (tackle by Jaquan Brisker),2.72,2.18,12.0,2023,180
4.0,2:48,2.0,10.0,CHI 43,9.0,10.0,Alexander Mattison right tackle for 1 yard (tackle by Justin Jones),2.18,1.62,12.0,2023,180
4.0,2:41,,,,,,Timeout #2 by Chicago Bears,,,12.0,2023,180
4.0,2:41,3.0,9.0,CHI 42,9.0,10.0,Joshua Dobbs pass complete short left to Brandon Powell for -1 yards (tackle by T.J. Edwards),1.62,0.4,12.0,2023,180
4.0,2:36,,,,,,Timeout #3 by Chicago Bears,,,12.0,2023,180
4.0,2:36,4.0,10.0,CHI 43,9.0,10.0,"Penalty on MIN: Delay of Game, 5 yards (accepted) (no play)",0.4,0.07,12.0,2023,180
4.0,2:36,4.0,15.0,CHI 48,9.0,10.0,Ryan Wright punts 26 yards out of bounds,0.07,-0.41,12.0,2023,180
4.0,2:29,1.0,10.0,CHI 22,9.0,10.0,Justin Fields pass complete short left to D.J. Moore for 16 yards (tackle by Byron Murphy),0.41,1.47,12.0,2023,180
4.0,2:00,1.0,10.0,CHI 38,9.0,10.0,Justin Fields scrambles left end for 5 yards (tackle by Ivan Pace),1.47,1.6,12.0,2023,180
4.0,1:55,2.0,5.0,CHI 43,9.0,10.0,Justin Fields left end for 8 yards (tackle by Ivan Pace),1.6,2.32,12.0,2023,180
4.0,1:27,1.0,10.0,MIN 49,9.0,10.0,Justin Fields pass incomplete short left,2.32,1.78,12.0,2023,180
4.0,1:15,2.0,10.0,MIN 49,9.0,10.0,Justin Fields pass incomplete short right,1.78,1.09,12.0,2023,180
4.0,1:06,3.0,10.0,MIN 49,9.0,10.0,Justin Fields pass complete deep middle to D.J. Moore for 36 yards (tackle by Josh Metellus and Camryn Bynum),1.09,4.71,12.0,2023,180
4.0,0:55,,,,,,Timeout #1 by Minnesota Vikings,,,12.0,2023,180
4.0,0:55,1.0,10.0,MIN 13,9.0,10.0,"Penalty on MIN: Defensive Too Many Men on Field, 5 yards (accepted) (no play)",4.71,5.86,12.0,2023,180
4.0,0:55,1.0,5.0,MIN 8,9.0,10.0,Justin Fields kneels for -1 yards,5.86,4.77,12.0,2023,180
4.0,0:53,,,,,,Timeout #2 by Minnesota Vikings,,,12.0,2023,180
4.0,0:53,2.0,6.0,MIN 9,9.0,10.0,Justin Fields kneels for -2 yards,4.77,3.45,12.0,2023,180
4.0,0:51,,,,,,Timeout #3 by Minnesota Vikings,,,12.0,2023,180
4.0,0:51,3.0,8.0,MIN 11,9.0,10.0,Justin Fields kneels for -1 yards,3.45,2.63,12.0,2023,180
4.0,0:13,4.0,9.0,MIN 12,12.0,10.0,Cairo Santos 30 yard field goal good,2.63,3.0,12.0,2023,180
4.0,0:10,,,CHI 35,12.0,10.0,"Cairo Santos kicks off 69 yards, returned by Kene Nwangwu for 38 yards (tackle by Travis Homer and Elijah Hicks)",0.0,1.2,12.0,2023,180
4.0,0:05,1.0,10.0,MIN 34,12.0,10.0,"Joshua Dobbs pass complete short middle to K.J. Osborn for 26 yards. K.J. Osborn fumbles (forced by Tremaine Edmunds), recovered by Alexander Mattison at CHI-44 and returned for -1 yards. Alexander Mattison fumbles (forced by Josh Blackwell), recovered by K.J. Osborn at CHI-45 and returned for -3 yards, lateral to K.J. Osborn for -3 yards, lateral to Jordan Addison for -6 yards, lateral to Joshua Dobbs for 5 yards. Penalty on Joshua Dobbs: Illegal Forward Pass (accepted)",1.2,2.65,12.0,2023,180
