Tm,Total,Offense Tot,Offense Pass,Offense Rush,Offense TOvr,Defense Tot,Defense Pass,Defense Rush,Defense TOvr,Special Teams Tot,Special Teams KO,Special Teams KR,Special Teams P,Special Teams PR,Special Teams FG/XP,week,year,game_id
Patriots,-3.0,-12.51,-15.6,3.75,-14.49,12.44,0.72,10.41,3.97,-2.86,-1.22,2.49,4.07,-4.1,-4.1,12.0,2023,174
Giants,3.0,-12.44,-0.72,-10.41,-3.97,12.51,15.6,-3.75,14.49,2.86,-2.49,1.22,4.1,-4.07,4.1,12.0,2023,174
