#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,13:14,CAR 20,4,3:04,23,Punt,0,Panthers,12.0,2023,170
2,1,0:34,CAR 21,14,6:43,47,Field Goal,0,Panthers,12.0,2023,170
3,2,6:32,CAR 4,7,3:26,13,Fumble,0,Panthers,12.0,2023,170
4,2,2:27,CAR 20,3,0:48,6,Punt,0,Panthers,12.0,2023,170
5,2,0:50,CAR 10,3,0:22,8,Punt,0,Panthers,12.0,2023,170
6,3,15:00,CAR 33,11,6:54,67,Touchdown,0,Panthers,12.0,2023,170
7,3,5:20,CAR 12,9,4:56,30,Punt,0,Panthers,12.0,2023,170
8,4,14:00,CAR 11,5,2:27,15,Punt,0,Panthers,12.0,2023,170
9,4,10:01,CAR 9,8,4:07,39,Punt,0,Panthers,12.0,2023,170
10,4,2:57,CAR 20,4,1:02,4,Downs,0,Panthers,12.0,2023,170
