Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Trevor Lawrence,JAX,2,0,1,1,12.0,2023,173
Travis Etienne,JAX,20,56,0,20,12.0,2023,173
D'Ernest Johnson,JAX,7,19,0,7,12.0,2023,173
Tank Bigsby,JAX,1,6,0,6,12.0,2023,173
Christian Kirk,JAX,0,0,0,0,12.0,2023,173
Calvin Ridley,JAX,0,0,0,0,12.0,2023,173
Luke Farrell,JAX,0,0,0,0,12.0,2023,173
Evan Engram,JAX,0,0,0,0,12.0,2023,173
Zay Jones,JAX,0,0,0,0,12.0,2023,173
C.J. Stroud,HOU,6,47,1,16,12.0,2023,173
Devin Singletary,HOU,6,18,0,14,12.0,2023,173
Dameon Pierce,HOU,5,14,0,4,12.0,2023,173
Tank Dell,HOU,1,12,0,12,12.0,2023,173
Nico Collins,HOU,0,0,0,0,12.0,2023,173
Robert Woods,HOU,0,0,0,0,12.0,2023,173
Xavier Hutchinson,HOU,0,0,0,0,12.0,2023,173
Brevin Jordan,HOU,0,0,0,0,12.0,2023,173
John Metchie,HOU,0,0,0,0,12.0,2023,173
Dalton Schultz,HOU,0,0,0,0,12.0,2023,173
Andrew Beck,HOU,0,0,0,0,12.0,2023,173
