Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Kenny Pickett,PIT,5,5,0,5,12.0,2023,171
Najee Harris,PIT,15,99,1,22,12.0,2023,171
Jaylen Warren,PIT,13,49,0,9,12.0,2023,171
Pat Freiermuth,PIT,0,0,0,0,12.0,2023,171
George Pickens,PIT,0,0,0,0,12.0,2023,171
Diontae Johnson,PIT,0,0,0,0,12.0,2023,171
Connor Heyward,PIT,0,0,0,0,12.0,2023,171
Allen Robinson,PIT,0,0,0,0,12.0,2023,171
Darnell Washington,PIT,0,0,0,0,12.0,2023,171
Calvin Austin III,PIT,0,0,0,0,12.0,2023,171
Jake Browning,CIN,3,9,0,6,12.0,2023,171
Joe Mixon,CIN,8,16,0,4,12.0,2023,171
Ja'Marr Chase,CIN,0,0,0,0,12.0,2023,171
Trenton Irwin,CIN,0,0,0,0,12.0,2023,171
Tyler Boyd,CIN,0,0,0,0,12.0,2023,171
Tanner Hudson,CIN,0,0,0,0,12.0,2023,171
Andrei Iosivas,CIN,0,0,0,0,12.0,2023,171
Drew Sample,CIN,0,0,0,0,12.0,2023,171
Irv Smith Jr.,CIN,0,0,0,0,12.0,2023,171
Mitchell Wilcox,CIN,0,0,0,0,12.0,2023,171
