Player,Tm,Rushing Att,Rushing Yds,Rushing TD,Rushing Lng,week,year,game_id
Sam Howell,WAS,2,13,1,12,12.0,2023,166
Brian Robinson Jr.,WAS,15,53,0,14,12.0,2023,166
Antonio Gibson,WAS,6,21,0,6,12.0,2023,166
Chris Rodriguez,WAS,4,21,0,13,12.0,2023,166
Curtis Samuel,WAS,0,0,0,0,12.0,2023,166
Jahan Dotson,WAS,0,0,0,0,12.0,2023,166
Terry McLaurin,WAS,0,0,0,0,12.0,2023,166
Cole Turner,WAS,0,0,0,0,12.0,2023,166
Byron Pringle,WAS,0,0,0,0,12.0,2023,166
Logan Thomas,WAS,0,0,0,0,12.0,2023,166
Dyami Brown,WAS,0,0,0,0,12.0,2023,166
Dak Prescott,DAL,1,10,0,10,12.0,2023,166
Tony Pollard,DAL,13,79,1,27,12.0,2023,166
Rico Dowdle,DAL,3,11,0,7,12.0,2023,166
Brandin Cooks,DAL,0,0,0,0,12.0,2023,166
CeeDee Lamb,DAL,1,0,0,0,12.0,2023,166
Jalen Tolbert,DAL,0,0,0,0,12.0,2023,166
Jake Ferguson,DAL,0,0,0,0,12.0,2023,166
KaVontae Turpin,DAL,0,0,0,0,12.0,2023,166
Jalen Brooks,DAL,0,0,0,0,12.0,2023,166
Michael Gallup,DAL,0,0,0,0,12.0,2023,166
Luke Schoonmaker,DAL,0,0,0,0,12.0,2023,166
