Player,Tm,Receiving Tgt,Receiving Rec,Receiving Yds,Receiving TD,Receiving Lng,week,year,game_id
Josh Allen,BUF,0,0,0,0,0,12.0,2023,178
James Cook,BUF,7,6,57,0,29,12.0,2023,178
Latavius Murray,BUF,5,3,18,0,6,12.0,2023,178
Ty Johnson,BUF,0,0,0,0,0,12.0,2023,178
Gabriel Davis,BUF,12,6,105,1,25,12.0,2023,178
Stefon Diggs,BUF,11,6,74,1,22,12.0,2023,178
Khalil Shakir,BUF,5,3,47,0,31,12.0,2023,178
Dalton Kincaid,BUF,6,5,38,0,14,12.0,2023,178
Trent Sherfield,BUF,3,0,0,0,0,12.0,2023,178
Jalen Hurts,PHI,0,0,0,0,0,12.0,2023,178
D'Andre Swift,PHI,1,1,4,0,4,12.0,2023,178
Kenneth Gainwell,PHI,3,2,10,0,6,12.0,2023,178
Boston Scott,PHI,1,0,0,0,0,12.0,2023,178
DeVonta Smith,PHI,8,7,106,1,33,12.0,2023,178
A.J. Brown,PHI,9,5,37,1,11,12.0,2023,178
Olamide Zaccheaus,PHI,1,1,29,1,29,12.0,2023,178
Jack Stoll,PHI,2,1,14,0,14,12.0,2023,178
Julio Jones,PHI,3,1,0,0,0,12.0,2023,178
