Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA,week,year,game_id
,,,,,,,"Cowboys won the coin toss and deferred, Commanders to receive the opening kickoff.",,,12.0,2023,166
1.0,15:00,,,DAL 35,0.0,0.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,166
1.0,15:00,1.0,10.0,WAS 25,0.0,0.0,Brian Robinson right guard for 8 yards (tackle by Markquese Bell and Damone Clark),0.61,1.14,12.0,2023,166
1.0,14:30,2.0,2.0,WAS 33,0.0,0.0,Brian Robinson up the middle for 1 yard (tackle by Micah Parsons and Donovan Wilson),1.14,0.56,12.0,2023,166
1.0,13:47,3.0,1.0,WAS 34,0.0,0.0,Sam Howell pass complete short right to Brian Robinson for 19 yards (tackle by Stephon Gilmore),0.56,2.46,12.0,2023,166
1.0,13:10,1.0,10.0,DAL 47,0.0,0.0,Sam Howell sacked by Johnathan Hankins for -8 yards,2.46,0.83,12.0,2023,166
1.0,12:24,2.0,18.0,WAS 45,0.0,0.0,Sam Howell pass incomplete short left intended for Terry McLaurin,0.83,0.17,12.0,2023,166
1.0,12:20,3.0,18.0,WAS 45,0.0,0.0,Sam Howell pass complete short left to Antonio Gibson for 11 yards (tackle by Juanyeh Thomas and Jourdan Lewis),0.17,0.33,12.0,2023,166
1.0,11:40,4.0,7.0,DAL 44,0.0,0.0,"Tress Way punts 29 yards, fair catch by KaVontae Turpin at DAL-15",0.33,0.22,12.0,2023,166
1.0,11:33,1.0,10.0,DAL 15,0.0,0.0,Dak Prescott pass complete short right to Michael Gallup for 13 yards (tackle by Benjamin St-Juste),-0.22,0.81,12.0,2023,166
1.0,10:59,1.0,10.0,DAL 28,0.0,0.0,"Dak Prescott pass incomplete short right intended for CeeDee Lamb (defended by Benjamin St-Juste). Penalty on Benjamin St-Juste: Illegal Contact, 5 yards (accepted) (no play)",0.81,1.14,12.0,2023,166
1.0,10:53,1.0,10.0,DAL 33,0.0,0.0,Tony Pollard right tackle for 5 yards (tackle by Jamin Davis),1.14,1.27,12.0,2023,166
1.0,10:22,2.0,5.0,DAL 38,0.0,0.0,Dak Prescott pass incomplete deep right intended for CeeDee Lamb,1.27,0.56,12.0,2023,166
1.0,10:16,3.0,5.0,DAL 38,0.0,0.0,Dak Prescott pass incomplete deep middle intended for Jalen Tolbert,0.56,-0.85,12.0,2023,166
1.0,10:11,4.0,5.0,DAL 38,0.0,0.0,"Bryan Anger punts 59 yards, returned by Jamison Crowder for no gain (tackle by Sam Williams). Penalty on Sam Williams: Face Mask (15 Yards), 15 yards (accepted)",-0.85,-0.04,12.0,2023,166
1.0,9:59,1.0,10.0,WAS 18,0.0,0.0,Brian Robinson left guard for 1 yard (tackle by Damone Clark and Markquese Bell),0.04,-0.32,12.0,2023,166
1.0,9:21,2.0,9.0,WAS 19,0.0,0.0,Brian Robinson left end for 6 yards (tackle by Damone Clark),-0.32,-0.27,12.0,2023,166
1.0,8:40,3.0,3.0,WAS 25,0.0,0.0,Sam Howell pass complete short right to Terry McLaurin for 8 yards,-0.27,1.14,12.0,2023,166
1.0,8:06,1.0,10.0,WAS 33,0.0,0.0,Sam Howell pass complete short right to Curtis Samuel for 6 yards (tackle by Stephon Gilmore),1.14,1.4,12.0,2023,166
1.0,7:34,2.0,4.0,WAS 39,0.0,0.0,Sam Howell pass complete short left to Jahan Dotson for 10 yards (tackle by DaRon Bland),1.4,2.19,12.0,2023,166
1.0,6:52,1.0,10.0,WAS 49,0.0,0.0,Sam Howell pass complete short right to Curtis Samuel for 8 yards (tackle by DaRon Bland),2.19,2.73,12.0,2023,166
1.0,6:08,2.0,2.0,DAL 43,0.0,0.0,Sam Howell pass incomplete short right intended for Brian Robinson,2.73,2.01,12.0,2023,166
1.0,6:03,3.0,2.0,DAL 43,0.0,0.0,Sam Howell pass incomplete short left intended for Terry McLaurin,2.01,0.4,12.0,2023,166
1.0,6:00,4.0,2.0,DAL 43,0.0,0.0,"Tress Way punts 33 yards, fair catch by KaVontae Turpin at DAL-10",0.4,0.38,12.0,2023,166
1.0,5:53,1.0,10.0,DAL 10,0.0,0.0,"Penalty on Zack Martin: False Start, 5 yards (accepted) (no play)",-0.38,-0.57,12.0,2023,166
1.0,5:53,1.0,15.0,DAL 5,0.0,0.0,Dak Prescott pass complete deep middle to Jake Ferguson for 35 yards (tackle by Cody Barton),-0.57,1.6,12.0,2023,166
1.0,5:19,1.0,10.0,DAL 40,0.0,0.0,Tony Pollard right end for 9 yards (tackle by Kamren Curl),1.6,2.27,12.0,2023,166
1.0,4:46,2.0,1.0,DAL 49,0.0,0.0,Tony Pollard right tackle for -3 yards (tackle by Daron Payne),2.27,1.16,12.0,2023,166
1.0,4:08,3.0,4.0,DAL 46,0.0,0.0,Dak Prescott pass complete short middle to CeeDee Lamb for 8 yards (tackle by K.J. Henry),1.16,2.52,12.0,2023,166
1.0,3:38,1.0,10.0,WAS 46,0.0,0.0,Dak Prescott pass incomplete short right intended for Brandin Cooks,2.52,1.98,12.0,2023,166
1.0,3:29,2.0,10.0,WAS 46,0.0,0.0,"Rico Dowdle left end for no gain (tackle by Percy Butler). Penalty on CeeDee Lamb: Offensive Holding, 10 yards (accepted) (no play)",1.98,0.63,12.0,2023,166
1.0,3:19,2.0,20.0,DAL 44,0.0,0.0,"Penalty on CeeDee Lamb: False Start, 5 yards (accepted) (no play)",0.63,-0.05,12.0,2023,166
1.0,3:03,2.0,25.0,DAL 39,0.0,0.0,"Dak Prescott pass complete deep middle to Jalen Tolbert for 18 yards (tackle by Kendall Fuller). Penalty on Daron Payne: Defensive Offside, 5 yards (declined)",-0.05,1.68,12.0,2023,166
1.0,2:52,3.0,7.0,WAS 43,0.0,0.0,Tony Pollard right end for 14 yards (tackle by Kendall Fuller),1.68,3.64,12.0,2023,166
1.0,2:19,1.0,10.0,WAS 29,0.0,0.0,"Dak Prescott pass complete short left to Tony Pollard for 6 yards. Tony Pollard fumbles (forced by Jamin Davis), recovered by CeeDee Lamb at WAS-22",3.64,4.05,12.0,2023,166
1.0,1:38,2.0,3.0,WAS 22,0.0,0.0,Rico Dowdle right end for 7 yards (tackle by Khaleke Hudson),4.05,4.58,12.0,2023,166
1.0,0:57,,,,,,Timeout #1 by Dallas Cowboys,,,12.0,2023,166
1.0,0:57,1.0,10.0,WAS 15,0.0,0.0,Dak Prescott pass incomplete short right intended for CeeDee Lamb,4.58,3.95,12.0,2023,166
1.0,0:53,2.0,10.0,WAS 15,0.0,6.0,"Dak Prescott pass complete short right to Rico Dowdle for 15 yards, touchdown",3.95,7.0,12.0,2023,166
1.0,0:46,,,WAS 15,0.0,7.0,Brandon Aubrey kicks extra point good,0.0,0.0,12.0,2023,166
1.0,0:46,,,DAL 35,0.0,7.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,166
1.0,0:46,1.0,10.0,WAS 25,0.0,7.0,Brian Robinson left tackle for no gain (tackle by Damone Clark and Sam Williams),0.61,0.06,12.0,2023,166
1.0,0:07,2.0,10.0,WAS 25,0.0,7.0,Sam Howell pass incomplete short right intended for Terry McLaurin,0.06,-0.62,12.0,2023,166
1.0,0:01,3.0,10.0,WAS 25,0.0,7.0,Sam Howell pass complete deep left to Curtis Samuel for 30 yards (tackle by Malik Hooker),-0.62,2.59,12.0,2023,166
2.0,15:00,1.0,10.0,DAL 45,0.0,7.0,Sam Howell pass complete short right to Jahan Dotson for 12 yards (tackle by Damone Clark),2.59,3.38,12.0,2023,166
2.0,14:21,1.0,10.0,DAL 33,0.0,7.0,Brian Robinson up the middle for 14 yards (tackle by Dorance Armstrong),3.38,4.31,12.0,2023,166
2.0,13:36,1.0,10.0,DAL 19,0.0,7.0,Brian Robinson right tackle for no gain (tackle by Dorance Armstrong and Rashaan Evans),4.31,3.75,12.0,2023,166
2.0,12:58,2.0,10.0,DAL 19,0.0,7.0,Sam Howell pass complete short right to Brian Robinson for -8 yards (tackle by Damone Clark),3.75,2.02,12.0,2023,166
2.0,12:10,3.0,18.0,DAL 27,0.0,7.0,Sam Howell pass complete short left to Logan Thomas for 2 yards (tackle by Juanyeh Thomas),2.02,1.8,12.0,2023,166
2.0,11:31,4.0,16.0,DAL 25,3.0,7.0,Joey Slye 43 yard field goal good,1.8,3.0,12.0,2023,166
2.0,11:27,,,WAS 35,3.0,7.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,166
2.0,11:27,1.0,10.0,DAL 25,3.0,7.0,Dak Prescott pass complete short middle to Tony Pollard for 4 yards (tackle by Cody Barton),0.61,0.6,12.0,2023,166
2.0,10:55,2.0,6.0,DAL 29,3.0,7.0,Dak Prescott scrambles left end for 10 yards (tackle by Percy Butler),0.6,1.53,12.0,2023,166
2.0,10:19,1.0,10.0,DAL 39,3.0,7.0,Dak Prescott pass complete short left to Luke Schoonmaker for 12 yards (tackle by Kamren Curl),1.53,2.32,12.0,2023,166
2.0,9:46,1.0,10.0,WAS 49,3.0,7.0,Tony Pollard right tackle for 2 yards (tackle by Cody Barton and Casey Toohill),2.32,2.05,12.0,2023,166
2.0,9:11,2.0,8.0,WAS 47,3.0,7.0,Dak Prescott pass complete short middle to CeeDee Lamb for 16 yards (tackle by Kamren Curl),2.05,3.51,12.0,2023,166
2.0,8:33,1.0,10.0,WAS 31,3.0,13.0,"Dak Prescott pass complete deep left to Brandin Cooks for 31 yards, touchdown",3.51,7.0,12.0,2023,166
