Quarter,Time,Down,ToGo,Location,WAS,DAL,Detail,EPB,EPA,week,year,game_id
2.0,8:27,,,WAS 15,3.0,14.0,Brandon Aubrey kicks extra point good,0.0,0.0,12.0,2023,166
2.0,8:27,,,DAL 35,3.0,14.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,166
2.0,8:27,1.0,10.0,WAS 25,3.0,14.0,Sam Howell pass incomplete deep left intended for Terry McLaurin,0.61,0.06,12.0,2023,166
2.0,8:21,2.0,10.0,WAS 25,3.0,14.0,Sam Howell pass complete short middle to Logan Thomas for 13 yards (tackle by Rashaan Evans),0.06,1.47,12.0,2023,166
2.0,7:46,1.0,10.0,WAS 38,3.0,14.0,Brian Robinson up the middle for 3 yards (tackle by Damone Clark and DaRon Bland),1.47,1.33,12.0,2023,166
2.0,7:06,2.0,7.0,WAS 41,3.0,14.0,Antonio Gibson up the middle for 6 yards (tackle by Damone Clark and Malik Hooker),1.33,1.42,12.0,2023,166
2.0,6:21,3.0,1.0,WAS 47,3.0,14.0,"Sam Howell pass incomplete short left intended for Curtis Samuel. Penalty on Donovan Wilson: Defensive Pass Interference, 3 yards (accepted) (no play)",1.42,2.26,12.0,2023,166
2.0,6:16,1.0,10.0,DAL 50,3.0,14.0,Sam Howell pass complete short right to Curtis Samuel for 8 yards (tackle by Malik Hooker),2.26,2.79,12.0,2023,166
2.0,5:34,2.0,2.0,DAL 42,3.0,14.0,Antonio Gibson right guard for 3 yards (tackle by Johnathan Hankins and Donovan Wilson),2.79,2.98,12.0,2023,166
2.0,4:56,1.0,10.0,DAL 39,3.0,14.0,"Sam Howell pass incomplete deep left intended for Dyami Brown. Penalty on Dante Fowler: Defensive Offside, 5 yards (accepted) (no play)",2.98,3.71,12.0,2023,166
2.0,4:50,1.0,5.0,DAL 34,3.0,14.0,Sam Howell sacked by and Dante Fowler for -7 yards and Micah Parsons for -7 yards,3.71,2.17,12.0,2023,166
2.0,4:02,2.0,12.0,DAL 41,3.0,14.0,Sam Howell pass complete short middle to Terry McLaurin for 12 yards (tackle by DaRon Bland and Stephon Gilmore),2.17,3.64,12.0,2023,166
2.0,3:24,1.0,10.0,DAL 29,3.0,14.0,Brian Robinson right tackle for no gain (tackle by Osa Odighizuwa),3.64,3.1,12.0,2023,166
2.0,2:45,2.0,10.0,DAL 29,3.0,14.0,Sam Howell pass incomplete short right intended for Curtis Samuel,3.1,2.41,12.0,2023,166
2.0,2:40,3.0,10.0,DAL 29,3.0,14.0,Sam Howell pass complete short left to Jahan Dotson for 15 yards (tackle by DaRon Bland),2.41,4.65,12.0,2023,166
2.0,2:00,1.0,10.0,DAL 14,3.0,14.0,Sam Howell pass complete short left to Curtis Samuel for 13 yards (tackle by DaRon Bland and Malik Hooker),4.65,6.97,12.0,2023,166
2.0,1:55,,,,,,Timeout #2 by Dallas Cowboys,,,12.0,2023,166
2.0,1:55,1.0,1.0,DAL 1,9.0,14.0,"Sam Howell right tackle for 1 yard, touchdown",6.97,7.0,12.0,2023,166
2.0,1:51,,,DAL 15,10.0,14.0,Joey Slye kicks extra point good,0.0,0.0,12.0,2023,166
2.0,1:51,,,WAS 35,10.0,14.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,166
2.0,1:51,1.0,10.0,DAL 25,10.0,14.0,"Penalty on Jonathan Allen: Encroachment, 5 yards (accepted) (no play)",0.61,1.34,12.0,2023,166
2.0,1:51,1.0,5.0,DAL 30,10.0,14.0,Dak Prescott pass complete short right to Brandin Cooks for 8 yards (tackle by Danny Johnson),1.34,1.47,12.0,2023,166
2.0,1:31,1.0,10.0,DAL 38,10.0,14.0,Dak Prescott pass incomplete short middle intended for CeeDee Lamb (defended by Daron Payne),1.47,0.92,12.0,2023,166
2.0,1:27,2.0,10.0,DAL 38,10.0,14.0,Dak Prescott pass complete deep right to Jalen Brooks for 24 yards (tackle by Benjamin St-Juste),0.92,3.05,12.0,2023,166
2.0,0:59,1.0,10.0,WAS 38,10.0,14.0,Dak Prescott pass complete deep left to Jalen Tolbert for 31 yards (tackle by Percy Butler),3.05,5.6,12.0,2023,166
2.0,0:30,1.0,7.0,WAS 7,10.0,20.0,"Tony Pollard up the middle for 7 yards, touchdown",5.6,7.0,12.0,2023,166
2.0,0:26,,,WAS 15,10.0,20.0,Brandon Aubrey kicks extra point no good,0.0,-1.0,12.0,2023,166
2.0,0:26,,,DAL 35,10.0,20.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,166
2.0,0:26,1.0,10.0,WAS 25,10.0,20.0,Sam Howell pass incomplete deep left intended for Curtis Samuel,0.61,0.06,12.0,2023,166
2.0,0:18,2.0,10.0,WAS 25,10.0,20.0,Sam Howell pass complete short left to Byron Pringle for 11 yards (tackle by Jourdan Lewis),0.06,1.33,12.0,2023,166
2.0,0:13,,,,,,Timeout #1 by Washington Commanders,,,12.0,2023,166
2.0,0:13,1.0,10.0,WAS 36,10.0,20.0,"Sam Howell pass complete short right to Logan Thomas for no gain (tackle by Markquese Bell). Penalty on Charles Leno: Offensive Holding, 10 yards (accepted) (no play)",1.33,0.67,12.0,2023,166
2.0,0:05,1.0,20.0,WAS 26,10.0,20.0,Brian Robinson left guard for 7 yards (tackle by Markquese Bell and Sam Williams),0.67,0.39,12.0,2023,166
3.0,15:00,,,WAS 35,10.0,20.0,"Joey Slye kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,166
3.0,15:00,1.0,10.0,DAL 25,10.0,20.0,Dak Prescott pass complete short right to Tony Pollard for 10 yards (tackle by Jamin Davis and Kendall Fuller),0.61,1.27,12.0,2023,166
3.0,14:30,1.0,10.0,DAL 35,10.0,20.0,Tony Pollard right tackle for -1 yards (tackle by Daron Payne),1.27,0.59,12.0,2023,166
3.0,13:55,2.0,11.0,DAL 34,10.0,20.0,Dak Prescott pass incomplete deep right intended for CeeDee Lamb,0.59,-0.1,12.0,2023,166
3.0,13:49,3.0,11.0,DAL 34,10.0,20.0,Dak Prescott pass complete short middle to Tony Pollard for 8 yards (tackle by Jartavius Martin and Cody Barton),-0.1,-0.59,12.0,2023,166
3.0,13:11,4.0,3.0,DAL 42,10.0,20.0,"Bryan Anger punts 50 yards, fair catch by Jamison Crowder at WAS-8",-0.59,0.38,12.0,2023,166
3.0,13:02,1.0,10.0,WAS 8,10.0,20.0,Brian Robinson up the middle for 11 yards (tackle by Donovan Wilson),-0.38,0.15,12.0,2023,166
3.0,12:26,1.0,10.0,WAS 19,10.0,20.0,Brian Robinson up the middle for 3 yards (tackle by Donovan Wilson and Johnathan Hankins),0.15,0.07,12.0,2023,166
3.0,11:45,2.0,7.0,WAS 22,10.0,20.0,Sam Howell scrambles up the middle for 12 yards (tackle by Malik Hooker),0.07,1.2,12.0,2023,166
3.0,11:05,1.0,10.0,WAS 34,10.0,20.0,Sam Howell pass complete short right to Jahan Dotson for 7 yards (tackle by Stephon Gilmore),1.2,1.6,12.0,2023,166
3.0,10:27,2.0,3.0,WAS 41,10.0,20.0,Sam Howell pass complete short left to Curtis Samuel for 11 yards (tackle by DaRon Bland),1.6,2.39,12.0,2023,166
3.0,9:47,1.0,10.0,DAL 48,10.0,20.0,Sam Howell pass complete short left to Jahan Dotson for 8 yards (tackle by DaRon Bland),2.39,2.93,12.0,2023,166
3.0,9:08,2.0,2.0,DAL 40,10.0,20.0,Brian Robinson up the middle for 1 yard (tackle by Osa Odighizuwa),2.93,2.34,12.0,2023,166
3.0,8:25,,,,,,Timeout #1 by Washington Commanders,,,12.0,2023,166
3.0,8:25,3.0,1.0,DAL 39,10.0,20.0,Sam Howell pass incomplete deep right intended for Terry McLaurin (defended by Stephon Gilmore),2.34,0.66,12.0,2023,166
3.0,8:19,4.0,1.0,DAL 39,10.0,20.0,Brian Robinson up the middle for -2 yards (tackle by Osa Odighizuwa and Donovan Wilson),0.66,-1.66,12.0,2023,166
3.0,8:13,1.0,10.0,DAL 41,10.0,20.0,Tony Pollard right tackle for 4 yards (tackle by Casey Toohill),1.66,1.66,12.0,2023,166
3.0,7:39,2.0,6.0,DAL 45,10.0,20.0,Dak Prescott pass complete short left to Tony Pollard for -5 yards (tackle by Cody Barton),1.66,0.3,12.0,2023,166
3.0,7:02,3.0,11.0,DAL 40,10.0,20.0,Dak Prescott pass incomplete deep middle intended for Jake Ferguson (defended by Percy Butler),0.3,-0.72,12.0,2023,166
3.0,6:56,4.0,11.0,DAL 40,10.0,20.0,"Bryan Anger punts 49 yards, returned by Jamison Crowder for 9 yards (tackle by Trent Sieg and Chauncey Golston)",-0.72,-0.28,12.0,2023,166
3.0,6:43,1.0,10.0,WAS 20,10.0,20.0,Sam Howell pass complete short right to Curtis Samuel for 9 yards (tackle by Damone Clark and Jourdan Lewis),0.28,0.95,12.0,2023,166
3.0,6:05,2.0,1.0,WAS 29,10.0,20.0,Antonio Gibson up the middle for no gain (tackle by Donovan Wilson and Neville Gallimore),0.95,0.23,12.0,2023,166
3.0,5:24,3.0,1.0,WAS 29,10.0,20.0,Sam Howell pass complete short left to Curtis Samuel for 5 yards (tackle by Jourdan Lewis),0.23,1.2,12.0,2023,166
3.0,4:44,1.0,10.0,WAS 34,10.0,20.0,Sam Howell pass complete short left to Antonio Gibson for 2 yards (tackle by DaRon Bland and Markquese Bell),1.2,0.93,12.0,2023,166
3.0,4:04,2.0,8.0,WAS 36,10.0,20.0,"Penalty on Logan Thomas: False Start, 5 yards (accepted) (no play)",0.93,0.25,12.0,2023,166
3.0,3:52,2.0,13.0,WAS 31,10.0,20.0,Brian Robinson up the middle for no gain (tackle by Osa Odighizuwa),0.25,-0.43,12.0,2023,166
3.0,3:08,3.0,13.0,WAS 31,10.0,20.0,Sam Howell pass incomplete short left intended for Curtis Samuel,-0.43,-1.31,12.0,2023,166
3.0,3:03,4.0,13.0,WAS 31,10.0,20.0,"Tress Way punts 57 yards, returned by KaVontae Turpin for 5 yards (tackle by Khaleke Hudson)",-1.31,0.06,12.0,2023,166
3.0,2:53,1.0,10.0,DAL 17,10.0,20.0,Tony Pollard right tackle for -1 yards (tackle by Jonathan Allen),-0.06,-0.73,12.0,2023,166
3.0,2:20,2.0,11.0,DAL 16,10.0,20.0,Dak Prescott pass incomplete deep left intended for Jake Ferguson,-0.73,-1.41,12.0,2023,166
3.0,2:15,3.0,11.0,DAL 16,10.0,20.0,Dak Prescott pass complete deep left to Brandin Cooks for 25 yards (tackle by Percy Butler),-1.41,1.66,12.0,2023,166
3.0,1:30,1.0,10.0,DAL 41,10.0,20.0,Tony Pollard right end for 9 yards (tackle by Kendall Fuller and Khaleke Hudson),1.66,2.34,12.0,2023,166
3.0,0:51,2.0,1.0,DAL 50,10.0,20.0,Dak Prescott pass incomplete short left intended for CeeDee Lamb,2.34,1.62,12.0,2023,166
3.0,0:46,3.0,1.0,DAL 50,10.0,20.0,"Dak Prescott up the middle for no gain (tackle by Cody Barton). Penalty on Sean McKeon: Illegal Shift, 5 yards (accepted) (no play)",1.62,0.96,12.0,2023,166
3.0,0:31,3.0,6.0,DAL 45,10.0,20.0,Dak Prescott pass complete short right to CeeDee Lamb for 14 yards (tackle by Jamin Davis),0.96,2.85,12.0,2023,166
4.0,15:00,1.0,10.0,WAS 41,10.0,20.0,Tony Pollard left end for 6 yards (tackle by Cody Barton),2.85,3.12,12.0,2023,166
4.0,14:26,2.0,4.0,WAS 35,10.0,20.0,Dak Prescott pass complete short left to Tony Pollard for 1 yard (tackle by Jalen Harris),3.12,2.54,12.0,2023,166
4.0,13:47,3.0,3.0,WAS 34,10.0,20.0,Dak Prescott pass incomplete short right intended for Luke Schoonmaker (defended by Percy Butler),2.54,1.09,12.0,2023,166
4.0,13:41,4.0,3.0,WAS 34,10.0,23.0,Brandon Aubrey 52 yard field goal good,1.09,3.0,12.0,2023,166
4.0,13:36,,,DAL 35,10.0,23.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,166
4.0,13:36,1.0,10.0,WAS 25,10.0,23.0,Sam Howell sacked by Micah Parsons for -7 yards,0.61,-0.98,12.0,2023,166
4.0,12:51,2.0,17.0,WAS 18,10.0,23.0,Sam Howell pass incomplete short right intended for Logan Thomas (defended by Markquese Bell),-0.98,-1.72,12.0,2023,166
4.0,12:47,3.0,17.0,WAS 18,10.0,23.0,Sam Howell pass complete deep middle to Byron Pringle for 16 yards (tackle by Jourdan Lewis),-1.72,-1.11,12.0,2023,166
4.0,12:00,4.0,1.0,WAS 34,10.0,23.0,Sam Howell sacked by Johnathan Hankins for -10 yards,-1.11,-3.97,12.0,2023,166
4.0,11:56,1.0,10.0,WAS 24,10.0,23.0,Tony Pollard right end for 1 yard (tackle by Daron Payne),3.97,3.57,12.0,2023,166
4.0,11:15,2.0,9.0,WAS 23,10.0,23.0,Dak Prescott pass complete short left to Brandin Cooks for 8 yards (tackle by Benjamin St-Juste),3.57,4.17,12.0,2023,166
4.0,10:38,3.0,1.0,WAS 15,10.0,29.0,"Dak Prescott pass complete short right to CeeDee Lamb for 15 yards, touchdown",4.17,7.0,12.0,2023,166
4.0,10:32,,,WAS 2,10.0,31.0,"Two Point Attempt: Dak Prescott pass incomplete intended for Replay Assistant challenged the pass completion ruling, and the original play was overturned. Two Point Attempt: Dak Prescott pass complete to to CeeDee Lamb for no gain",1.0,1.0,12.0,2023,166
4.0,10:32,,,DAL 35,10.0,31.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,166
4.0,10:32,1.0,10.0,WAS 25,10.0,31.0,Sam Howell pass complete short middle to Curtis Samuel for 10 yards (tackle by Jourdan Lewis),0.61,1.27,12.0,2023,166
4.0,10:10,1.0,10.0,WAS 35,10.0,31.0,Sam Howell pass complete deep left to Terry McLaurin for 24 yards (tackle by DaRon Bland),1.27,2.85,12.0,2023,166
4.0,9:34,1.0,10.0,DAL 41,10.0,31.0,Sam Howell pass incomplete short left intended for Logan Thomas (defended by Donovan Wilson),2.85,2.31,12.0,2023,166
4.0,9:29,2.0,10.0,DAL 41,10.0,31.0,Sam Howell pass complete short right to Terry McLaurin for 6 yards (tackle by Stephon Gilmore),2.31,2.41,12.0,2023,166
4.0,8:59,3.0,4.0,DAL 35,10.0,31.0,Sam Howell pass incomplete short middle intended for Terry McLaurin,2.41,0.98,12.0,2023,166
4.0,8:55,4.0,4.0,DAL 35,10.0,31.0,Sam Howell pass incomplete short left intended for Terry McLaurin,0.98,-1.27,12.0,2023,166
4.0,8:50,1.0,10.0,DAL 35,10.0,31.0,CeeDee Lamb right end for no gain (tackle by Percy Butler),1.27,0.72,12.0,2023,166
4.0,8:14,2.0,10.0,DAL 35,10.0,31.0,Tony Pollard left tackle for 27 yards (tackle by Kendall Fuller),0.72,3.05,12.0,2023,166
4.0,7:32,1.0,10.0,WAS 38,10.0,31.0,Rico Dowdle right tackle for 2 yards (tackle by Jamin Davis and Kamren Curl),3.05,2.78,12.0,2023,166
4.0,6:49,2.0,8.0,WAS 36,10.0,31.0,Rico Dowdle left end for 2 yards (tackle by Kamren Curl and Jamin Davis),2.78,2.34,12.0,2023,166
4.0,6:05,3.0,6.0,WAS 34,10.0,37.0,"Dak Prescott pass complete deep middle to KaVontae Turpin for 34 yards, touchdown",2.34,7.0,12.0,2023,166
4.0,5:59,,,WAS 15,10.0,38.0,Brandon Aubrey kicks extra point good,0.0,0.0,12.0,2023,166
4.0,5:59,,,DAL 35,10.0,38.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,166
4.0,5:59,1.0,10.0,WAS 25,10.0,38.0,Sam Howell pass complete short right to Antonio Gibson for 3 yards (tackle by Juanyeh Thomas),0.61,0.47,12.0,2023,166
4.0,5:37,2.0,7.0,WAS 28,10.0,38.0,Sam Howell pass incomplete short middle intended for Antonio Gibson (defended by Juanyeh Thomas),0.47,-0.23,12.0,2023,166
4.0,5:30,3.0,7.0,WAS 28,10.0,38.0,Sam Howell pass complete short right to Cole Turner for 29 yards (tackle by Stephon Gilmore and Malik Hooker),-0.23,2.72,12.0,2023,166
4.0,4:55,1.0,10.0,DAL 43,10.0,38.0,Sam Howell pass incomplete deep right intended for Dyami Brown,2.72,2.18,12.0,2023,166
4.0,4:50,2.0,10.0,DAL 43,10.0,44.0,"Sam Howell pass short left intended for Jahan Dotson is intercepted by DaRon Bland at DAL-37 and returned for 63 yards, touchdown",2.18,-7.0,12.0,2023,166
4.0,4:39,,,,,,Timeout #1 by Dallas Cowboys,,,12.0,2023,166
4.0,4:39,,,WAS 15,10.0,45.0,Brandon Aubrey kicks extra point good,0.0,0.0,12.0,2023,166
4.0,4:39,,,DAL 35,10.0,45.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.61,12.0,2023,166
4.0,4:39,1.0,10.0,WAS 25,10.0,45.0,Antonio Gibson right tackle for 3 yards (tackle by Sam Williams),0.61,0.47,12.0,2023,166
4.0,3:55,2.0,7.0,WAS 28,10.0,45.0,Antonio Gibson up the middle for 4 yards (tackle by Osa Odighizuwa and Chauncey Golston),0.47,0.3,12.0,2023,166
4.0,3:13,3.0,3.0,WAS 32,10.0,45.0,Antonio Gibson left end for 5 yards (tackle by Tyrus Wheat and Rashaan Evans),0.3,1.4,12.0,2023,166
4.0,2:33,1.0,10.0,WAS 37,10.0,45.0,Chris Rodriguez right tackle for 13 yards (tackle by Israel Mukuamu),1.4,2.26,12.0,2023,166
4.0,2:00,1.0,10.0,WAS 50,10.0,45.0,Chris Rodriguez left guard for no gain (tackle by Chauncey Golston),2.26,1.71,12.0,2023,166
4.0,1:15,2.0,10.0,WAS 50,10.0,45.0,Chris Rodriguez right tackle for 5 yards (tackle by Mazi Smith),1.71,1.69,12.0,2023,166
4.0,0:34,3.0,5.0,DAL 45,10.0,45.0,Chris Rodriguez left tackle for 3 yards (tackle by Chauncey Golston),1.69,0.46,12.0,2023,166
