Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Touchdowns,Unnamed: 16_level_0,PAT,PAT,FG,FG,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0
Rk,Player,Age,Team,Pos,G,GS,RshTD,RecTD,PRTD,KRTD,FRTD,IntTD,OthTD,AllTD,2PM,D2P,XPM,XPA,FGM,FGA,Sfty,Pts,Pts/G,Awards
1,Jason Myers,31,SEA,K,17,0,0,0,0,0,0,0,0,0,0,0,41,42,34,37,0,143,8.4,PB
2,Justin Tucker,33,BAL,K,17,0,0,0,0,0,0,0,0,0,0,0,31,32,37,43,0,142,8.4,"PB,AP-2"
3,Daniel Carlson,27,LVR,K,17,0,0,0,0,0,0,0,0,0,0,0,35,36,34,37,0,137,8.1,AP-1
4,Brett Maher,33,DAL,K,17,0,0,0,0,0,0,0,0,0,0,0,50,53,29,32,0,137,8.1,
5,Robbie Gould,40,SFO,K,17,0,0,0,0,0,0,0,0,0,0,0,50,51,27,32,0,131,7.7,
6,Tyler Bass,25,BUF,K,16,0,0,0,0,0,0,0,0,0,0,0,48,50,27,31,0,129,8.1,
7,Younghoe Koo,28,ATL,K,17,0,0,0,0,0,0,0,0,0,0,0,33,35,32,37,0,129,7.6,
8,Eddy Piñeiro,27,CAR,K,17,0,0,0,0,0,0,0,0,0,0,0,30,32,33,35,0,129,7.6,
9,Nick Folk,38,NWE,K,17,0,0,0,0,0,0,0,0,0,0,0,32,35,32,37,0,128,7.5,
10,Riley Patterson,23,JAX,K,17,0,0,0,0,0,0,0,0,0,0,0,36,37,30,35,0,126,7.4,
11,Graham Gano,35,NYG,K,17,0,0,0,0,0,0,0,0,0,0,0,32,34,29,32,0,119,7.0,
12,Jason Sanders,27,MIA,K,17,0,0,0,0,0,0,0,0,0,0,0,41,44,26,32,0,119,7.0,
13,Greg Joseph,28,MIN,K,17,0,0,0,0,0,0,0,0,0,0,0,40,46,26,33,0,118,6.9,
14,Greg Zuerlein,35,NYJ,K,17,0,0,0,0,0,0,0,0,0,0,0,28,29,30,37,0,118,6.9,
15,Ryan Succop,36,TAM,K,17,0,0,0,0,0,0,0,0,0,0,0,24,25,31,38,0,117,6.9,
16,Matt Gay,28,LAR,K,17,0,0,0,0,0,0,0,0,0,0,0,31,32,28,30,0,115,6.8,
17,Mason Crosby,38,GNB,K,17,0,0,0,0,0,0,0,0,0,0,0,37,39,25,29,0,112,6.6,
18,Evan McPherson,23,CIN,K,16,0,0,0,0,0,0,0,0,0,0,0,40,44,24,29,0,112,7.0,
19,Jake Elliott,27,PHI,K,16,0,0,0,0,0,0,0,0,0,0,0,51,53,20,23,0,111,6.9,
20,Ka'imi Fairbairn,28,HOU,K,17,0,0,0,0,0,0,0,0,0,0,0,24,24,29,31,0,111,6.5,
21,Chase McLaughlin,26,IND,K,16,0,0,0,0,0,0,0,0,0,0,0,21,21,30,36,0,111,6.9,
22,Brandon McManus,31,DEN,K,17,0,0,0,0,0,0,0,0,0,0,0,25,27,28,36,0,109,6.4,
23,Austin Ekeler,27,LAC,RB,17,17,13,5,0,0,0,0,0,18,0,0,0,0,0,0,0,108,6.4,AP OPoY-9
24,Cade York,21,CLE,K,17,0,0,0,0,0,0,0,0,0,0,0,35,37,24,32,0,107,6.3,
25,Jamaal Williams,27,DET,RB,17,9,17,0,0,0,0,0,0,17,1,0,0,0,0,0,0,104,6.1,
26,Wil Lutz,28,NOR,K,17,0,0,0,0,0,0,0,0,0,0,0,33,33,23,31,0,102,6.0,
