Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Russell Wilson,PIT,0,0,0,0,0,12.0,2024,167
Justin Fields,PIT,0,0,0,0,0,12.0,2024,167
Jaylen Warren,PIT,4,3,19,0,11,12.0,2024,167
Najee Harris,PIT,2,2,13,0,10,12.0,2024,167
Calvin Austin III,PIT,3,3,78,1,46,12.0,2024,167
Pat Freiermuth,PIT,4,4,59,0,22,12.0,2024,167
George Pickens,PIT,7,4,48,0,31,12.0,2024,167
Van Jefferson,PIT,2,2,39,0,35,12.0,2024,167
Darnell Washington,PIT,3,3,14,0,6,12.0,2024,167
Cordarrelle Patterson,PIT,0,0,0,0,0,12.0,2024,167
Jameis Winston,CLE,0,0,0,0,0,12.0,2024,167
Nick Chubb,CLE,1,1,1,0,1,12.0,2024,167
Jerome Ford,CLE,1,1,8,0,8,12.0,2024,167
Jerry Jeudy,CLE,6,6,85,0,26,12.0,2024,167
Jordan Akins,CLE,4,3,38,0,18,12.0,2024,167
Blake Whiteheart,CLE,1,1,29,0,29,12.0,2024,167
Cedric Tillman,CLE,4,2,28,0,24,12.0,2024,167
Elijah Moore,CLE,5,3,21,0,9,12.0,2024,167
David Njoku,CLE,5,1,9,0,9,12.0,2024,167
