Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Renardo Green,SFO,0,4,3,75.0%,51.0,17.0,12.8,0.0,116.7,18.0,30.0,21.0,0,0,0,0.0,0,5,2,28.6%,12.0,2024,177
De'Vondre Campbell,SFO,0,3,2,66.7%,30.0,15.0,10.0,0.0,99.3,8.0,1.0,29.0,1,0,0,0.0,0,8,0,0.0%,12.0,2024,177
Fred Warner,SFO,0,2,2,100.0%,37.0,18.5,18.5,0.0,118.7,10.5,21.0,16.0,3,0,0,0.0,0,6,4,40.0%,12.0,2024,177
Malik Mustapha,SFO,0,1,1,100.0%,11.0,11.0,11.0,1.0,152.1,0.0,0.0,11.0,1,0,0,0.0,0,9,0,0.0%,12.0,2024,177
Isaac Yiadom,SFO,0,3,1,33.3%,10.0,10.0,3.3,0.0,43.7,17.3,5.0,5.0,0,0,0,0.0,0,9,2,18.2%,12.0,2024,177
Rock Ya-Sin,SFO,0,1,1,100.0%,3.0,3.0,3.0,1.0,118.7,3.0,3.0,0.0,0,0,0,0.0,0,1,0,0.0%,12.0,2024,177
Dee Winters,SFO,0,2,1,50.0%,2.0,2.0,1.0,0.0,56.2,4.5,2.0,0.0,0,0,0,0.0,0,2,1,33.3%,12.0,2024,177
Deommodore Lenoir,SFO,0,4,1,25.0%,6.0,6.0,1.5,0.0,39.6,17.0,-3.0,9.0,0,0,0,0.0,0,6,0,0.0%,12.0,2024,177
Ji'Ayir Brown,SFO,0,2,1,50.0%,13.0,13.0,6.5,0.0,70.8,14.0,12.0,1.0,0,0,0,0.0,0,4,2,33.3%,12.0,2024,177
Leonard Floyd,SFO,0,0,0,,,,,,,,,,0,0,0,2.0,2,4,2,33.3%,12.0,2024,177
Sam Okuayinonu,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,3,1,25.0%,12.0,2024,177
Yetur Gross-Matos,SFO,0,0,0,,,,,,,,,,0,0,1,0.0,1,4,0,0.0%,12.0,2024,177
Maliek Collins,SFO,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,12.0,2024,177
Javon Bullard,GNB,0,6,5,83.3%,44.0,8.8,7.3,0.0,97.2,2.3,9.0,35.0,2,0,0,0.0,0,7,0,0.0%,12.0,2024,177
Carrington Valentine,GNB,0,4,3,75.0%,68.0,22.7,17.0,0.0,116.7,7.8,20.0,48.0,1,0,0,0.0,0,2,0,0.0%,12.0,2024,177
Isaiah McDuffie,GNB,0,2,2,100.0%,20.0,10.0,10.0,0.0,108.3,14.5,10.0,10.0,1,0,0,0.0,0,4,0,0.0%,12.0,2024,177
Xavier McKinney,GNB,1,4,2,50.0%,31.0,15.5,7.8,0.0,36.5,8.0,23.0,8.0,0,0,0,0.0,0,3,0,0.0%,12.0,2024,177
Evan Williams,GNB,0,2,2,100.0%,6.0,3.0,3.0,1.0,118.7,2.5,5.0,1.0,0,0,0,0.0,0,4,0,0.0%,12.0,2024,177
Quay Walker,GNB,0,2,1,50.0%,5.0,5.0,2.5,0.0,56.2,7.5,3.0,2.0,1,1,0,0.0,1,7,0,0.0%,12.0,2024,177
Corey Ballentine,GNB,0,1,1,100.0%,9.0,9.0,9.0,0.0,104.2,5.0,5.0,4.0,0,0,0,0.0,0,1,0,0.0%,12.0,2024,177
Colby Wooden,GNB,0,1,1,100.0%,9.0,9.0,9.0,0.0,104.2,3.0,3.0,6.0,0,0,0,0.0,0,2,0,0.0%,12.0,2024,177
Eric Wilson,GNB,0,2,1,50.0%,7.0,7.0,3.5,0.0,58.3,2.5,5.0,2.0,2,0,0,0.0,0,4,0,0.0%,12.0,2024,177
Kenny Clark,GNB,0,0,0,,,,,,,,,,0,1,1,0.0,2,2,0,0.0%,12.0,2024,177
Lukas Van Ness,GNB,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,12.0,2024,177
Rashan Gary,GNB,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%,12.0,2024,177
Devonte Wyatt,GNB,0,0,0,,,,,,,,,,0,0,1,0.0,1,0,0,,12.0,2024,177
Kingsley Enagbare,GNB,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,12.0,2024,177
Eric Stokes,GNB,0,1,0,0.0%,,,0.0,,39.6,17.0,,,0,0,0,0.0,0,1,0,0.0%,12.0,2024,177
Keisean Nixon,GNB,0,1,0,0.0%,,,0.0,,39.6,41.0,,,0,0,0,0.0,0,3,1,25.0%,12.0,2024,177
Ty'Ron Hopper,GNB,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%,12.0,2024,177
