#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:09,SEA 15,6,3:37,25,Punt,1,Seahawks,12.0,2024,176
2,1,5:09,SEA 16,4,3:03,12,Punt,1,Seahawks,12.0,2024,176
3,2,14:05,SEA 13,3,1:27,-4,Punt,1,Seahawks,12.0,2024,176
4,2,9:43,SEA 30,7,4:01,28,Punt,1,Seahawks,12.0,2024,176
5,2,4:39,SEA 39,7,3:25,61,Touchdown,1,Seahawks,12.0,2024,176
6,2,0:39,SEA 25,5,0:39,12,End of Half,1,Seahawks,12.0,2024,176
7,3,15:00,SEA 30,5,3:31,29,Punt,1,Seahawks,12.0,2024,176
8,3,4:58,SEA 9,11,5:07,73,Interception,1,Seahawks,12.0,2024,176
9,4,10:08,SEA 19,13,8:12,49,Field Goal,1,Seahawks,12.0,2024,176
10,4,0:11,SEA 37,1,0:11,-1,End of Game,1,Seahawks,12.0,2024,176
