Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,week,year,game_id
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP,,,
Broncos,10.0,3.06,10.51,-7.0,0.0,2.09,2.93,-0.11,8.23,1.49,-9.5,4.7,2.86,-1.43,4.86,12.0,2024,175
Raiders,-10.0,-2.09,-2.93,0.11,-8.23,-3.06,-10.51,7.0,0.0,-1.49,-4.7,9.5,1.43,-2.86,-4.86,12.0,2024,175
