Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Brandon Allen,SFO,0,0,0,0,0,12.0,2024,177
Christian McCaffrey,SFO,4,3,37,0,23,12.0,2024,177
Jordan Mason,SFO,2,1,5,0,5,12.0,2024,177
George Kittle,SFO,6,6,82,1,31,12.0,2024,177
Jauan Jennings,SFO,7,5,40,0,20,12.0,2024,177
Deebo Samuel,SFO,4,1,21,0,21,12.0,2024,177
Kyle Juszczyk,SFO,1,1,14,0,14,12.0,2024,177
Chris Conley,SFO,1,0,0,0,0,12.0,2024,177
Eric Saubert,SFO,1,0,0,0,0,12.0,2024,177
Jordan Love,GNB,0,0,0,0,0,12.0,2024,177
Josh Jacobs,GNB,1,0,0,0,0,12.0,2024,177
Emanuel Wilson,GNB,0,0,0,0,0,12.0,2024,177
Chris Brooks,GNB,1,1,15,0,15,12.0,2024,177
Bo Melton,GNB,1,0,0,0,0,12.0,2024,177
Christian Watson,GNB,3,0,0,0,0,12.0,2024,177
Romeo Doubs,GNB,6,3,54,0,29,12.0,2024,177
Tucker Kraft,GNB,2,2,26,1,15,12.0,2024,177
Jayden Reed,GNB,3,3,26,0,13,12.0,2024,177
Dontayvion Wicks,GNB,2,1,25,0,25,12.0,2024,177
Malik Heath,GNB,2,2,15,1,12,12.0,2024,177
John FitzPatrick,GNB,1,1,2,0,2,12.0,2024,177
