Unnamed: 0_level_0,Unnamed: 1_level_0,Rushing,Rushing,Rushing,Rushing,week,year,game_id
Player,Tm,Att,Yds,TD,Lng,,,
Patrick Mahomes,KAN,5,60,0,33,12.0,2024,168
Kareem Hunt,KAN,16,68,0,13,12.0,2024,168
Mecole Hardman,KAN,2,15,0,9,12.0,2024,168
Samaje Perine,KAN,1,13,0,13,12.0,2024,168
Xavier Worthy,KAN,1,5,0,5,12.0,2024,168
Carson Steele,KAN,1,4,0,4,12.0,2024,168
Noah Gray,KAN,0,0,0,0,12.0,2024,168
Travis Kelce,KAN,0,0,0,0,12.0,2024,168
DeAndre Hopkins,KAN,0,0,0,0,12.0,2024,168
Justin Watson,KAN,0,0,0,0,12.0,2024,168
JuJu Smith-Schuster,KAN,0,0,0,0,12.0,2024,168
Bryce Young,CAR,3,20,0,11,12.0,2024,168
Chuba Hubbard,CAR,16,58,1,13,12.0,2024,168
Jonathon Brooks,CAR,2,7,0,4,12.0,2024,168
David Moore,CAR,0,0,0,0,12.0,2024,168
Adam Thielen,CAR,0,0,0,0,12.0,2024,168
Xavier Legette,CAR,0,0,0,0,12.0,2024,168
Ja'Tavion Sanders,CAR,0,0,0,0,12.0,2024,168
Deven Thompkins,CAR,0,0,0,0,12.0,2024,168
Tommy Tremble,CAR,0,0,0,0,12.0,2024,168
