Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Cooper Rush,DAL,24,32,247,12,36.4,193,6.0,132,5.5,4.1,115,4.8,1,3.1%,2,6.3%,1,10,1,1,3,9.1%,0,,12.0,2024,170
Jayden Daniels,WAS,25,38,275,11,26.2,346,9.1,153,6.1,4.0,122,4.9,2,5.7%,4,11.4%,4,14,6,6,16,36.4%,2,12.5,12.0,2024,170
