Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Sam Darnold,MIN,22,34,330,12,32.4,286,8.4,199,9.0,5.9,131,6.0,2,6.5%,2,6.5%,3,8,4,6,13,35.1%,0,,12.0,2024,169
Nick Mullens,MIN,1,1,14,1,100.0,3,3.0,3,3.0,3.0,11,11.0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,,12.0,2024,169
Caleb Williams,CHI,32,47,340,14,28.0,329,7.0,157,4.9,3.3,183,5.7,3,6.5%,9,19.6%,3,19,5,2,10,18.2%,5,5.8,12.0,2024,169
D.J. Moore,CHI,0,1,0,0,0.0,33,33.0,0,,0.0,0,,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,,12.0,2024,169
