Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Najee Harris,PIT,16,41,0,1.0,18,1.1,23,1.4,0,,12.0,2024,167
Jaylen Warren,PIT,11,45,1,3.0,24,2.2,21,1.9,0,,12.0,2024,167
Justin Fields,PIT,3,26,0,1.0,26,8.7,0,0.0,0,,12.0,2024,167
Russell Wilson,PIT,3,10,0,0.0,10,3.3,0,0.0,0,,12.0,2024,167
Cordarrelle Patterson,PIT,1,-2,0,,-2,-2.0,0,0.0,0,,12.0,2024,167
Nick Chubb,CLE,20,59,2,5.0,27,1.4,32,1.6,0,,12.0,2024,167
Jerome Ford,CLE,4,19,0,,6,1.5,13,3.3,0,,12.0,2024,167
Jameis Winston,CLE,3,7,1,3.0,5,1.7,2,0.7,0,,12.0,2024,167
