Unnamed: 0_level_0,Unnamed: 1_level_0,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Def Interceptions,Unnamed: 7_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Fumbles,Fumbles,Fumbles,Fumbles,week,year,game_id
Player,Tm,Int,Yds,TD,Lng,PD,Sk,Comb,Solo,Ast,TFL,QBHits,FR,Yds,TD,FF,,,
Chauncey Golston,DAL,1,18,0,18,2,0.0,1,0,1,0,1,0,0,0,0,12.0,2024,170
Israel Mukuamu,DAL,1,5,0,5,1,0.0,1,1,0,0,0,0,0,0,0,12.0,2024,170
Micah Parsons,DAL,0,0,0,0,0,2.0,8,4,4,2,3,0,0,0,0,12.0,2024,170
Josh Butler,DAL,0,0,0,0,3,1.0,12,10,2,0,0,0,0,0,0,12.0,2024,170
DeMarvion Overshown,DAL,0,0,0,0,0,1.0,3,1,2,1,0,0,0,0,0,12.0,2024,170
Eric Kendricks,DAL,0,0,0,0,0,0.0,10,4,6,0,0,1,0,0,0,12.0,2024,170
DaRon Bland,DAL,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,12.0,2024,170
Jourdan Lewis,DAL,0,0,0,0,1,0.0,6,3,3,0,0,0,0,0,1,12.0,2024,170
Malik Hooker,DAL,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,12.0,2024,170
Donovan Wilson,DAL,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,1,12.0,2024,170
Osa Odighizuwa,DAL,0,0,0,0,0,0.0,3,2,1,1,3,0,0,0,0,12.0,2024,170
Mazi Smith,DAL,0,0,0,0,0,0.0,3,1,2,1,1,0,0,0,0,12.0,2024,170
Juanyeh Thomas,DAL,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,12.0,2024,170
Damone Clark,DAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2024,170
Buddy Johnson,DAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2024,170
Marist Liufau,DAL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,12.0,2024,170
Hunter Luepke,DAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2024,170
Asim Richards,DAL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,12.0,2024,170
Luke Schoonmaker,DAL,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,12.0,2024,170
Nick Vigil,DAL,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2024,170
Ezekiel Elliott,DAL,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,12.0,2024,170
Cooper Rush,DAL,0,0,0,0,0,0.0,0,0,0,0,0,1,-1,0,0,12.0,2024,170
Daron Payne,WAS,0,0,0,0,0,1.0,4,1,3,1,1,0,0,0,0,12.0,2024,170
Frankie Luvu,WAS,0,0,0,0,3,0.0,8,5,3,1,0,0,0,0,0,12.0,2024,170
Bobby Wagner,WAS,0,0,0,0,0,0.0,8,5,3,1,0,1,0,0,0,12.0,2024,170
Quan Martin,WAS,0,0,0,0,0,0.0,7,2,5,1,0,0,0,0,0,12.0,2024,170
Mike Sainristil,WAS,0,0,0,0,1,0.0,6,2,4,0,0,0,0,0,0,12.0,2024,170
Benjamin St-Juste,WAS,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,12.0,2024,170
Sheldon Day,WAS,0,0,0,0,0,0.0,5,1,4,0,0,0,0,0,0,12.0,2024,170
Noah Igbinoghene,WAS,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0,12.0,2024,170
Jer'Zhan Newton,WAS,0,0,0,0,0,0.0,4,1,3,1,0,0,0,0,1,12.0,2024,170
Percy Butler,WAS,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,12.0,2024,170
Jeremy Chinn,WAS,0,0,0,0,1,0.0,3,2,1,0,0,0,0,0,0,12.0,2024,170
Clelin Ferrell,WAS,0,0,0,0,0,0.0,3,1,2,0,1,0,0,0,0,12.0,2024,170
Dante Fowler,WAS,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,12.0,2024,170
Dorance Armstrong Jr.,WAS,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0,12.0,2024,170
Michael Davis,WAS,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,12.0,2024,170
Javontae Jean-Baptiste,WAS,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,12.0,2024,170
Jordan Magee,WAS,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,12.0,2024,170
Jeremy Reaves,WAS,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2024,170
Mykal Walker,WAS,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,12.0,2024,170
Terry McLaurin,WAS,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,12.0,2024,170
