Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%,week,year,game_id
Marcus Jones,NWE,0,10,7,70.0%,101.0,14.4,10.1,0.0,102.5,9.8,65.0,36.0,1,0,0,0.0,0,8,2,20.0%,12.0,2024,171
Jahlani Tavai,NWE,0,7,5,71.4%,17.0,3.4,2.4,0.0,74.1,-0.9,-9.0,26.0,1,0,0,0.0,0,8,0,0.0%,12.0,2024,171
Kyle Dugger,NWE,0,7,5,71.4%,62.0,12.4,8.9,2.0,138.1,4.1,28.0,34.0,3,0,0,0.0,0,6,3,33.3%,12.0,2024,171
Jonathan Jones,NWE,0,3,3,100.0%,35.0,11.7,11.7,0.0,115.3,7.0,21.0,14.0,0,0,0,0.0,0,6,2,25.0%,12.0,2024,171
Christian Gonzalez,NWE,0,3,2,66.7%,24.0,12.0,8.0,0.0,91.0,10.0,23.0,1.0,1,0,0,0.0,0,3,0,0.0%,12.0,2024,171
Christian Barmore,NWE,0,1,1,100.0%,7.0,7.0,7.0,0.0,95.8,-1.0,-1.0,8.0,0,0,0,1.0,1,2,0,0.0%,12.0,2024,171
Sione Takitaki,NWE,0,1,1,100.0%,12.0,12.0,12.0,0.0,116.7,10.0,10.0,2.0,0,0,0,0.0,0,1,1,50.0%,12.0,2024,171
Christian Elliss,NWE,0,2,1,50.0%,7.0,7.0,3.5,0.0,58.3,14.0,4.0,3.0,2,0,0,0.0,0,4,1,20.0%,12.0,2024,171
Marte Mapu,NWE,0,3,1,33.3%,20.0,20.0,6.7,0.0,57.6,9.0,20.0,0.0,0,0,0,0.0,0,3,1,25.0%,12.0,2024,171
Jaylinn Hawkins,NWE,0,1,1,100.0%,8.0,8.0,8.0,0.0,100.0,3.0,3.0,5.0,2,0,0,0.0,0,5,1,16.7%,12.0,2024,171
Anfernee Jennings,NWE,0,1,1,100.0%,14.0,14.0,14.0,0.0,118.7,4.0,4.0,10.0,0,0,0,0.0,0,6,1,14.3%,12.0,2024,171
Keion White,NWE,0,1,0,0.0%,,,0.0,,39.6,0.0,,,0,1,0,0.0,1,4,0,0.0%,12.0,2024,171
Brenden Schooler,NWE,0,0,0,,,,,,,,,,1,0,0,1.0,1,1,0,0.0%,12.0,2024,171
Jeremiah Pharms,NWE,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%,12.0,2024,171
Davon Godchaux,NWE,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,0,0.0%,12.0,2024,171
Kader Kohou,MIA,0,6,5,83.3%,40.0,8.0,6.7,0.0,94.4,6.7,10.0,30.0,0,0,0,0.0,0,4,1,20.0%,12.0,2024,171
Tyrel Dodson,MIA,1,5,4,80.0%,19.0,4.8,3.8,0.0,42.9,0.0,0.0,19.0,3,0,0,0.0,0,5,1,16.7%,12.0,2024,171
Jordyn Brooks,MIA,0,7,4,57.1%,63.0,15.8,9.0,0.0,87.2,5.3,37.0,26.0,3,0,0,0.0,0,9,1,10.0%,12.0,2024,171
Jevon Holland,MIA,0,6,3,50.0%,16.0,5.3,2.7,0.0,56.2,7.5,10.0,6.0,1,0,0,0.0,0,6,1,14.3%,12.0,2024,171
Jalen Ramsey,MIA,0,3,2,66.7%,16.0,8.0,5.3,0.0,79.9,5.3,9.0,7.0,4,0,1,1.0,2,4,1,20.0%,12.0,2024,171
Jordan Poyer,MIA,0,4,2,50.0%,21.0,10.5,5.3,0.0,65.6,12.8,5.0,16.0,1,0,0,0.0,0,7,1,12.5%,12.0,2024,171
Storm Duck,MIA,0,4,1,25.0%,10.0,10.0,2.5,0.0,39.6,12.0,7.0,3.0,0,0,0,0.0,0,3,0,0.0%,12.0,2024,171
Cam Smith,MIA,0,2,1,50.0%,6.0,6.0,3.0,0.0,56.2,11.5,5.0,1.0,0,0,0,0.0,0,1,0,0.0%,12.0,2024,171
Tyus Bowser,MIA,0,1,1,100.0%,2.0,2.0,2.0,0.0,79.2,-4.0,-4.0,6.0,1,0,0,0.0,0,2,0,0.0%,12.0,2024,171
Chop Robinson,MIA,0,0,0,,,,,,,,,,0,2,1,1.5,5,4,1,20.0%,12.0,2024,171
Emmanuel Ogbah,MIA,0,0,0,,,,,,,,,,0,0,0,0.5,1,2,1,33.3%,12.0,2024,171
Zach Sieler,MIA,0,0,0,,,,,,,,,,0,0,0,1.0,1,4,1,20.0%,12.0,2024,171
Calais Campbell,MIA,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,1,50.0%,12.0,2024,171
Anthony Walker,MIA,0,0,0,,,,,,,,,,1,0,0,0.0,0,2,1,33.3%,12.0,2024,171
