Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Aaron Jones,MIN,22,106,1,5,46,2.1,60,2.7,0,,12.0,2024,169
Cam Akers,MIN,3,19,0,1,16,5.3,3,1.0,0,,12.0,2024,169
Sam Darnold,MIN,2,-1,0,1,-1,-0.5,0,0.0,0,,12.0,2024,169
D'Andre Swift,CHI,13,30,0,0,15,1.2,15,1.2,0,,12.0,2024,169
Caleb Williams,CHI,6,33,0,3,33,5.5,0,0.0,0,,12.0,2024,169
Roschon Johnson,CHI,2,2,1,2,2,1.0,0,0.0,0,,12.0,2024,169
D.J. Moore,CHI,1,13,0,1,11,11.0,2,2.0,0,,12.0,2024,169
