Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Cooper Rush,DAL,0,0,0,0,0,12.0,2024,170
Rico Dowdle,DAL,3,3,12,0,10,12.0,2024,170
Ezekiel Elliott,DAL,0,0,0,0,0,12.0,2024,170
CeeDee Lamb,DAL,12,10,67,0,13,12.0,2024,170
Luke Schoonmaker,DAL,4,3,55,1,24,12.0,2024,170
Jalen Brooks,DAL,3,1,41,0,41,12.0,2024,170
Brevyn Spann-Ford,DAL,2,2,24,0,18,12.0,2024,170
Jalen Tolbert,DAL,4,2,22,1,16,12.0,2024,170
Hunter Luepke,DAL,1,1,10,0,10,12.0,2024,170
Jonathan Mingo,DAL,2,1,8,0,8,12.0,2024,170
KaVontae Turpin,DAL,1,1,8,0,8,12.0,2024,170
Trey Lance,DAL,0,0,0,0,0,12.0,2024,170
Jayden Daniels,WAS,0,0,0,0,0,12.0,2024,170
Austin Ekeler,WAS,3,2,2,0,2,12.0,2024,170
Jeremy McNichols,WAS,0,0,0,0,0,12.0,2024,170
Dyami Brown,WAS,2,2,22,0,20,12.0,2024,170
Brian Robinson Jr.,WAS,2,1,11,0,11,12.0,2024,170
Terry McLaurin,WAS,6,5,102,1,86,12.0,2024,170
Noah Brown,WAS,10,6,71,0,19,12.0,2024,170
Zach Ertz,WAS,8,6,38,1,13,12.0,2024,170
John Bates,WAS,1,1,13,0,13,12.0,2024,170
Luke McCaffrey,WAS,1,1,8,0,8,12.0,2024,170
Olamide Zaccheaus,WAS,1,1,8,0,8,12.0,2024,170
