Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Javonte Williams,DEN,8,-2,0,,-10,-1.3,8,1.0,0,,12.0,2024,175
Jaleel McLaughlin,DEN,7,44,0,3.0,31,4.4,13,1.9,0,,12.0,2024,175
Audric Estime,DEN,3,15,0,1.0,5,1.7,10,3.3,0,,12.0,2024,175
Marvin Mims,DEN,2,-2,0,0.0,-3,-1.5,1,0.5,0,,12.0,2024,175
Michael Burton,DEN,1,3,0,1.0,2,2.0,1,1.0,0,,12.0,2024,175
Bo Nix,DEN,1,5,0,0.0,5,5.0,0,0.0,0,,12.0,2024,175
Ameer Abdullah,LVR,8,28,0,2.0,14,1.8,14,1.8,1,8.0,12.0,2024,175
Sincere McCormick,LVR,5,33,0,2.0,23,4.6,10,2.0,0,,12.0,2024,175
Gardner Minshew II,LVR,2,5,0,0.0,5,2.5,0,0.0,0,,12.0,2024,175
Desmond Ridder,LVR,1,3,0,0.0,3,3.0,0,0.0,0,,12.0,2024,175
