Player,Tm,Cmp,Att,Yds,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,week,year,game_id
Bo Nix,DEN,25,42,273,13,30.2,298,7.1,153,6.1,3.6,120,4.8,3,7.7%,4,10.3%,1,17,5,1,7,15.9%,1,5.0,12.0,2024,175
Gardner Minshew II,LVR,25,42,230,11,24.4,215,5.1,137,5.5,3.3,93,3.7,0,0.0%,5,13.9%,3,9,6,3,12,26.1%,1,5.0,12.0,2024,175
Desmond Ridder,LVR,5,10,64,3,25.0,64,6.4,32,6.4,3.2,32,6.4,0,0.0%,3,33.3%,2,4,1,1,4,30.8%,1,3.0,12.0,2024,175
AJ Cole III,LVR,1,1,34,1,100.0,4,4.0,4,4.0,4.0,30,30.0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,,12.0,2024,175
