Quarter,Time,Down,ToGo,Location,DAL,WAS,Detail,EPB,EPA,week,year,game_id
4.0,3:02,,,WAS 35,26.0,17.0,"Austin Seibert kicks off 64 yards, recovered by KaVontae Turpin at DAL-1, touchdown",0.0,7.0,12.0,2024,170
4.0,2:49,,,WAS 15,27.0,17.0,Brandon Aubrey kicks extra point good,0.0,0.0,12.0,2024,170
4.0,2:49,,,DAL 35,27.0,17.0,"Brandon Aubrey kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,170
4.0,2:49,1.0,10.0,WAS 30,27.0,17.0,"Jayden Daniels pass complete short left to Austin Ekeler for 2 yards. Austin Ekeler fumbles (tackle by DaRon Bland, recovered by Terry McLaurin at WAS-31",0.94,0.53,12.0,2024,170
4.0,2:22,2.0,9.0,WAS 31,27.0,17.0,Jayden Daniels scrambles right end for 23 yards (tackle by Josh Butler),0.53,2.52,12.0,2024,170
4.0,2:11,1.0,10.0,DAL 46,27.0,17.0,Jayden Daniels pass complete short right to Zach Ertz for 5 yards (tackle by Josh Butler),2.52,2.65,12.0,2024,170
4.0,2:06,2.0,5.0,DAL 41,27.0,17.0,"Jayden Daniels pass complete short left to Dyami Brown for no gain (tackle by DaRon Bland). Penalty on Brandon Coleman: Illegal Formation, 5 yards (accepted) (no play)",2.65,1.98,12.0,2024,170
4.0,1:58,2.0,10.0,DAL 46,27.0,17.0,Jayden Daniels pass complete short middle to Zach Ertz for 13 yards (tackle by Jourdan Lewis),1.98,3.38,12.0,2024,170
4.0,1:45,1.0,10.0,DAL 33,27.0,17.0,Jayden Daniels spiked the ball,3.38,2.84,12.0,2024,170
4.0,1:44,2.0,10.0,DAL 33,27.0,20.0,Austin Seibert 51 yard field goal good,2.84,3.0,12.0,2024,170
4.0,1:40,,,WAS 35,27.0,20.0,"Austin Seibert kicks onside 14 yards, returned by Jalen Tolbert for no gain",0.0,2.32,12.0,2024,170
4.0,1:40,1.0,10.0,WAS 49,27.0,20.0,Cooper Rush right end for -2 yards (tackle by Quan Martin),2.32,1.51,12.0,2024,170
4.0,1:34,,,,,,Timeout #2 by Washington Commanders,,,12.0,2024,170
4.0,1:34,2.0,12.0,DAL 49,27.0,20.0,Cooper Rush sacked by Daron Payne for -6 yards,1.51,0.04,12.0,2024,170
4.0,1:27,,,,,,Timeout #3 by Washington Commanders,,,12.0,2024,170
4.0,1:27,3.0,18.0,DAL 43,27.0,20.0,Rico Dowdle right tackle for 7 yards (tackle by Jeremy Chinn and Michael Davis),0.04,-0.06,12.0,2024,170
4.0,0:40,4.0,11.0,DAL 50,27.0,20.0,"Penalty on DAL: Delay of Game, 5 yards (declined) (no play)",-0.06,-0.06,12.0,2024,170
4.0,0:40,4.0,11.0,DAL 50,27.0,20.0,"Bryan Anger punts 36 yards, fair catch by Olamide Zaccheaus at WAS-14",-0.06,0.28,12.0,2024,170
4.0,0:33,1.0,10.0,WAS 14,27.0,26.0,"Jayden Daniels pass complete deep right to Terry McLaurin for 86 yards, touchdown",-0.28,7.0,12.0,2024,170
4.0,0:21,,,DAL 15,27.0,26.0,Austin Seibert kicks extra point no good,0.0,-1.0,12.0,2024,170
4.0,0:21,,,,,,Timeout #3 by Dallas Cowboys,,,12.0,2024,170
4.0,0:21,,,WAS 35,33.0,26.0,"Austin Seibert kicks onside 8 yards, returned by Juanyeh Thomas for 43 yards, touchdown",0.0,7.0,12.0,2024,170
4.0,0:14,,,WAS 15,34.0,26.0,Brandon Aubrey kicks extra point good,0.0,0.0,12.0,2024,170
4.0,0:14,,,DAL 35,34.0,26.0,"Brandon Aubrey kicks off 67 yards, returned by Austin Ekeler for 38 yards (tackle by Nick Vigil and Damone Clark)",0.0,1.33,12.0,2024,170
4.0,0:09,1.0,10.0,WAS 36,34.0,26.0,Jayden Daniels pass complete short left to Zach Ertz for 6 yards,1.33,1.6,12.0,2024,170
4.0,0:04,2.0,4.0,WAS 42,34.0,26.0,Jayden Daniels pass deep right is intercepted by Israel Mukuamu at DAL-5 and returned for 5 yards (tackle by Luke McCaffrey),1.6,4.91,12.0,2024,170
