Quarter,Time,Down,ToGo,Location,MIN,CHI,Detail,EPB,EPA,week,year,game_id
4,0:03,2.0,10.0,MIN 30,27.0,27.0,Cairo Santos 48 yard field goal good,3.03,3.0,12.0,2024,169
,,,,,,,"Bears won the coin toss, Bears to receive the overtime kickoff.",,,12.0,2024,169
OT,10:00,,,MIN 35,27.0,27.0,"John Parker Romo kicks off 65 yards, touchback.",0.0,0.94,12.0,2024,169
OT,10:00,1.0,10.0,CHI 30,27.0,27.0,Caleb Williams scrambles right guard for 1 yard (tackle by Andrew Van Ginkel and Jonathan Bullard),0.94,0.53,12.0,2024,169
OT,9:13,2.0,9.0,CHI 31,27.0,27.0,Caleb Williams sacked by Jonathan Greenard for -12 yards,0.53,-1.87,12.0,2024,169
OT,8:22,3.0,21.0,CHI 19,27.0,27.0,"Penalty on Caleb Williams: Delay of Game, 5 yards (accepted) (no play)",-1.87,-3.07,12.0,2024,169
OT,8:22,3.0,26.0,CHI 14,27.0,27.0,Caleb Williams pass complete short middle to D.J. Moore for 10 yards (tackle by Harrison Smith and Josh Metellus),-3.07,-1.77,12.0,2024,169
OT,7:43,4.0,16.0,CHI 24,27.0,27.0,"Tory Taylor punts 54 yards, returned by Brandon Powell for -1 yards (tackle by Tarvarius Moore)",-1.77,-0.34,12.0,2024,169
OT,7:39,1.0,10.0,MIN 21,27.0,27.0,Sam Darnold sacked by Montez Sweat for -7 yards,0.34,-1.25,12.0,2024,169
OT,6:56,2.0,17.0,MIN 14,27.0,27.0,Sam Darnold pass complete short middle to T.J. Hockenson for 7 yards (tackle by T.J. Edwards and Tremaine Edmunds),-1.25,-0.89,12.0,2024,169
OT,6:23,,,,,,Timeout #1 by Chicago Bears,,,12.0,2024,169
OT,6:23,3.0,10.0,MIN 21,27.0,27.0,Sam Darnold pass complete short right to Jordan Addison for 13 yards (tackle by Kevin Byard),-0.89,1.2,12.0,2024,169
OT,5:43,1.0,10.0,MIN 34,27.0,27.0,"Penalty on Johnny Mundt: False Start, 5 yards (accepted) (no play)",1.2,0.87,12.0,2024,169
OT,5:43,1.0,15.0,MIN 29,27.0,27.0,Sam Darnold pass complete short middle to Justin Jefferson for 20 yards (tackle by Tremaine Edmunds),0.87,2.19,12.0,2024,169
OT,5:05,1.0,10.0,MIN 49,27.0,27.0,"Sam Darnold scrambles left end for no gain (tackle by Gervon Dexter). Penalty on Blake Brandel: Offensive Holding, 10 yards (accepted) (no play)",2.19,1.53,12.0,2024,169
OT,4:55,1.0,20.0,MIN 39,27.0,27.0,Sam Darnold pass complete short left to Aaron Jones for 9 yards (tackle by T.J. Edwards),1.53,1.51,12.0,2024,169
OT,4:30,2.0,11.0,MIN 48,27.0,27.0,Sam Darnold pass complete short middle to T.J. Hockenson for 12 yards (tackle by Tremaine Edmunds and Kyler Gordon),1.51,2.92,12.0,2024,169
OT,3:52,1.0,10.0,CHI 40,27.0,27.0,Aaron Jones left guard for 2 yards (tackle by Tremaine Edmunds),2.92,2.64,12.0,2024,169
OT,3:14,2.0,8.0,CHI 38,27.0,27.0,Sam Darnold pass complete deep right to T.J. Hockenson for 29 yards (tackle by Kevin Byard and Jonathan Owens),2.64,5.14,12.0,2024,169
OT,2:28,1.0,9.0,CHI 9,27.0,27.0,Sam Darnold left guard for -2 yards,5.14,4.02,12.0,2024,169
OT,2:13,,,,,,Timeout #2 by Chicago Bears,,,12.0,2024,169
OT,2:13,2.0,11.0,CHI 11,30.0,27.0,John Parker Romo 29 yard field goal good,4.02,3.0,12.0,2024,169
