Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,week,year,game_id
George Kittle,SFO,6,6,82,1,4.0,51,8.5,31,5.2,8.5,0,,0,0.0,0,158.3,12.0,2024,177
Jauan Jennings,SFO,7,5,40,0,1.0,23,4.6,17,3.4,6.4,0,,1,14.3,0,85.4,12.0,2024,177
Christian McCaffrey,SFO,4,3,37,0,1.0,4,1.3,33,11.0,2.0,0,,0,0.0,0,103.1,12.0,2024,177
Deebo Samuel,SFO,4,1,21,0,1.0,-4,-4.0,25,25.0,9.5,1,1.0,2,50.0,1,9.4,12.0,2024,177
Kyle Juszczyk,SFO,1,1,14,0,1.0,6,6.0,8,8.0,6.0,0,,0,0.0,0,118.7,12.0,2024,177
Jordan Mason,SFO,2,1,5,0,0.0,3,3.0,2,2.0,1.5,0,,0,0.0,0,56.2,12.0,2024,177
Chris Conley,SFO,1,0,0,0,,0,,0,,41.0,0,,0,0.0,0,39.6,12.0,2024,177
Eric Saubert,SFO,1,0,0,0,,0,,0,,5.0,0,,1,100.0,0,39.6,12.0,2024,177
Romeo Doubs,GNB,6,3,54,0,3.0,30,10.0,24,8.0,13.5,0,,1,16.7,0,81.2,12.0,2024,177
Jayden Reed,GNB,3,3,26,0,1.0,14,4.7,12,4.0,4.7,0,,0,0.0,0,102.8,12.0,2024,177
Tucker Kraft,GNB,2,2,26,1,2.0,1,0.5,25,12.5,0.5,1,2.0,0,0.0,0,158.3,12.0,2024,177
Malik Heath,GNB,2,2,15,1,2.0,10,5.0,5,2.5,5.0,0,,0,0.0,0,137.5,12.0,2024,177
Chris Brooks,GNB,1,1,15,0,,0,0.0,15,15.0,0.0,0,,0,0.0,0,118.7,12.0,2024,177
John FitzPatrick,GNB,1,1,2,0,,2,2.0,0,0.0,2.0,0,,0,0.0,0,79.2,12.0,2024,177
Dontayvion Wicks,GNB,2,1,25,0,1.0,14,14.0,11,11.0,18.5,0,,0,0.0,0,95.8,12.0,2024,177
Bo Melton,GNB,1,0,0,0,,0,,0,,42.0,0,,0,0.0,0,39.6,12.0,2024,177
Josh Jacobs,GNB,1,0,0,0,0.0,0,,0,,0.0,0,,0,0.0,0,39.6,12.0,2024,177
Christian Watson,GNB,3,0,0,0,,0,,0,,30.0,0,,1,33.3,0,39.6,12.0,2024,177
