Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,week,year,game_id
Rhamondre Stevenson,NWE,8,13,0,1.0,9,1.1,4,0.5,0,,12.0,2024,171
Antonio Gibson,NWE,6,31,0,2.0,21,3.5,10,1.7,0,,12.0,2024,171
Drake Maye,NWE,5,26,0,0.0,19,3.8,7,1.4,0,,12.0,2024,171
Demario Douglas,NWE,1,1,0,0.0,1,1.0,0,0.0,0,,12.0,2024,171
Jamycal Hasty,NWE,1,15,0,1.0,14,14.0,1,1.0,0,,12.0,2024,171
De'Von Achane,MIA,10,32,0,0.0,24,2.4,8,0.8,1,10.0,12.0,2024,171
Jaylen Wright,MIA,7,28,0,2.0,15,2.1,13,1.9,1,7.0,12.0,2024,171
Tua Tagovailoa,MIA,3,-2,0,0.0,-2,-0.7,0,0.0,0,,12.0,2024,171
Raheem Mostert,MIA,2,5,0,,3,1.5,2,1.0,0,,12.0,2024,171
Jonnu Smith,MIA,1,0,0,0.0,0,0.0,0,0.0,0,,12.0,2024,171
Malik Washington,MIA,1,2,0,,2,2.0,0,0.0,0,,12.0,2024,171
