Unnamed: 0_level_0,Unnamed: 1_level_0,Receiving,Receiving,Receiving,Receiving,Receiving,week,year,game_id
Player,Tm,Tgt,Rec,Yds,TD,Lng,,,
Sam Darnold,MIN,0,0,0,0,0,12.0,2024,169
Nick Mullens,MIN,0,0,0,0,0,12.0,2024,169
Aaron Jones,MIN,4,3,23,0,14,12.0,2024,169
Cam Akers,MIN,1,1,6,0,6,12.0,2024,169
Jordan Addison,MIN,9,8,162,1,69,12.0,2024,169
T.J. Hockenson,MIN,9,7,114,0,34,12.0,2024,169
Justin Jefferson,MIN,5,2,27,0,20,12.0,2024,169
Johnny Mundt,MIN,1,1,7,0,7,12.0,2024,169
Jalen Nailor,MIN,2,1,5,1,5,12.0,2024,169
C.J. Ham,MIN,1,0,0,0,0,12.0,2024,169
Caleb Williams,CHI,0,0,0,0,0,12.0,2024,169
D.J. Moore,CHI,7,7,106,1,37,12.0,2024,169
D'Andre Swift,CHI,4,3,35,0,30,12.0,2024,169
Roschon Johnson,CHI,1,1,10,0,10,12.0,2024,169
Keenan Allen,CHI,15,9,86,1,40,12.0,2024,169
Cole Kmet,CHI,10,7,64,0,20,12.0,2024,169
Rome Odunze,CHI,10,5,39,0,14,12.0,2024,169
