#,Quarter,Time,LOS,Plays,Length,Net Yds,Result,home_team,team,week,year,game_id
1,1,12:32,PHI 17,12,7:19,80,Field Goal,0,Eagles,12.0,2024,178
2,1,1:02,PHI 30,6,3:26,6,Punt,0,Eagles,12.0,2024,178
3,2,11:40,PHI 36,10,5:23,51,Field Goal,0,Eagles,12.0,2024,178
4,2,4:13,PHI 38,10,2:46,62,Touchdown,0,Eagles,12.0,2024,178
5,2,0:26,PHI 37,4,0:24,11,Downs,0,Eagles,12.0,2024,178
6,3,15:00,PHI 30,1,0:11,70,Touchdown,0,Eagles,12.0,2024,178
7,3,10:51,PHI 30,8,4:34,70,Touchdown,0,Eagles,12.0,2024,178
8,3,1:32,PHI 37,12,6:02,55,Field Goal,0,Eagles,12.0,2024,178
9,4,5:13,PHI 9,6,2:29,91,Touchdown,0,Eagles,12.0,2024,178
10,4,1:07,PHI 45,2,1:07,-2,End of Game,0,Eagles,12.0,2024,178
